path_label,tp_mult,sl_mult,timeout_bars,avg_label_balance_ratio,delta_balance_vs_default,avg_long_tp_hit_rate,avg_long_sl_hit_rate,bch_balance,ldo_balance,trx_balance,ldo_long_tp_hit_rate,ldo_long_sl_hit_rate
PathA_tp1.5_sl1.0_21bars,1.5,1.0,21,0.832365115740731,0.03176107926960503,0.42123950787650105,0.5765943362433009,0.9779874213836478,0.7788844621513944,0.7402234636871509,0.3617021276595745,0.6360582306830908
PathA_tp2.5_sl1.0_21bars,2.5,1.0,21,0.8039723028201781,0.0033682663490520737,0.32155915274889524,0.6653228958683481,0.9493801652892562,0.8187372708757638,0.6437994722955145,0.26651735722284436,0.7245240761478163
PathB_tp2.0_sl0.75_21bars,2.0,0.75,21,0.7902514430238331,-0.01035259344729289,0.31739577362833443,0.6788199470725028,0.9473684210526315,0.744140625,0.6792452830188679,0.2721164613661814,0.7245240761478163
PathC_tp2.0_sl1.0_42bars,2.0,1.0,42,0.8254714988591719,0.024867462388045936,0.372196294846698,0.627803705153302,0.9861702127659574,0.851380042462845,0.6388642413487134,0.3130733944954128,0.6869266055045872
PathC_tp2.0_sl1.0_7bars,2.0,1.0,7,0.8764140050814051,0.07580996861027911,0.32246875026123845,0.5830903442683514,0.9884937238493724,0.8895833333333333,0.7511649580615097,0.2866593164277839,0.6471885336273429
PathD_tp2.0_sl1.5_21bars,2.0,1.5,21,0.8240489943258117,0.0234449578546857,0.4440137915816201,0.5383423917413698,0.9524301964839711,0.8374485596707819,0.6822682268226823,0.39417693169092943,0.5901455767077267
default_2.0_1.0_21bars,2.0,1.0,21,0.800604036471126,0.0,0.3664269079946849,0.6270894061677273,0.9697286012526096,0.7648221343873518,0.6672613737734165,0.3079507278835386,0.6864501679731243
