path_label,tp_mult,sl_mult,timeout_bars,ldo_balance,bch_balance,trx_balance,avg_balance,ldo_lift_vs_default,ldo_tp_hit_rate,ldo_sl_hit_rate
PathA_tp1.5_sl1.0_21bars,1.5,1.0,21,0.7788844621513944,0.9779874213836478,0.7402234636871509,0.832365115740731,0.7788844621513944,0.3617021276595745,0.6360582306830908
PathA_tp2.5_sl1.0_21bars,2.5,1.0,21,0.8187372708757638,0.9493801652892562,0.6437994722955145,0.8039723028201781,0.8187372708757638,0.26651735722284436,0.7245240761478163
PathB_tp2.0_sl0.75_21bars,2.0,0.75,21,0.744140625,0.9473684210526315,0.6792452830188679,0.7902514430238331,0.744140625,0.2721164613661814,0.7245240761478163
PathC_tp2.0_sl1.0_42bars,2.0,1.0,42,0.851380042462845,0.9861702127659574,0.6388642413487134,0.8254714988591719,0.851380042462845,0.3130733944954128,0.6869266055045872
PathC_tp2.0_sl1.0_7bars,2.0,1.0,7,0.8895833333333333,0.9884937238493724,0.7511649580615097,0.8764140050814051,0.8895833333333333,0.2866593164277839,0.6471885336273429
PathD_tp2.0_sl1.5_21bars,2.0,1.5,21,0.8374485596707819,0.9524301964839711,0.6822682268226823,0.8240489943258117,0.8374485596707819,0.39417693169092943,0.5901455767077267
