symbol,trades,wins,win_rate,net_pnl_pct,avg_pnl_pct,pct_of_total_pnl
LINKUSDT,56,27,48.2,72.8766,1.3014,87.07
BTCUSDT,55,25,45.5,45.5146,0.8275,54.38
DOTUSDT,49,22,44.9,38.6554,0.7889,46.19
LTCUSDT,40,15,37.5,-29.5487,-0.7387,-35.30
ETHUSDT,65,23,35.4,-43.8020,-0.6739,-52.33
