symbol,is_kline_rows,is_d30_non_null,is_d30_non_null_pct,d30_mean,d30_std,d30_p01,d30_p10,d30_p25,d30_median,d30_p75,d30_p90,d30_p99,d30_min,d30_max,z90_n,z90_mean,z90_std
BTCUSDT,5727,4959,86.6,0.009339,0.116339,-0.266264,-0.119577,-0.047107,0.011588,0.066394,0.121654,0.366136,-1.0,0.773963,4684,-0.0489,1.2188
