symbol,architecture,weighted_gated_hit_rate,total_gated_n
BCHUSDT,per_symbol,0.6923758865248227,1128.0
BCHUSDT,pooled,0.6445035460992907,1128.0
LDOUSDT,per_symbol,0.4574468085106383,564.0
LDOUSDT,pooled,0.5833333333333334,564.0
TRXUSDT,per_symbol,0.4991103202846975,1124.0
TRXUSDT,pooled,0.43238434163701067,1124.0
