symbol,n_trades,n_tp,n_sl,n_timeout,n_end_of_data,pct_tp,pct_sl,pct_timeout,pct_end_of_data,mean_weighted_pnl,total_weighted_pnl
BCHUSDT,38,12,23,3,0,31.57894736842105,60.526315789473685,7.894736842105263,0.0,0.2975684210526316,11.3076
LDOUSDT,11,3,7,1,0,27.272727272727273,63.63636363636363,9.090909090909092,0.0,-0.18025454545454547,-1.9828000000000003
TRXUSDT,46,23,22,1,0,50.0,47.82608695652174,2.1739130434782608,0.0,0.5050173913043478,23.2308
ALGOUSDT,25,10,14,1,0,40.0,56.0,4.0,0.0,1.056188,26.4047
