symbol,n_is_candles,n_is_natr_valid,natr_min,natr_p10,natr_p25,natr_median,natr_p75,natr_p90,natr_p95,natr_max,natr_mean,natr_std
BCHUSDT,5727,5727,1.356302819371761,2.5150623130930607,3.030932257319495,3.695887090895911,4.926017095673723,6.309716495474193,7.622561525534797,23.908456202761286,4.214026720803299,1.9535508937501909
LDOUSDT,2741,2741,1.999421102974152,3.357697859842467,4.180360777902671,5.0068294584729705,6.503060488385203,7.754327840102354,8.392731523373142,12.309290866504316,5.3556533266915896,1.6913270792920887
TRXUSDT,5669,5669,0.7719391064199426,1.2303921518795076,1.6532410445014807,2.650463270971882,4.106048760717302,6.236409770152787,7.678139608778885,17.031274380479363,3.2675351192796267,2.180767541182478
ALGOUSDT,5225,5225,1.7849285655264857,2.7878311143416017,3.496386186008828,4.7689061176507686,6.43638499309223,8.34471648466988,9.7061500343977,26.000860955660777,5.265789887966856,2.403538322632278
