dot_prior_class,is_net_pnl_pct,oos_net_pnl_pct,is_avg_per_trade_pct,oos_avg_per_trade_pct,is_avg_z_score,oos_avg_z_score,is_per_trade_sharpe,oos_per_trade_sharpe,oos_is_sharpe_ratio,is_n_trades,oos_n_trades,is_win_rate_pct,oos_win_rate_pct,is_long_pnl_pct,is_short_pnl_pct,oos_long_pnl_pct,oos_short_pnl_pct,oos_direction_asymmetry_pp,oos_signs_differ,is_max_pos_streak_months,is_max_neg_streak_months,oos_max_pos_streak_months,oos_max_neg_streak_months,is_n_months,is_n_pos_months,oos_n_months,oos_n_pos_months,is_h1_net_pnl_pct,is_h2_net_pnl_pct,is_h1_n_trades,is_h2_n_trades
POSITIVE_EVERYWHERE,26.6242,1.9589,0.2863,0.0426,0.384,0.036,0.0398,0.0053,0.1332,93,46,41.935,39.13,25.3866,1.2376,-1.6035,3.5624,5.1659,True,6,7,3,3,30,15,14,7,-18.1924,44.8166,59,34
