feature_name,mean_gain,importance_rank
vol_atr_14,4554.8346,1
trend_aroon_osc_50,4167.021,2
btc_funding_spread_30_90,3098.2236,3
stat_autocorr_lag5,2743.0856,4
interact_natr_x_adx,2283.2541,5
vol_bb_bandwidth_20,2273.7851,6
stat_skew_20,2089.5938,7
oi_delta_30_z90,1862.0304,8
trend_adx_14,1857.116,9
btc_oi_delta_5_z30,1830.5243,10
vol_natr_14,1455.8602,11
stat_kurtosis_20,1433.3073,12
mom_macd_hist_12_26_9,1374.8877,13
mom_macd_line_12_26_9,1324.7424,14
vol_cmf_14,1063.9065,15
mr_pct_from_low_20,1017.9783,16
long_short_zscore_30,982.3891,17
trend_plus_di_14,884.2965,18
trend_aroon_osc_14,860.0313,19
funding_rate_zscore_90,703.7289,20
interact_rsi_x_adx,648.8632,21
trend_minus_di_14,647.5254,22
mr_pct_from_high_20,561.055,23
vol_mfi_14,482.4382,24
funding_rate_zscore_30,420.5992,25
regime_momentum_signed_5d,388.851,26
trend_ema_cross_5_12,339.0662,27
mom_stoch_d_14,321.8037,28
interact_stoch_x_adx,225.7865,29
cal_dow_norm,192.852,30
interact_rsi_x_natr,185.6866,31
stat_return_5,183.3959,32
mom_rsi_14,176.2619,33
mom_willr_14,170.7869,34
mom_roc_10,163.3329,35
trend_supertrend_14_3,145.0107,36
mom_stoch_k_14,142.968,37
vol_range_spike_72,101.5815,38
vol_volume_rel_20,75.6368,39
vol_range_spike_24,63.1303,40
vol_volume_pctchg_5,58.5094,41
vol_taker_buy_ratio,38.0595,42
interact_ret1_x_ret3,36.2551,43
interact_ret1_x_natr,33.0003,44
cal_hour_norm,23.9929,45
stat_log_return_1,21.8699,46
mr_rsi_extreme_14,2.0554,47
dot_vs_btc_ret_ratio_30,0.0,48
eth_vs_btc_ret_ratio_30,0.0,49
