component_id,is_sha256,oos_sha256
C1-BTC,62029bb3b551107df23720e09949b76e66cfb29e4e0816c05bac3a9b4dcdcf0a,dfbbbe88cfaf1d2d0136ecf78d888ed0dd0046ed5dba281f52da16a1dc4bba91
C2-ETH,7f20c6409bb68eff6b4df31af70dad46a432ad6ac6ba6d0f361c67d8926c9eef,dae0d702331dc3605b2db2f807a14da14a15759def338a6ba736cb3865379411
C3-DOT,909208d33be97640fb9c8cbfb17c87bc1a3a906d299f931052490c3d3f103345,095b441b84897bb47b87896f7b44505abae8ea31916e28617faaad97c9a70806
C4-LINK,7a997e8353685723e0251f966a351adce36f8b608d757a4a9a11471c38ba9d3d,0bf7d39aa3c11e45a32bfb97ab2da75d28206112f1d09a561269e0e93c905395
C5-LTC,5e09e18bc0f2ae27b010054fd51cee1d8acd9bbec7f4f0a3f2666874929b22c2,ba6d515516d74726d315d59ec17e63cea8b8f68aac29141766adf90f8c22337c
