month,pnl_pct,trade_count
2025-04,5.7223,1
2025-05,-14.5664,5
2025-06,3.3485,4
2025-07,0.3412,4
2025-08,2.1266,5
2025-09,-1.6344,4
2025-10,1.6631,3
2025-11,9.2957,2
2025-12,2.0570,5
2026-01,1.0064,1
2026-02,-2.5092,2
2026-03,-2.0756,5
2026-04,1.8390,5
2026-05,0.0085,5
