f3_anchor_eth_in_pool_is_sharpe,f1_anchor_eth_in_pool_oos_sharpe,eth_is_iters_with_pos_pnl,eth_oos_iters_with_pos_pnl,eth_baseline_oos_net_pnl_pct,eth_baseline_is_net_pnl_pct,gate_indicator,gate_threshold_pct,gate_lookback_bars,gate_lookback_days,gate_rule_long,gate_rule_short,is_skip_pct_predicted,is_pnl_lift_predicted_pct,oos_skip_pct_projected,is_both_halves_positive_lift,is_h1_lift_pct,is_h2_lift_pct,wallclock_predicted_min,wallclock_margin_pct
-0.1022000233239337,0.0502895248095197,1/5,1/5,2.7548,-13.6995,btc_ret_14d,8.0,42,14,skip ETH long entry when BTC 14d return < -8%,skip ETH short entry when BTC 14d return > +8%,17.24137931034483,42.4735,17.391304347826086,True,6.3266,36.1469,26,78
