threshold_pct,is_skip_pct,is_baseline_pnl,is_gated_pnl,is_lift_pct,is_n_killed,oos_skip_pct,oos_baseline_pnl,oos_gated_pnl_PROJECTED,oos_lift_pct_PROJECTED,oos_n_killed
3.0,29.655172413793103,-13.699799999999996,17.339399999999983,31.03919999999998,43,52.17391304347826,2.7550999999999974,-3.4018999999999995,-6.1569999999999965,24
5.0,25.517241379310345,-13.699799999999996,18.592700000000008,32.292500000000004,37,34.78260869565217,2.7550999999999974,10.111000000000004,7.355900000000007,16
8.0,17.24137931034483,-13.699799999999996,28.773700000000005,42.4735,25,17.391304347826086,2.7550999999999974,10.599399999999996,7.844299999999999,8
10.0,14.482758620689657,-13.699799999999996,19.785999999999987,33.48579999999998,21,10.869565217391305,2.7550999999999974,9.707400000000002,6.952300000000005,5
12.0,10.344827586206897,-13.699799999999996,27.181899999999985,40.88169999999998,15,4.3478260869565215,2.7550999999999974,0.6356999999999955,-2.119400000000002,2
15.0,7.586206896551724,-13.699799999999996,8.612500000000008,22.312300000000004,11,2.1739130434782608,2.7550999999999974,2.879099999999996,0.12399999999999878,1
18.0,5.517241379310345,-13.699799999999996,5.495900000000006,19.195700000000002,8,2.1739130434782608,2.7550999999999974,2.879099999999996,0.12399999999999878,1
20.0,4.137931034482759,-13.699799999999996,-1.183799999999998,12.515999999999998,6,2.1739130434782608,2.7550999999999974,2.879099999999996,0.12399999999999878,1
25.0,0.6896551724137931,-13.699799999999996,-10.451299999999996,3.2485,1,0.0,2.7550999999999974,2.7550999999999974,0.0,0
