indicator,gate_mode,n_total,n_skipped,skip_pct,baseline_pnl_pct,gated_pnl_pct,lift_pct,gated_wr_pct,gated_avg_pnl
I1_sma_50,kill_counter_trend,145,79,54.48275862068965,-13.699799999999996,11.5503,25.250099999999996,42.42424242424242,0.17500454545454547
I3_ema12_v_ema26,kill_counter_trend,145,79,54.48275862068965,-13.699799999999996,11.009799999999998,24.709599999999995,43.93939393939394,0.1668151515151515
I2_ret_14d_>0,kill_counter_trend,145,79,54.48275862068965,-13.699799999999996,32.53850000000001,46.23830000000001,43.93939393939394,0.493007575757576
I2_ret_14d_>5%,kill_counter_trend,145,76,52.41379310344828,-13.699799999999996,18.122600000000002,31.8224,42.028985507246375,0.26264637681159425
I2_ret_14d_>10%,kill_counter_trend,145,77,53.103448275862064,-13.699799999999996,0.9787999999999988,14.678599999999996,39.705882352941174,0.014394117647058806
I2_threshold_v2_clone_>20%,kill_large_counter_move,145,6,4.137931034482759,-13.699799999999996,-1.183799999999998,12.515999999999998,38.84892086330935,-0.008516546762589913
I2_threshold_medium_>10%,kill_large_counter_move,145,21,14.482758620689657,-13.699799999999996,19.785999999999987,33.48579999999998,41.12903225806452,0.15956451612903216
I2_threshold_light_>5%,kill_large_counter_move,145,37,25.517241379310345,-13.699799999999996,18.592700000000008,32.292500000000004,41.66666666666667,0.1721546296296297
