symbol,trades,wins,win_rate,net_pnl_pct,avg_pnl_pct,pct_of_total_pnl
TRXUSDT,30,16,53.3,22.5664,0.7522,59.39
MKRUSDT,15,7,46.7,17.1098,1.1407,45.03
LDOUSDT,13,5,38.5,4.4670,0.3436,11.76
BCHUSDT,25,12,48.0,-6.1435,-0.2457,-16.17
