symbol,data_years,is_years,n_bars,s5,s21,s50,min_sharpe,natr30_p10,natr30_p25,natr30_p50,natr30_p75,natr30_p90,reg_bull_s21,reg_bear_s21,reg_chop_s21,pnl_skew,pnl_kurt,pnl_pct_pos,ac_lag1,ac_lag3,ac_lag7,monthly_sharpe_mean,monthly_sharpe_std,n_months,verdict,selected
CRVUSDT,5.77,4.56,4995,0.343,0.293,0.068,0.068,3.333,4.092,5.683,7.885,10.006,2.57,-0.924,-0.055,0.0612,5.269,0.477,-0.026,-0.0236,-0.0025,0.062,3.567,55,MEDIUM,True
