symbol,trades,wins,win_rate,net_pnl_pct,avg_pnl_pct,pct_of_total_pnl
DOTUSDT,52,24,46.2,67.6099,1.3002,77.68
ETHUSDT,57,28,49.1,19.0545,0.3343,21.89
LTCUSDT,53,24,45.3,18.2953,0.3452,21.02
LINKUSDT,59,24,40.7,17.1080,0.2900,19.66
BTCUSDT,64,17,26.6,-35.0299,-0.5473,-40.25
