label,is_net_sh,is_net_total,is_maxdd,is_fund_sh,is_fund_t,is_long_price,is_short_price,is_long_fund,is_short_fund,is_turnover,n_is
BASELINE (no brake),1.3784520513686123,2.5676721354431224,-0.21716224274841067,4.727208447395988,10.831395268013395,3.09064058132893,-0.5350517995155866,0.3170080969672483,0.9417394577704034,0.31097413283141795,5727
J. brake win=21 q70 scale=0.5 (duty=24%),1.3691206261295898,3.30658501820288,-0.2602602413435684,4.097135966185112,9.387717848784654,3.09064058132893,0.48542733828179047,0.3170080969672483,0.6844945256132845,0.31704096485030125,5727
J. brake win=21 q80 scale=0.5 (duty=16%),1.2749018853357148,2.913389529471868,-0.22965239963008455,4.26733975440436,9.777703720326125,3.09064058132893,0.056107829081379484,0.3170080969672483,0.7330284931385329,0.32013656390636386,5727
J. brake win=21 q90 scale=0.5 (duty=8%),1.268352087475981,2.708699344606052,-0.23685046881457905,4.5345280052092,10.389908912384136,3.09064058132893,-0.2374303947614798,0.3170080969672483,0.8048358165835425,0.3158858428776444,5727
J. brake win=21 q70 scale=0.0 (duty=24%),1.2414289359330508,4.045197698375759,-0.33018884267138915,2.3068898240842834,5.285748619394796,3.09064058132893,1.5059064760791676,0.3170080969672483,0.42724959345616553,0.323182680898938,5727
J. brake win=9 q80 scale=0.5 (duty=16%),1.202810350204566,2.6303323494055064,-0.2866710376491114,4.524536156273798,10.367014710344614,3.09064058132893,-0.21440904714813855,0.3170080969672483,0.7681337707286049,0.3320215152463613,5727
K. NULL random brake duty=24% scale=0.5,1.1760127822151683,2.70836685671934,-0.34337207526513236,4.645454292662176,10.644072966790981,3.09064058132893,0.19113192117452207,0.3170080969672483,0.8262135994429597,0.4282040814673149,5727
J. brake win=9 q70 scale=0.5 (duty=24%),1.1590833445706124,2.7512547589343983,-0.29983247511661526,4.271506433983685,9.787250782610565,3.09064058132893,-0.0208459382299217,0.3170080969672483,0.7053113987845339,0.3344706477877702,5727
J. brake win=21 q80 scale=0.0 (duty=16%),1.1231855398808976,3.2588735901672807,-0.3130059919610825,2.6585994247595757,6.091616553263405,3.09064058132893,0.6472674576783461,0.3170080969672483,0.5243175285066625,0.3293571988111217,5727
J. brake win=21 q90 scale=0.0 (duty=8%),1.1211609064662047,2.8497265537689813,-0.3297531297609998,3.3417880633212858,7.656998378334836,3.09064058132893,0.06019100999262694,0.3170080969672483,0.6679321753966818,0.32079755292387085,5727
J. brake win=9 q90 scale=0.5 (duty=8%),1.0993730788119234,2.2831453173664733,-0.2940263150808802,4.725863592253586,10.828313817768992,3.09064058132893,-0.6631989232367353,0.3170080969672483,0.8423147744261918,0.325181274693597,5727
J. brake win=9 q80 scale=0.0 (duty=16%),1.0033651282477887,2.6924548758210034,-0.4777599641956235,3.3507892242342345,7.677622628947869,3.09064058132893,0.10623370521930997,0.3170080969672483,0.5945280836868064,0.3532030211233233,5727
J. brake win=9 q70 scale=0.0 (duty=24%),0.9401400456837665,2.9342592072349465,-0.4857226409790151,2.657554332958939,6.089221947121108,3.09064058132893,0.49335992305574367,0.3170080969672483,0.4688833397986645,0.35811138564584793,5727
J. brake win=9 q90 scale=0.0 (duty=8%),0.8321615079564975,1.9979184992898242,-0.4004192502813473,4.154805480500585,9.51985530610565,3.09064058132893,-0.7913460469578839,0.3170080969672483,0.7428900910819805,0.339563028045212,5727
