feature_name,mean_gain,importance_rank
trend_aroon_osc_50,4583.5913,1
stat_autocorr_lag5,3422.2445,2
vol_atr_14,3027.3385,3
interact_natr_x_adx,2712.433,4
oi_delta_30_z90,2374.4112,5
stat_skew_20,1924.6682,6
stat_kurtosis_20,1785.1934,7
trend_adx_14,1392.1623,8
long_short_zscore_30,1220.7286,9
trend_plus_di_14,1142.9798,10
mom_macd_line_12_26_9,1030.4108,11
vol_bb_bandwidth_20,1019.0239,12
btc_funding_spread_30_90,986.9758,13
vol_natr_14,982.964,14
ltc_vs_btc_ret_ratio_30,953.5335,15
trend_minus_di_14,638.8732,16
mr_pct_from_high_20,619.1824,17
vol_cmf_14,601.3851,18
mr_pct_from_low_20,601.2202,19
mom_macd_hist_12_26_9,547.0899,20
trend_supertrend_14_3,481.938,21
interact_rsi_x_adx,471.8181,22
vol_mfi_14,424.8689,23
funding_rate_zscore_90,397.1955,24
trend_aroon_osc_14,329.0699,25
funding_rate_zscore_30,270.6383,26
mom_willr_14,227.802,27
trend_ema_cross_5_12,215.6564,28
mom_stoch_d_14,201.2573,29
mom_stoch_k_14,194.9603,30
regime_momentum_signed_5d,152.0462,31
mom_rsi_14,142.3632,32
interact_stoch_x_adx,129.1544,33
interact_rsi_x_natr,127.4347,34
stat_return_5,108.2587,35
vol_range_spike_72,106.9408,36
mom_roc_10,104.2526,37
cal_dow_norm,75.9511,38
vol_volume_rel_20,67.9373,39
vol_taker_buy_ratio,40.8101,40
vol_volume_pctchg_5,37.462,41
interact_ret1_x_ret3,34.1217,42
interact_ret1_x_natr,30.3137,43
stat_log_return_1,28.7147,44
vol_range_spike_24,28.3941,45
cal_hour_norm,0.8949,46
mr_rsi_extreme_14,0.1726,47
dot_vs_btc_ret_ratio_30,0.0,48
eth_vs_btc_ret_ratio_30,0.0,49
