ks,kl,mh,dec,sh1,sh2,worst,medf,dd2,turn,edge,tr,L,S,G,h1,h2
2,30,24,0.5,0.2295155497924399,-0.6343843621840554,-1.4420976399799823,-0.9143531619895686,0.3386205809423991,143.60019060130412,9.52576021185606,4286,0.4837313386539474,0.05780754327887638,-40.77699739328687,0.5598084669996849,-0.14015000202396008
2,30,24,0.7,0.3183694289003412,-0.7071146923173619,-2.400727284094916,-0.5872101235662924,0.3972097723533594,176.84264004723244,9.831246190480421,5404,0.5102642079206079,0.17802434076376042,-46.7033112074591,0.8278016041245307,-0.2471442144304128
2,24,9,0.0,0.6776047397034525,0.07323940314186247,-1.937861153925951,0.3320022456889495,0.2203948849908981,86.35486948782251,16.030982098549565,2539,0.3378173988340579,0.21023482449314684,-19.530892604389724,1.6924019710809566,-0.3631600017530855
2,24,9,0.3,-0.38498753892264953,-1.217880910596475,-3.000400969516542,-0.8348949083638204,0.4364501450424263,125.05181811495088,4.10829523190662,3732,0.29136740625039753,-0.0879787915082878,-51.44085460703766,0.03067183941837813,-0.8185918346527629
2,24,9,0.5,-0.0710104036969779,-1.0028615773427991,-2.250372561814736,-0.7445916925233034,0.43630210188123675,149.24250214331053,6.96034078998265,4666,0.2763718773709139,0.134870639275947,-49.664168536492774,0.17822000815411765,-0.33666516792044776
2,24,9,0.7,-0.25897234698520255,-1.3558694385392585,-2.9156093999909425,-1.0321590556584543,0.5349635206361965,183.96878291677626,5.72944571118049,5782,0.28934075551966165,0.12794323843249678,-53.62077777919889,-0.012225876706156089,-0.5261981814660788
2,24,12,0.0,0.3210697351761903,-0.22787831862008462,-1.6967275047074015,-0.13122252601204948,0.19895143274127258,78.47322606455725,11.978952669558312,2351,0.25439838345327254,0.11774931598105712,-23.81608243885042,0.9099677921663126,-0.28664508441707987
2,24,12,0.3,-0.4688147987176205,-1.292689734114357,-3.02163098437953,-0.986385952162851,0.45367451058452646,123.26989176996771,3.3138481472231103,3661,0.27222460807492777,-0.11050428477611009,-52.93819605655612,-0.010541943290414673,-0.9524309669048797
2,24,12,0.5,0.03620778732410584,-0.9078770058947806,-1.8842547911720189,-0.7612569010939089,0.407088097295234,149.5375370548515,7.82697630915511,4634,0.2789430920247326,0.18441763893264151,-47.66272528871223,0.23850766608996826,-0.1806962220145374
2,24,12,0.7,-0.2796100467327229,-1.3781858033471395,-2.9156093999909443,-1.0551590056408955,0.5386602921215812,183.5019114339149,5.596150935232603,5767,0.27723572940780666,0.12930587286643364,-54.23220997415972,-0.024274544651348356,-0.5546381603153557
2,24,15,0.0,0.262935060905878,-0.2622628556107947,-1.82183147168706,-0.03754011678142597,0.23367056481607862,75.6653174018822,11.343636630952883,2267,0.18671802098729687,0.15308258356599203,-29.438355731042332,0.8983684043935738,-0.3601649303276276
2,24,15,0.3,-0.48119975901991924,-1.3012645730129029,-3.003489623881085,-0.9787650383759061,0.4561751524959954,122.83605067502943,3.1802416485401013,3643,0.27073793891359016,-0.11608401326648704,-52.91946159548752,-0.034899761068510934,-0.9527880550023201
2,24,15,0.5,0.040185637839402606,-0.9026005791301436,-1.8842547911720204,-0.7545116440936368,0.4056877637464069,149.36967126028566,7.858808365596254,4625,0.2785963889702784,0.18612654634105713,-47.59409882895917,0.24611883302354695,-0.18069622201454485
2,24,15,0.7,-0.28024031108580694,-1.3777011097110927,-2.9156093999909385,-1.0530006488087282,0.5385979105801592,183.34379503379657,5.589898511075948,5758,0.27722736004364057,0.12851011500664866,-54.223632453779,-0.02554912504538392,-0.5546381603153564
2,24,18,0.0,0.08421619767656523,-0.44862207305084156,-1.484476816255058,-0.33683519375977655,0.20616914023816024,75.23054336270559,8.793791700572102,2239,0.14119698002681474,0.12070896428739009,-27.665754790336937,0.3320839613994274,-0.15922844692266985
2,24,18,0.3,-0.47143316997498924,-1.2908775484027568,-3.0032044785070706,-0.9592527871869101,0.45370821212012535,122.76101212074086,3.266051492522477,3637,0.27234632431031225,-0.1136165237586835,-52.794938489383426,-0.030149594797954142,-0.937762814565547
2,24,18,0.5,0.040185637839402606,-0.9026005791301436,-1.8842547911720204,-0.7545116440936368,0.4056877637464069,149.36967126028566,7.858808365596254,4625,0.2785963889702784,0.18612654634105713,-47.59409882895917,0.24611883302354695,-0.18069622201454485
2,24,18,0.7,-0.28024031108580694,-1.3777011097110927,-2.9156093999909385,-1.0530006488087282,0.5385979105801592,183.34379503379657,5.589898511075948,5758,0.27722736004364057,0.12851011500664866,-54.223632453779,-0.02554912504538392,-0.5546381603153564
2,24,24,0.0,0.14873581691775173,-0.37813553524214727,-1.3017354003862256,-0.32729341600050144,0.2088349818596552,74.20460946784857,9.728184064043308,2217,0.16166684215549296,0.12411698345925226,-26.428446554593446,0.34552103097620207,-0.0450731112956885
2,24,24,0.3,-0.47143316997498924,-1.2908775484027568,-3.0032044785070706,-0.9592527871869101,0.45370821212012535,122.76101212074086,3.266051492522477,3637,0.27234632431031225,-0.1136165237586835,-52.794938489383426,-0.030149594797954142,-0.937762814565547
2,24,24,0.5,0.040185637839402606,-0.9026005791301436,-1.8842547911720204,-0.7545116440936368,0.4056877637464069,149.36967126028566,7.858808365596254,4625,0.2785963889702784,0.18612654634105713,-47.59409882895917,0.24611883302354695,-0.18069622201454485
2,24,24,0.7,-0.28024031108580694,-1.3777011097110927,-2.9156093999909385,-1.0530006488087282,0.5385979105801592,183.34379503379657,5.589898511075948,5758,0.27722736004364057,0.12851011500664866,-54.223632453779,-0.02554912504538392,-0.5546381603153564
3,30,9,0.0,0.5840840619535286,0.14292573137054537,-0.9588873764715556,0.24229316805369333,0.18018092112893436,68.32360441810663,17.462931220472605,2054,0.6197591187249226,-0.14741023248535778,-10.035084932578053,1.0808897623085227,0.04103276216350341
3,30,9,0.3,-0.6571428721452853,-1.2630868103641064,-2.4508353518606643,-1.297218318372348,0.4471218396169334,91.93541001534548,-0.5492261423022031,2724,0.1954999319457348,-0.21548975734119946,-50.64276300737336,-0.7786168306876342,-0.5238985762099093
3,30,9,0.5,0.007637532466415858,-0.7070477695340958,-1.9276775646239346,-0.8253426337746701,0.32399509135847937,113.6229042462148,7.603001869019766,3330,0.35337124039327034,-0.011371350917372014,-43.438862967341336,-0.11766168898721449,0.15904547681231854
3,30,9,0.7,-0.2164963921927289,-1.031003726089108,-2.494317123856773,-0.9904475631213261,0.4368640274046678,134.16354617222643,5.493620908898856,4212,0.5712146646434155,-0.27942614621598183,-51.5909673211566,-0.17653293115640006,-0.25910998536227936
3,30,12,0.0,1.2056052143061722,0.8028219433720475,0.008792923603702924,0.8841578635445503,0.12957794580993998,60.92980091451303,30.06002982883466,1818,0.6402063335480408,0.08488739511505292,41.54695626573185,1.7671707885574768,0.616304068647466
3,30,12,0.3,-0.3931419556275813,-0.9989791596228401,-2.027937816569179,-0.8791594385280156,0.3747668039778802,90.98369774747542,2.6976961695070836,2653,0.26028784645052677,-0.1631179810143955,-47.78071412497138,-0.3507691853039238,-0.44265236148681275
3,30,12,0.5,0.26173064589404205,-0.443418295975345,-1.369395114025017,-0.5526419604122671,0.25036344457168114,111.70623666462416,10.308406395212023,3278,0.42149898100113026,0.03437408639201807,-33.79970067980052,0.14532460946481818,0.40583799391107506
3,30,12,0.7,-0.10649332460323768,-0.9299268446058103,-2.2079541931396283,-0.967291398165175,0.4055882811085514,134.42330915908025,6.5241887921065675,4191,0.5859374467650602,-0.23874035007065575,-49.47836115147539,-0.15139730666334306,-0.05857947510945849
3,30,15,0.0,0.9058414192778221,0.545952731801421,-1.0121293874133506,0.5875480135138553,0.15560156865399677,56.61521093773982,26.460876110780287,1710,0.5997528514674694,-0.0066741447906660395,6.387114473213694,1.5029908207955274,0.2293474972387419
3,30,15,0.3,-0.295174223877084,-0.8931218106907296,-2.0036689821915923,-0.752637783241183,0.3453628477156967,89.97320789145371,3.853831160914317,2624,0.2737813853373435,-0.13650972973263498,-45.10069863483558,-0.24682320031315488,-0.35183640361204205
3,30,15,0.5,0.3235664405352924,-0.3754878206553746,-1.3723485610052248,-0.44579435138120677,0.22740324332906148,111.24364341632716,10.991072224543377,3264,0.443915571426993,0.04013445553279885,-31.099211952670426,0.2509546880981573,0.41614248835831424
3,30,15,0.7,-0.08197937745843666,-0.905268301788278,-2.207954193139635,-0.9240090590927694,0.398231771921958,134.30226982308616,6.747715624834412,4191,0.5929542794301161,-0.23418511697683664,-49.11642293898894,-0.11346992949593682,-0.04842681080853887
3,30,18,0.0,0.8538890425066795,0.48179552644808726,-0.5315090792467548,0.46876543299546913,0.14005126852893857,56.80720454314728,24.843439426504716,1689,0.5623383254538423,-0.0036235943286385547,11.435157667072732,1.2442780002730125,0.45024471863756266
3,30,18,0.3,-0.29805257306287103,-0.89136348466833,-1.9404871426327692,-0.8357683466352456,0.3454669061682665,89.46184994595298,3.7869453877769206,2612,0.2623971737401064,-0.12827459364413069,-45.2361083010378,-0.33346516906900747,-0.2594232929148005
3,30,18,0.5,0.32075086794248575,-0.37817778414266906,-1.382766885867376,-0.44579435138120677,0.22842431346178482,111.24431401588711,10.961117364856548,3264,0.4442321534818704,0.038501562719795886,-31.26801665156937,0.2509546880981573,0.40982526627354654
3,30,18,0.7,-0.08197937745843666,-0.905268301788278,-2.207954193139635,-0.9240090590927694,0.398231771921958,134.30226982308616,6.747715624834412,4191,0.5929542794301161,-0.23418511697683664,-49.11642293898894,-0.11346992949593682,-0.04842681080853887
3,30,24,0.0,0.9707735510907111,0.6292565022552561,-0.37092232496576716,0.8707858246649771,0.13979767718507086,54.28342766562238,28.900381371647534,1633,0.601208328884177,0.019869204171103577,27.020814361857745,1.3387747198843745,0.5538691868277177
3,30,24,0.3,-0.3500035987770851,-0.9434250983422401,-1.9814534033592044,-0.887361418655942,0.35877198489154716,88.98275029060156,3.137595945123477,2602,0.24961208203096644,-0.13908267947227765,-46.078597147070624,-0.3842590305945164,-0.3130090559288571
3,30,24,0.5,0.32075086794248575,-0.37817778414266906,-1.382766885867376,-0.44579435138120677,0.22842431346178482,111.24431401588711,10.961117364856548,3264,0.4442321534818704,0.038501562719795886,-31.26801665156937,0.2509546880981573,0.40982526627354654
3,30,24,0.7,-0.08197937745843666,-0.905268301788278,-2.207954193139635,-0.9240090590927694,0.398231771921958,134.30226982308616,6.747715624834412,4191,0.5929542794301161,-0.23418511697683664,-49.11642293898894,-0.11346992949593682,-0.04842681080853887
1,30,9,0.0,-0.30981668482091285,-1.0065495667585762,-1.8359663228490328,-0.9949086100729777,0.3805571095991085,105.16915330725497,4.274665460953396,3199,0.26403441537640665,-0.08605675545740925,-46.540156287627035,-0.18005645337120757,-0.45569438376418353
1,30,9,0.3,-0.5171317741628858,-1.6437665388229177,-3.6188791136661225,-1.4713781120048466,0.580538060808867,183.49558853214612,4.075938472058158,5655,0.5483647321830134,-0.25227167107469006,-57.37859203417449,-0.03812063614320888,-1.0652222966841984
1,30,9,0.5,-0.7405331336118574,-2.128460916557217,-3.6338509296294923,-2.1049774003605766,0.6487634538069094,218.0206191462097,3.5345351021192775,7022,0.5503268042410976,-0.24525304730619576,-60.47432468843642,-0.5039621634237603,-1.0093134535629216
1,30,9,0.7,-1.1547703898975132,-2.7578650454908713,-4.824057442375911,-2.617354162800407,0.7334442881263583,249.81028619980998,2.1537858678073842,8215,0.500554208828761,-0.28755017771852825,-63.16052224207128,-0.7628573095275258,-1.6024416755104336
1,30,12,0.0,-0.20718090267217606,-0.8617548300600194,-2.319962084432963,-0.4850146926270311,0.3883892365415773,98.77216903249605,5.231879722542238,3041,0.3150904621417737,-0.11050850693307475,-45.685461725998366,0.13801793240356097,-0.5656707136832532
1,30,12,0.3,-0.5391490165354093,-1.6620183035269904,-3.3715047141813828,-1.5941546090564191,0.5838810821286997,182.74613159788007,3.9204455282371153,5619,0.5486899491072934,-0.26505574701279866,-57.295598399459124,-0.20352436459936848,-0.9204381665879374
1,30,12,0.5,-0.7539997670536303,-2.1427814531875216,-3.577122245438639,-2.167591328110118,0.6501243023275721,217.60857252940193,3.4675323566481606,6999,0.5594431253756231,-0.26071816993824115,-60.494318872882594,-0.5450051292911255,-0.9919928697334677
1,30,12,0.7,-1.1547703898975132,-2.7578650454908713,-4.824057442375911,-2.617354162800407,0.7334442881263583,249.81028619980998,2.1537858678073842,8215,0.500554208828761,-0.28755017771852825,-63.16052224207128,-0.7628573095275258,-1.6024416755104336
1,30,15,0.0,-0.017267940265520067,-0.6697071291347697,-1.560794979389181,-0.5465224254840343,0.31372989216700164,96.63560509924312,7.432555654448883,2933,0.30199079898242237,-0.01764270406964911,-41.37113099139152,0.08548075075536034,-0.11487634102478657
1,30,15,0.3,-0.5600059224889273,-1.6822430267857786,-3.4064670644840582,-1.6249938810807611,0.5877976306930139,182.5913256663278,3.7804546775621044,5619,0.5411661335233717,-0.26789160089859454,-57.473320175664306,-0.22465682573872223,-0.9403973154759278
1,30,15,0.5,-0.7590913018727253,-2.1471226484739456,-3.5771222454386415,-2.176601708481491,0.6508629658204452,217.51974202802182,3.4383118421749415,6995,0.5538181220066173,-0.2577314045786775,-60.515449710809,-0.5547095728400183,-0.9919520357286786
1,30,15,0.7,-1.1547703898975132,-2.7578650454908713,-4.824057442375911,-2.617354162800407,0.7334442881263583,249.81028619980998,2.1537858678073842,8215,0.500554208828761,-0.28755017771852825,-63.16052224207128,-0.7628573095275258,-1.6024416755104336
1,30,18,0.0,-0.1825952524920019,-0.8249647375813987,-1.946050060023298,-0.8018408217436459,0.36268040284453706,93.93881380024541,5.539060632752953,2900,0.24908130173742624,-0.04308654148668406,-46.43059044323333,-0.04562235281589653,-0.3151216213059235
1,30,18,0.3,-0.5591819049685969,-1.6800736128390485,-3.4436849258255173,-1.5998160062105415,0.5874090219527153,182.3934035217132,3.7814986471595162,5615,0.5424455771928485,-0.26939188115846,-57.477241081569915,-0.20304420974109935,-0.9625946051628314
1,30,18,0.5,-0.7590913018727253,-2.1471226484739456,-3.5771222454386415,-2.176601708481491,0.6508629658204452,217.51974202802182,3.4383118421749415,6995,0.5538181220066173,-0.2577314045786775,-60.515449710809,-0.5547095728400183,-0.9919520357286786
1,30,18,0.7,-1.1547703898975132,-2.7578650454908713,-4.824057442375911,-2.617354162800407,0.7334442881263583,249.81028619980998,2.1537858678073842,8215,0.500554208828761,-0.28755017771852825,-63.16052224207128,-0.7628573095275258,-1.6024416755104336
1,30,24,0.0,-0.15654887419824925,-0.7930491616541779,-1.9359103169871241,-0.729778873819731,0.35433765775264003,93.27483033853792,5.8222313762929305,2877,0.24534416392083938,-0.030348891232263038,-45.76070994792843,0.01055277663129058,-0.3183979058161848
1,30,24,0.3,-0.5591819049685969,-1.6800736128390485,-3.4436849258255173,-1.5998160062105415,0.5874090219527153,182.3934035217132,3.7814986471595162,5615,0.5424455771928485,-0.26939188115846,-57.477241081569915,-0.20304420974109935,-0.9625946051628314
1,30,24,0.5,-0.7590913018727253,-2.1471226484739456,-3.5771222454386415,-2.176601708481491,0.6508629658204452,217.51974202802182,3.4383118421749415,6995,0.5538181220066173,-0.2577314045786775,-60.515449710809,-0.5547095728400183,-0.9919520357286786
1,30,24,0.7,-1.1547703898975132,-2.7578650454908713,-4.824057442375911,-2.617354162800407,0.7334442881263583,249.81028619980998,2.1537858678073842,8215,0.500554208828761,-0.28755017771852825,-63.16052224207128,-0.7628573095275258,-1.6024416755104336
2,36,9,0.0,0.15428155546247202,-0.30344039997618866,-1.2334682076701213,-0.23651988281728425,0.23663915886426,72.17838124592963,10.081942218103245,2268,0.2150940793140481,0.07299468750103733,-30.509273985423082,0.5730071760902633,-0.30982015517013617
2,36,9,0.3,0.20827568657789455,-0.49316121727922807,-2.326850737174694,-0.26384915140735243,0.33741967549266016,112.72232276499138,9.750831019115232,3370,0.4634286152355935,-0.028291085271101052,-41.16329448451821,0.9337069229544963,-0.6067435767982606
2,36,9,0.5,0.3448814323973902,-0.54117306819931,-2.3759828556832256,-0.04368000848853209,0.3236910207637904,142.17509933975518,10.460947889362714,4309,0.6850790613183949,-0.09627667467660822,-37.536855853761296,0.9153042518161583,-0.2553225204792325
2,36,9,0.7,0.1628324493115995,-0.9386686957920558,-2.5333501889606596,-0.539314519627564,0.42745449829498294,176.61746884079125,8.627884266371234,5358,0.4618153418595865,0.14145635442394355,-47.67423070804157,0.6597729045148287,-0.40934381905279127
2,36,12,0.0,0.4871156202574573,0.052786773726615104,-1.0616451342516446,0.053197710775104656,0.1925526653853632,67.76575696773725,15.945237304654748,2107,0.40694185935835614,0.02083399126939435,-17.219342723010932,1.186938852054635,-0.2474227818523584
2,36,12,0.3,-0.005511214582511174,-0.703854592568994,-2.3974272693478866,-0.3545291973066613,0.3553615913074073,111.34349945535999,7.463387646994849,3305,0.47936818653605784,-0.15038337442646638,-43.204123085036144,0.667923722785374,-0.7472187765593987
2,36,12,0.5,0.34875292028454097,-0.5295173016489058,-2.239599291615865,-0.12098025789635963,0.3208590429923406,141.5516687117399,10.51445032086249,4259,0.6805710824366141,-0.09135234452171037,-37.96665866123603,0.8899319810583934,-0.22231301580217533
2,36,12,0.7,0.02008328323692885,-1.089094510775437,-2.3969307482147504,-0.8946757059947705,0.4644664229412405,176.37594866783147,7.66170122363008,5320,0.436322304263005,0.09866017310572431,-49.16386731625188,0.3804562360622457,-0.39442722910844635
2,36,15,0.0,0.1326433332220071,-0.2655187453218368,-1.2441220882652149,-0.27594985423511414,0.25732341769643174,61.75651048838397,10.01176831084179,1943,0.31312038053564634,-0.0683445561697863,-30.622098805241638,0.6382151934164435,-0.39518530620855
2,36,15,0.3,0.015188906882066222,-0.6793558999728662,-2.2112770474378682,-0.45903850137070246,0.3470586444080562,110.1633044651777,7.691740151605274,3268,0.48207150168921786,-0.1466147468639775,-43.83003961756897,0.6795169408819765,-0.712978313813776
2,36,15,0.5,0.13499578063776552,-0.7455423660923944,-2.261169435494768,-0.32275508219395255,0.3867936197745079,141.49619032944724,8.689498570401891,4236,0.6100390037229318,-0.1232794931803591,-43.37676078460247,0.4795135907186226,-0.22709717584293734
2,36,15,0.7,0.0412164390101885,-1.0682249398247823,-2.2022129674878754,-0.9549405453642168,0.45893197112332085,176.28101972654758,7.8049346705311216,5306,0.44599279660197055,0.09869771369565965,-49.39935001989215,0.3265945814895457,-0.2880632723953552
2,36,18,0.0,-0.011976646716823183,-0.3891309407742132,-1.9740044144393127,-0.06050811784624426,0.27627551014067464,58.63251405847081,7.281270733995315,1866,0.30679656303362124,-0.13778334206521847,-33.80566339042604,0.6610880882599164,-0.7173136061936004
2,36,18,0.3,0.02717113462794338,-0.6723691523234774,-2.117482995035458,-0.49811185158294524,0.33857771654753566,110.13989031103016,7.825219480566977,3247,0.47713989391210965,-0.13593429445036762,-43.4845840237416,0.6579533438577844,-0.6611465109024619
2,36,18,0.5,0.12687064359855224,-0.7528610371993475,-2.3016458015100736,-0.31842720113017803,0.3890082843653535,141.41088126746607,8.621069372430592,4232,0.6098155985493876,-0.12718044507629986,-43.5355897680058,0.4844004453137189,-0.2486943309111734
2,36,18,0.7,0.0412164390101885,-1.0682249398247823,-2.2022129674878754,-0.9549405453642168,0.45893197112332085,176.28101972654758,7.8049346705311216,5306,0.44599279660197055,0.09869771369565965,-49.39935001989215,0.3265945814895457,-0.2880632723953552
2,36,24,0.0,0.24167955829009144,-0.114540569130016,-1.9619475689806594,0.23509196836675025,0.2551749167780418,57.390074606934995,12.55325028599477,1808,0.46302985821923626,-0.177817749360839,-23.60070513809872,0.8707234902037144,-0.46571040722200047
2,36,24,0.3,0.04272434973184027,-0.6571941678774968,-2.1493695471678333,-0.4564182240217475,0.3436263608813602,110.66333692375714,7.986382612782152,3248,0.4654691576432306,-0.11558131145772332,-43.437237323915014,0.7167651150461223,-0.6989029717906613
2,36,24,0.5,0.12687064359855224,-0.7528610371993475,-2.3016458015100736,-0.31842720113017803,0.3890082843653535,141.41088126746607,8.621069372430592,4232,0.6098155985493876,-0.12718044507629986,-43.5355897680058,0.4844004453137189,-0.2486943309111734
2,36,24,0.7,0.0412164390101885,-1.0682249398247823,-2.2022129674878754,-0.9549405453642168,0.45893197112332085,176.28101972654758,7.8049346705311216,5306,0.44599279660197055,0.09869771369565965,-49.39935001989215,0.3265945814895457,-0.2880632723953552
3,27,9,0.0,0.5653007670859824,0.13471008537380413,-0.40780777688854836,0.17311712511705052,0.19590342001906635,66.72877659509783,17.391855667422295,2027,0.5341555617722399,-0.0747099923801567,-4.31704421006131,0.5072414290585118,0.6305993025382006
3,27,9,0.3,-0.4725171261652993,-1.0740110481095522,-2.177625256465955,-0.9451411297996355,0.39312074371859684,89.82482562019466,1.721557109161685,2784,0.21013338071293525,-0.1489134548234637,-48.06180316327291,-0.3881976171716317,-0.5579752541676029
3,27,9,0.5,-0.10311627574221804,-0.8041646568773163,-1.9531826468293614,-0.6380935941124799,0.36708193362890307,112.422225536798,6.4187935247882795,3431,0.44028152929716874,-0.15460104928501917,-44.81747530510761,-0.045483565545927356,-0.17108346061547355
3,27,9,0.7,-0.166528631770453,-1.0649438602091832,-1.3780767770842794,-1.1528982599975264,0.43657506178807537,140.44931565318612,6.116899384599673,4339,0.5000773101634765,-0.1599621840147434,-47.25785884881395,-0.16345998289770783,-0.17033082525793689
3,27,12,0.0,0.8601432779441166,0.47620681767231776,-0.4068357536941652,0.5058704551032494,0.17689182840379525,58.19168613223633,24.396884085457483,1798,0.5273999674804446,0.03464399465282604,9.23408727198399,0.8182182936892974,0.9034486887581061
3,27,12,0.3,-0.5246231207286339,-1.1188048174060938,-1.9718768391463573,-0.9838837422832802,0.40395919497967836,88.44720900310978,1.000369788229942,2691,0.23112372092061095,-0.1960953707167049,-46.98843264307887,-0.4310302027131706,-0.619633102837472
3,27,12,0.5,0.03620076938437086,-0.6653855397020604,-1.8433536832238535,-0.4074316104909418,0.32339226365598384,112.27305352704334,7.9069262217860885,3388,0.4346470266956384,-0.08320135132628373,-41.254739023658644,0.18524942897246738,-0.1389305267747011
3,27,12,0.7,-0.1236240163460282,-1.022284162319191,-1.3777647925144159,-1.1856148899270993,0.4248681827916211,140.26597986265233,6.475578591712942,4315,0.5157936790334594,-0.1562050820971821,-47.09673270762936,-0.05251607918202639,-0.20196022199793962
3,27,15,0.0,0.7646970148758805,0.3820988763499629,-0.6139367061962521,0.2736793479319096,0.21284851464007326,56.88857012756607,22.624283555593454,1732,0.42652616178321245,0.08300979429003942,-6.574352624341075,0.856917469650063,0.6689688353300856
3,27,15,0.3,-0.5632459461783036,-1.145532519785476,-1.9802496667889007,-1.060154463211668,0.41428432052527886,87.61603395675965,0.36517751567348145,2678,0.23001507660640377,-0.21734840232928124,-47.55461002052079,-0.5338244181937595,-0.5942181476034891
3,27,15,0.5,-0.05514185382091649,-0.7526952572695783,-1.8524119246649566,-0.5794715248174701,0.34970499161649415,111.15324968582141,6.937352000297526,3376,0.41721406873184896,-0.11193932310893318,-44.05000889958749,0.02174396518661367,-0.1452619124807234
3,27,15,0.7,-0.11263826270816434,-1.01184025713156,-1.3777647925144219,-1.1858908198166482,0.42208649085338057,140.3485616170765,6.567500506013284,4319,0.520187555387807,-0.1552798251306925,-47.0327710471832,-0.03149018421498549,-0.2019602219979503
