G,G_eff,compliance,sh1,sh2,sh3,worst,median,dd2,dd1,cal2,posq2,vol,turn,edge,costsh,trades,L,S,fund,folds,fails,score,hl,clip
-27.590998118491065,-13.187583389269841,0.47796688371457374,0.13388641932822007,-0.1702058896362921,-0.4742551674589405,-1.5362510357560117,-0.03877559567635516,0.28871598351876904,0.23047784225496804,-0.09094753345904348,0.6470588235294118,0.11651377477250367,47.23964110668209,10.765217669192028,0.027736862452659432,86713,0.3403842693492525,-0.13905617273558693,0.3687027149670061,"[0.76, 0.38, -1.54, -0.46]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",LEVEL21,0.0,2.0
-20.2947503999834,-10.745373895703365,0.5294656836830156,0.12147519525105022,-0.07878684442116166,-0.27908143556516946,-1.4162534580493127,0.20181715946632406,0.25671002786411645,0.21255521943124855,-0.06104420919010343,0.6470588235294118,0.11567638120211308,30.885207342682797,11.998060834241436,0.01818384364359988,86713,0.3270160219953002,-0.18031384335096015,0.3463127744427156,"[0.52, 0.51, -1.42, -0.1]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",LEVEL21,3.0,2.0
-14.121262987676534,-8.203371989309913,0.5809233916590111,0.14923305501357806,-0.00739622476200971,-0.1640586650350861,-1.0368606105125295,0.22022894187777586,0.2139272023913964,0.20553070388260897,-0.03374861140015892,0.5882352941176471,0.1132802537099623,23.656594668755048,14.618510912006814,0.014003319543076013,86713,0.3144595662424675,-0.17755108661031943,0.313731288593992,"[0.16, 0.4, -1.04, 0.28]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_2x', 'gross_edge', 'short_pnl']",LEVEL21,9.0,2.0
-12.599795433750717,-8.848171614356577,0.7022472436858164,0.2524686063931074,0.12622255547703154,-4.4423609056666346e-05,-0.8919416475037677,0.22512566500682926,0.22112093627201546,0.2143026124755053,0.035736191494381495,0.5882352941176471,0.11194730010564133,18.84491520408718,22.447331958806654,0.01115267227434977,86713,0.337153948620074,-0.1696851521050417,0.28396334684523084,"[0.0, 0.45, -0.89, 0.82]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'gross_edge', 'short_pnl']",LEVEL21,21.0,2.0
-13.783971792905394,-10.653750888607236,0.7729086397355165,0.28228202896041826,0.17500255789939118,0.06770342292563437,-1.2339114050228446,0.2285488232653715,0.20689913861897014,0.2008774106951291,0.06475937310480728,0.5882352941176471,0.11158146715785619,15.962285017457928,27.131519915829717,0.00948027082531486,86713,0.3192374406023491,-0.14778480421384682,0.2592152747138232,"[-0.1, 0.55, -1.23, 1.35]","['net_sharpe', 'dbl_sharpe', 'pos_folds', 'gross_edge', 'short_pnl']",LEVEL21,45.0,2.0
-28.609008098066404,-16.34238356505522,0.5712320926694326,0.14722153628778908,0.05156162683635686,-0.044114469992267716,-1.6100043695918131,0.012442417274437595,0.28291460404306834,0.26185756054005693,-0.0017565393171813557,0.5294117647058824,0.11216953466691433,14.3076162576094,18.888014560140306,0.008528548829955736,86713,0.2890997769308694,-0.18211337672231187,0.2381559131106114,"[-0.26, 0.28, -1.61, 1.65]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_2x', 'pos_folds', 'gross_edge', 'short_pnl']",LEVEL21,90.0,2.0
-70.59093120709949,-26.742101562479057,0.3788319704130712,-2.558600356873977,-6.606318142820497,-10.478854199387241,-10.636469323853568,-6.194444171369492,0.950285499388726,0.6929729326145501,-0.5588232610680163,0.0,0.11215987810313909,617.7805275540867,2.858124676240888,0.34399125046082907,86715,0.6418552073114474,0.0571660250415619,0.10445868330570855,"[-4.59, -6.15, -6.24, -10.64]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'cost_share']",fz1_21,0.0,2.0
-58.49876660365729,-23.21967298606617,0.39692585560623594,-0.25501934201584686,-1.966883479962204,-3.659430908229903,-3.9948860318170785,-1.4791028373942745,0.5851267026952607,0.25288967015058883,-0.3401633880626216,0.17647058823529413,0.10932815859867114,250.68628625654085,6.40144491524266,0.14061914561923064,86715,0.5114626155262519,0.12384428415339424,0.12948619872791206,"[-1.05, -1.69, -1.27, -3.99]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",fz1_21,3.0,2.0
-50.79243055030563,-20.215908225013525,0.3980102547955717,-0.08113812410036043,-1.2107737295571197,-2.3346108710115283,-2.4114267583614786,-1.1229209866405332,0.42378656736900333,0.215450837162955,-0.3055003980437748,0.29411764705882354,0.1093446792970682,165.02848867706965,6.965332493697277,0.09287659121051599,86715,0.3986092164747716,0.05645821795015199,0.13362036137529337,"[-0.61, -0.3, -1.64, -2.41]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",fz1_21,9.0,2.0
-47.75788654622875,-16.525258407458654,0.34602156005087265,-0.09889588385227059,-0.9239150985627239,-1.7464136539132455,-2.1538640984895543,-1.0458840610494948,0.3554327827929157,0.18891514808088783,-0.28676757449515083,0.29411764705882354,0.10970320202489398,120.82947818391536,6.597877893120417,0.0691114634902674,86715,0.39547572700137545,-0.07986470876622054,0.12132369317062862,"[-0.62, 0.44, -1.48, -2.15]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz1_21,21.0,2.0
-40.9697537300368,-14.181953527979312,0.3461566701481506,-0.06859898480986623,-0.691372389403667,-1.3131051808961394,-2.191173564244609,-0.5193850461634681,0.28410501666051224,0.18578396535039043,-0.2762874386056103,0.4117647058823529,0.10950030513835371,90.97911220386324,6.6681351437049745,0.05272612129080907,86715,0.38170863651986553,-0.141537357808672,0.08933677695715687,"[-0.56, 0.49, -0.48, -2.19]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz1_21,45.0,2.0
-37.81162490143168,-13.02760577393208,0.3445396966645253,-0.10570893871174782,-0.583753869878685,-1.06137085217357,-1.957404835117359,-0.29534129156482997,0.2551936708797442,0.18992728414042948,-0.26570263417269835,0.29411764705882354,0.10990621121141013,70.07312586509008,5.827308932219824,0.04098282750489262,86715,0.3244334498708891,-0.1627764493177702,0.04658771995795746,"[-0.57, -0.02, 0.34, -1.96]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz1_21,90.0,2.0
-70.93784032074568,-20.999197605404312,0.29602251084127135,-2.87783102788484,-6.933595419866124,-10.809125522783399,-10.737310249157746,-6.758456995772837,0.9623912467109165,0.7487148746497561,-0.5832226906527439,0.0,0.11622997932529892,642.5616070816841,2.2875080684631026,0.3626685182325151,86712,0.6203384060465034,-0.03843300229627378,0.10196221739154286,"[-4.7, -6.33, -7.18, -10.74]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'cost_share', 'short_pnl']",fz1_21o,0.0,2.0
-60.07304272590048,-23.73918849829764,0.39517206755472856,-0.46384510266833057,-2.1898884481196683,-3.8970721981055063,-3.9575563786875056,-2.0022999546307547,0.636531281571147,0.2612540541401712,-0.3520803485116909,0.17647058823529413,0.1125170423646588,260.18703091624974,5.489475128458829,0.1463024460900554,86712,0.5218963303230244,0.04355007776479081,0.14798305138769646,"[-0.98, -2.17, -1.84, -3.96]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",fz1_21o,3.0,2.0
-52.42755141851696,-20.787438991269823,0.39649837592697257,-0.20226048204780597,-1.352707944050745,-2.497257159319675,-2.2161526923910935,-1.441645688891573,0.46799414687983143,0.22988177749024652,-0.3074974839782479,0.23529411764705882,0.11014903887113396,169.33338932324918,6.179155482025748,0.0949232400062779,86712,0.36872442559624374,0.04551049430489669,0.18621135609535533,"[-0.85, -0.52, -2.22, -2.04]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",fz1_21o,9.0,2.0
-47.42459356034471,-16.389186908767698,0.3455841300550847,-0.12444710573086605,-0.9536694593124334,-1.7806456301983484,-2.1489425786744474,-1.0991044347292498,0.3866033035597908,0.19812332993318105,-0.27275042842068925,0.4117647058823529,0.11034060402708412,122.12908661255337,6.3704142953107326,0.0693162771245679,86712,0.3494896545175017,-0.04148181602787504,0.2112907296796149,"[-0.81, 0.3, -2.15, -1.39]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz1_21o,21.0,2.0
-41.0949702676373,-14.247084128510412,0.34668680949819625,-0.046087524901099346,-0.6569418316709348,-1.2670581272247565,-1.587277161809644,-0.7354992445721396,0.32397244101625744,0.148761078271909,-0.23072417156112662,0.4117647058823529,0.10914855894541224,88.9314965677124,6.943807605728699,0.051059651176003674,86712,0.37010833439714974,-0.12563682007947544,0.21739724484484718,"[-0.79, 0.29, -1.59, -0.68]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz1_21o,45.0,2.0
