G,G_eff,compliance,sh1,sh2,sh3,worst,median,dd2,dd1,cal2,posq2,vol,turn,edge,costsh,trades,L,S,fund,folds,fails,score,hl,clip
-41.39241578506563,-13.063210128561522,0.31559429138887624,-0.2043628555269886,-0.6552086377567062,-1.1057107814277245,-1.4215143732044166,-0.5967183707439412,0.33106622867523117,0.20915499950458627,-0.2261515459896652,0.23529411764705882,0.10958704437952504,65.89541055103474,4.109031522215653,0.038597930036551924,86712,0.3294463903624644,-0.22225260101081484,0.21211908862314455,"[-1.03, -0.17, -1.42, -0.06]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz1_21o,90.0,2.0
-64.48358804035608,-25.36640172555931,0.3933776406747734,-0.9074952660658022,-3.204061184138885,-5.465407834273002,-5.506946197734671,-2.961806990813388,0.7719935697462427,0.3638694563814022,-0.403672016130794,0.11764705882352941,0.11392847114774605,351.17028142870487,4.556373150882157,0.19530863227989534,86715,0.5201858370986497,0.11326369885787099,0.11635229725340834,"[-1.84, -3.15, -2.77, -5.51]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",fz3_21,0.0,2.0
-51.51849223320954,-20.465308432778297,0.39724199109200775,-0.1599918804610662,-1.4311963796949694,-2.6958993849201773,-2.544373742962719,-1.0846299585684893,0.4761046825163582,0.21607991183884023,-0.3156071151543887,0.35294117647058826,0.10937445211105869,185.7495241576294,6.565835367844026,0.10477473531033053,86715,0.4001882987642379,0.08263996128273499,0.12207309727841473,"[-1.1, -0.99, -1.07, -2.54]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",fz3_21,3.0,2.0
-48.36416946399599,-19.189786285407774,0.396776921801445,-0.14411331306094305,-1.0557520087643777,-1.9645494956168146,-1.8571109876644258,-1.1719560604337889,0.3832177258380616,0.22998481805102133,-0.29571243603720576,0.23529411764705882,0.10822816354479436,131.73876827712377,6.323999336751414,0.07489675973563122,86715,0.32485043403867425,0.004972155341318868,0.13418820846410318,"[-0.59, -0.16, -1.75, -1.86]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",fz3_21,9.0,2.0
-46.29498297697716,-15.971790648938903,0.34500046488583425,-0.13589943959508066,-0.8407029713523999,-1.5439749123804776,-1.9134844348813203,-1.0524522577722126,0.3425876789668496,0.21953724579100697,-0.26951459581104686,0.29411764705882354,0.1081670024241951,101.75645545928073,6.066908407300507,0.05836495699139875,86715,0.36681818372211017,-0.12241638852957629,0.1334526548737739,"[-0.45, 0.49, -1.65, -1.91]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_21,21.0,2.0
-40.687193828585855,-14.045699271407845,0.3452117963844356,-0.10063988755954459,-0.6627697295333412,-1.2239434721282394,-2.180002532698745,-0.5210879232174526,0.28097067641074036,0.2043370177034014,-0.2650253849089922,0.4117647058823529,0.10788973634153674,80.93223277518138,6.176800786573181,0.046796547293617735,86715,0.3024010898321046,-0.10449457113382277,0.11504052200457658,"[-0.51, 0.53, -0.54, -2.18]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_21,45.0,2.0
-34.65589403741037,-12.879519888529524,0.37164009892880934,-0.05613518155105673,-0.5089913546221014,-0.9614192930131511,-2.0649062464677987,-0.22171097669315554,0.236599326370728,0.19372316940650536,-0.25025420878278537,0.4117647058823529,0.10834214309668164,65.44521909791948,6.586184776314203,0.03828740604858596,86715,0.2725530215143856,-0.1019106730913425,0.08349194307451563,"[-0.58, 0.13, 0.65, -2.06]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_21,90.0,2.0
-65.79595561814006,-20.69394089828808,0.3145169137505881,-1.2201527881840517,-3.525198573711627,-5.794047906424696,-5.835276196393953,-3.516162017218543,0.8095998928491019,0.47052597400174234,-0.4227648138811285,0.058823529411764705,0.11630057073289647,360.1119819783434,3.548795150305813,0.20480513413473875,86712,0.5220734458097764,-0.016139889157450044,0.10340397737970299,"[-1.77, -3.89, -3.15, -5.84]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_21o,0.0,2.0
-53.52626618710035,-21.207554163976035,0.39620836039348073,-0.2531890659726973,-1.5457739672888666,-2.83193554641522,-2.4966876994129596,-1.4420324680814964,0.5061739110031307,0.23458532817070388,-0.3218436711496489,0.29411764705882354,0.11085137273965226,191.43229627704883,6.028347404609978,0.10803790610998325,86712,0.4073272424779638,0.049538362556912185,0.12547219928271436,"[-0.84, -1.52, -1.36, -2.5]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",fz3_21o,3.0,2.0
-49.11829484006885,-19.469809546841265,0.39638610440846433,-0.17250413762140202,-1.1108538826162908,-2.046930943844861,-2.097659002992899,-1.0811373776438296,0.44050957991186845,0.24224188332219254,-0.2702053348633269,0.35294117647058826,0.10866205885247672,136.08678720422586,6.120774292401434,0.07691651567624574,86712,0.30228348021074536,0.027476014311627966,0.16348122731789422,"[-0.58, -0.37, -2.1, -1.59]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",fz3_21o,9.0,2.0
-47.497070977938655,-16.37986859588962,0.34486060421489373,-0.14500897187142975,-0.8666307338008143,-1.5871403818121572,-2.2203203121310127,-0.8524524867318561,0.3975004974655618,0.23778286700908313,-0.2406676747589494,0.35294117647058826,0.10909239453727736,105.03239530441473,5.994180858411382,0.05987582896249066,86712,0.2768842114634449,-0.02763827019477247,0.19393243856992542,"[-0.41, 0.21, -2.22, -1.29]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_21o,21.0,2.0
-39.718071946758336,-13.787167302582233,0.3471257950553035,-0.025488959125934126,-0.5881849617541933,-1.1504757710232396,-1.4774062764731806,-0.5911443293190771,0.32999974421797673,0.18297417280125539,-0.2051029171789588,0.4117647058823529,0.10901671986304184,81.80764739039387,7.17208009542451,0.046690997867752146,86712,0.2774438184890742,-0.045162641973839124,0.21134691094807923,"[-0.39, 0.14, -1.48, -0.79]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_21o,45.0,2.0
-36.0412989045931,-11.47476668492273,0.31837827807755253,-0.11300201936109684,-0.5472506559836601,-0.9813120189845498,-0.8437775965391696,-0.6056537231101524,0.3268839611763741,0.22330835574843189,-0.1956830301140166,0.23529411764705882,0.10976520120496361,63.56268310895183,5.556704600327318,0.036882227115661845,86712,0.27552275330705084,-0.13569463481095367,0.21610768407332187,"[-0.67, -0.54, -0.84, -0.17]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_21o,90.0,2.0
-63.960348103716925,-25.172077744491553,0.3935575476179863,-0.8330504199820845,-3.0054117519330363,-5.145184869971581,-5.1043727621854735,-2.9823934806569143,0.7486148821792742,0.3599496361339486,-0.3918180112251011,0.11764705882352941,0.11282294256475534,328.8927668290649,4.649924761352875,0.18415444798213348,86713,0.45798851558375403,0.14745722862050098,0.13180903580358944,"[-1.48, -2.73, -3.23, -5.1]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",fz3_30,0.0,2.0
-53.74068185384819,-17.004967672086696,0.3164263475170073,-0.45477657299509244,-1.6000866857726612,-2.739848111401201,-2.4499490983259595,-1.5482318060457647,0.5124162266407348,0.24072118229328288,-0.3225240943450266,0.29411764705882354,0.1089794125450804,166.81453620812897,4.541700708843787,0.09491427356927913,86713,0.3000729982308979,-0.0001378331188276738,0.1375549877282684,"[-1.11, -0.95, -1.98, -2.45]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_30,3.0,2.0
-52.856892019197396,-16.489701671759235,0.31196880939897575,-0.5231751993931297,-1.2665227822455807,-2.008145823842299,-2.5566410136986724,-1.2939728180039416,0.4599769781241809,0.2909192715981085,-0.2964870224819544,0.23529411764705882,0.11080459689371852,109.98805207646134,2.223780887467413,0.06379571858856044,86713,0.3110474020090287,-0.2142168324082203,0.14016752092593052,"[-0.77, -0.14, -2.56, -1.82]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_30,9.0,2.0
-50.10228926987338,-16.828734653658355,0.3358875392501778,-0.4607901484152105,-1.0206624838465537,-1.579688891625122,-2.1793962546861034,-1.2805968005876924,0.4152677315658526,0.291011135773076,-0.27140857295680615,0.29411764705882354,0.11104003217522666,82.98157918923557,1.3281870767591004,0.04860788789677648,86713,0.27572841922534774,-0.23209533339727773,0.13381766015853622,"[-0.64, 0.47, -2.18, -1.92]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_30,21.0,2.0
-44.61742450045672,-15.106668480665776,0.3385822612981872,-0.2930316158388302,-0.7522817785987194,-1.211050331987143,-1.9633129761945285,-0.8089803569622471,0.3374307612407643,0.21280844843261693,-0.2509397350485118,0.35294117647058826,0.10957909079177802,67.1444997514342,2.729442541724008,0.03912473783315104,86713,0.21862211263084708,-0.14606844328208707,0.11459581163375827,"[-0.54, 0.51, -1.07, -1.96]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_30,45.0,2.0
-36.86716428424257,-13.545842810052902,0.36742296493474935,-0.1573870977112751,-0.5370110829379429,-0.9164170881397995,-1.9043095713030362,-0.13695358252032602,0.27260376250342455,0.198732258182451,-0.23131623835658197,0.29411764705882354,0.11000325336975213,55.69705401349793,4.393275099403002,0.032321043447426506,86713,0.21114815534750428,-0.11427674868079521,0.08471343354392863,"[-0.32, 0.05, 0.1, -1.9]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_30,90.0,2.0
-65.3608786765162,-25.572306100522944,0.3912478935157115,-1.18771185679215,-3.3748422129508433,-5.530330154368964,-5.644595720002805,-3.651172846955921,0.803909964960781,0.4868422565615227,-0.40965276817077356,0.11764705882352941,0.11582390002251318,340.007175634802,3.4489046281699727,0.1945507260153,86712,0.45406032148007,0.010181488052976861,0.09927334452837322,"[-1.36, -3.64, -3.66, -5.64]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",fz3_30o,0.0,2.0
-54.657047882259896,-17.29592495461325,0.3164445506071141,-0.4684003253106835,-1.6564220837550963,-2.839151494024282,-2.465478260165095,-1.826858662714322,0.5357742452777787,0.2989139398684214,-0.31942097099464645,0.29411764705882354,0.10951407311739554,173.83313609845266,4.551166315699331,0.09882273471184673,86712,0.3262861642781477,-0.013080033565961019,0.11523978363253401,"[-0.71, -1.4, -2.26, -2.47]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_30o,3.0,2.0
-53.29331121003956,-16.629257404757904,0.3120327303217975,-0.5498546249402798,-1.3367272292053827,-2.1221014010248767,-2.8043753628250476,-1.185093646907057,0.5041614772940701,0.35478222960797057,-0.2812532588660984,0.29411764705882354,0.10980063862803086,115.32477226638674,2.257019767334723,0.06672962085028486,86712,0.3166728515854099,-0.2136264214440012,0.1333927274994784,"[-0.56, -0.45, -2.8, -1.81]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_30o,9.0,2.0
-51.20575068679776,-15.796633566587998,0.3084933499600232,-0.5636812679721205,-1.1610398881495516,-1.7574960498609484,-2.542808322902798,-1.144745796319465,0.4643420873609164,0.3328402745304664,-0.27126632271325357,0.35294117647058826,0.11060893429328451,88.19421791205222,0.4165419792120838,0.051466849080697985,86712,0.1979770343306457,-0.18343336900144208,0.14274642830017795,"[-0.54, -0.07, -2.54, -1.75]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_30o,21.0,2.0
-45.30328978356472,-14.079888667723436,0.31079174900961354,-0.38573555142197274,-0.8765345389308785,-1.3669657558961532,-1.5335832919826178,-0.926313070681076,0.39382796011029475,0.26313299454187844,-0.24652623700523707,0.29411764705882354,0.1096267982062652,71.76866282934051,1.6117094849990552,0.04151503769867666,86712,0.1777592658028029,-0.1319665290882291,0.14070768160696887,"[-0.3, -0.34, -1.53, -1.51]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_30o,45.0,2.0
-41.64943528750289,-12.930775523385504,0.31046700715448705,-0.3278612561016279,-0.7332755713257004,-1.138544706861547,-1.214793823641544,-0.7501890067126606,0.3551377649338626,0.23687790173642242,-0.2321010522157224,0.23529411764705882,0.10917438811604518,59.02220635091026,1.4428437203332365,0.034277431439474156,86712,0.19117650203958805,-0.1574625459843045,0.13067293065927632,"[-0.27, -1.0, -0.5, -1.21]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz3_30o,90.0,2.0
-59.3176886046973,-18.777270375141168,0.31655431654250626,-0.6718808736142016,-2.4073744754342834,-4.12631437538076,-3.7896257646405425,-2.031482674378525,0.6644443662058457,0.27731659353187965,-0.3627760844213077,0.29411764705882354,0.11161024751665333,259.335013026461,4.608244602103262,0.14731614577603838,86711,0.5056118842444521,-0.03249149895459019,0.10903017129130246,"[-2.14, -1.74, -1.92, -3.79]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz6_21,0.0,2.0
-50.35025480678583,-16.02403924508372,0.3182514032267444,-0.28268969278549133,-1.3365181599572689,-2.3860289874472254,-2.047922971577504,-1.143665183707129,0.45961702420303574,0.21934550042688516,-0.30843845406508763,0.29411764705882354,0.10969370489300179,154.42984915098592,5.490729677907084,0.08767402320801707,86711,0.37328398579990635,-0.03759561778395917,0.10737726453998148,"[-1.19, -0.99, -1.09, -2.05]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz6_21,3.0,2.0
-49.50183498307501,-15.668130129081309,0.31651614802639827,-0.31037234596922736,-1.107190137169929,-1.9022386363044042,-2.0219316901055797,-1.152059549707033,0.4049722424210811,0.25864074842344187,-0.2907881957160625,0.23529411764705882,0.10781050036531277,114.67581688211374,4.588396973727112,0.06620644565729106,86711,0.311719441008644,-0.10341054859780116,0.12107027660938115,"[-0.56, -0.25, -2.02, -1.74]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz6_21,9.0,2.0
-48.009512513951556,-16.40325026455408,0.3416666699081208,-0.2689027813053025,-0.9014886240863274,-1.5329567796289159,-1.968406316223784,-1.1073366236869464,0.39018503832254003,0.272216470694576,-0.25051869262271065,0.29411764705882354,0.10759288398146043,90.84332364001496,4.333335018889485,0.0529218833222318,86711,0.3271954455132463,-0.1713513817361243,0.12625939201542546,"[-0.31, 0.4, -1.9, -1.97]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz6_21,21.0,2.0
-41.53347189492774,-14.277170166767103,0.3437509438865547,-0.1442603148976559,-0.6579454976867155,-1.1709231041994879,-2.3085856130369375,-0.4817201597181947,0.3197276759419846,0.22956704534578098,-0.23154271745377186,0.47058823529411764,0.10796930508978907,74.00604068922262,5.417157487675112,0.043338459273956104,86711,0.278187592392234,-0.11947418542803873,0.11661149429148579,"[-0.26, 0.54, -0.7, -2.31]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz6_21,45.0,2.0
-33.45480099912964,-12.446997809133903,0.3720541577711888,-0.0395784764946866,-0.4594837556142276,-0.879005374797993,-2.1887599664295174,-0.07879282784520245,0.25118399427238836,0.21553307031000302,-0.21723265109018497,0.47058823529411764,0.10911275473912577,61.11691988982421,6.801495374351499,0.03596300652803285,86711,0.2619535973948237,-0.09738731869564887,0.09512903055960001,"[-0.35, 0.19, 0.64, -2.19]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",fz6_21,90.0,2.0
