sh1,sh2,worst,median,dd2,turn,edge,trades,L,S,G,h1,h2,vol,offspread,sleeves,hold,dg
0.07156487251725675,-0.2313702527838242,-1.5607973609437544,-0.43336490467470307,0.3100343598383948,50.071039512247054,9.143469185805596,1698.0,0.31341367192882275,-0.14139668608160177,-38.338144374125584,0.5610093807625915,-0.47817196666659023,0.12327916291661462,0.28287769482217134,1,9,0.2
0.02212711835408132,-0.2924471468147728,-1.069762308537202,-0.8167981179791773,0.3727581457305144,50.638757170528635,7.937393884019571,1565.0,0.18425987095740398,-0.032170207256193246,-39.25445963368922,0.42607259340693393,-0.4277190904089026,0.12111655356510476,0.11356755190746404,1,9,0.35
0.5360784122440881,0.22367656485434922,-0.026357106991660446,0.2257081592094069,0.15612124065845828,49.478455061525665,20.274400323743453,1483.0,0.20058227725390104,0.19316797692566373,12.68379151950391,0.6632351103836516,0.393734833662609,0.11891301828729184,0.14736770789408243,1,9,0.5
1.0027085071943598,0.7578565480573463,-0.647225328636015,1.1021948595678206,0.12624358877725117,38.93064207010542,38.18640278103897,1279.0,0.4972016222317087,0.08532248664174522,29.817638066895945,1.3173786608284617,0.6434415309949233,0.11653340297704579,0.2209612696527461,1,12,0.2
1.1582548147241043,0.9405433938438879,0.2601340950129892,0.9451082648919774,0.13096800010292164,35.926432761378464,47.31788154731917,1200.5,0.6403111295459549,0.03101850724913781,51.62737671129162,1.4524784441554797,0.8599022510070107,0.12429872991866356,0.0939745423010061,1,12,0.35
0.6453742698022937,0.4249056395840153,-0.16694460968547903,0.3897979500877069,0.15762761680310405,36.281398708426885,29.593700045317362,1140.5,0.400874772092687,0.023124488421443257,16.78963972871859,0.3880949004054117,0.9119766402316385,0.1237646395341116,0.11558404310299297,1,12,0.5
-0.1843799017632416,-0.3734721133438501,-1.4586922659204773,-0.2206031371075795,0.2504268600523942,30.793695553741905,0.22587841427653083,1051.5,0.24182309337178365,-0.23481947575984258,-33.187496690404274,-0.06189021720286629,-0.300615179620617,0.1208023989925857,0.0907480106663357,1,15,0.2
-0.05090092903255821,-0.23665254671038383,-1.1665898015434073,-0.18419706424434637,0.21129712999610806,29.39775109903351,5.561069352522307,1000.5,0.3440612369344903,-0.2802649327604859,-25.550796653719388,0.0022125160330040625,-0.09999527291459154,0.11937101721842949,0.1438902015192248,1,15,0.35
0.09302542314221367,-0.10142847714732325,-0.5671525709863041,0.007626469411292455,0.14844653847134132,31.23909859757515,11.070832100214218,956.0,0.18553551011516933,-0.04658409805994996,-6.786320680716543,0.26891703790775434,-0.07690913145244507,0.12037102177828682,0.1587201378514252,1,15,0.5
0.4062652507686769,0.2713786531171801,-1.0256205050813958,0.5523063068915424,0.2115257722034456,24.839167325068296,29.510541762271078,880.5,0.5952162880787971,-0.2783812595551212,-4.067180488911413,-0.2318731259527197,1.2354167414089556,0.13778135098820288,0.4713694921933197,1,18,0.2
0.057902251050506934,-0.08967365295660103,-1.5941895347729118,0.28179810317238785,0.28087357701392673,25.273056109059446,10.193981403228312,841.5,0.2933090629586562,-0.17350305340869354,-25.88701790059399,0.8391479213517066,-0.6694806168361261,0.12882032398892518,0.4582569395205463,1,18,0.35
-0.053582192797024204,-0.227459723163658,-0.9115893808244218,-0.417746716406208,0.24315157020792105,27.236969469653342,5.175246891080046,810.5,0.030248352597011807,0.0361269123171868,-28.93031677690073,0.2861543665305697,-0.3806109315097629,0.11744735699115952,0.4567064173974706,1,18,0.5
0.4088678455762625,-0.04741134657978577,-0.7807464155552349,-0.19052488858296335,0.2157550981956478,71.46338441948939,14.317110171267853,4699.5,0.40450202289590914,-0.0014708713506057791,-21.610328703548994,0.8917594587165567,-0.15797839437241445,0.11907230769680996,0.5315902540317892,2,9,0.2
-0.13130039499336665,-0.584554253010923,-1.5316059301473133,-0.9941724356347927,0.39493962859235476,72.50726540397687,5.295728684119718,4360.0,0.17468802927980245,-0.021821624345032375,-44.189615838216305,0.6199080420631553,-0.9524373744531598,0.12075834412553124,0.29396545951191433,2,9,0.35
0.42971301475310186,0.00333713894734498,-0.8917603248937953,-0.09373480603788076,0.22488987924978937,66.98610695505761,15.0688641889856,3972.5,0.14166843950873276,0.2579412483384761,-23.022704434686688,1.1349556677689852,-0.3443935512001951,0.11866454577944044,0.2928913405915906,2,9,0.5
0.7535039124579377,0.40966187442807944,-0.09595370413452031,0.36408135235994643,0.14605419340637354,55.31117479084162,24.00328745779946,3724.0,0.464749501396444,0.03807268773967098,18.573319315130412,1.065295663988349,0.3958340712805153,0.1208165796709306,0.4336735718480362,2,12,0.2
0.8420715776596435,0.5213845091275643,-0.14952624473644932,0.4428245826560008,0.16280062472045753,51.18911819213761,27.277325937928065,3457.0,0.5378788867157335,0.010361054111131758,19.13623649285529,0.8831542450219416,0.7975584132847241,0.11983197386352538,0.35614714617918164,2,12,0.35
0.5041095374016489,0.18725260994384685,-0.8526832589551343,0.20721055056999904,0.19718259710223185,52.89294654626009,19.41201450172027,3257.5,0.4837224641712399,-0.08221521696088913,-11.744233514971711,0.338938907326883,0.6922227514401527,0.12528088090952058,0.3850499300048393,2,12,0.5
-0.1983793097081597,-0.48992082814082505,-1.713371220556529,-0.49244402388304137,0.3161785831039902,46.693564366237204,2.3054927958405096,3038.5,0.16795824058579623,-0.1275088068834412,-40.52820126469288,0.6188884337098939,-1.1290528424044588,0.12284962212077741,0.36695139560953793,2,15,0.2
