G,G_eff,compliance,sh1,sh2,sh3,worst,median,dd2,dd1,cal2,posq2,vol,turn,edge,costsh,trades,L,S,fund,folds,fails,score,hold,dg,n,h1,h2
-16.726468417991345,-8.051101612251584,0.4813390018177207,0.22217350537349165,-0.11535358756964173,-0.4515794025521152,-1.0465707620602762,-0.09971428675076477,0.17472537592219284,0.13503241292069168,-0.11432142270661455,0.5294117647058824,0.11623939215953333,52.346524490817096,12.520939009873551,0.03394095113766766,1693,0.28020035815746397,-0.020722840194861564,0.04670685483627816,"[-0.91, 0.71, 0.99, -1.05]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend_both,9,0.2,1,0.1451083990999958,0.3074727658861849
-42.14100674546974,-14.446850475676312,0.3428216739798079,-0.16231434225723876,-0.6261514278788735,-1.0884545875762952,-1.9324329854208064,-0.392153431145819,0.3467753277540141,0.23152218988873607,-0.22475829841924003,0.35294117647058826,0.11839897258918708,73.1795388833854,4.933937136166775,0.043633787522659395,3230,0.1847914955901813,-0.041850019341220165,0.06729597120438796,"[-0.08, -0.71, 0.06, -1.93]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend_both,9,0.2,2,0.0667857470375664,-0.4488803720580706
-20.28793675863063,-7.196835762132294,0.35473472969451714,0.048275367468342684,-0.28459689005335254,-0.6161744428673448,-0.5192694078569787,-0.37074738534765356,0.21457365027420472,0.16699028200378718,-0.17555670578985105,0.4117647058823529,0.11247265570511661,49.968477313677184,8.664521436281934,0.03311206801470303,1630,0.24128470525655918,-0.06988278679660438,0.07608910946100636,"[0.07, -0.52, -0.22, -0.52]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend_both,9,0.3,1,0.05959575567474714,0.03516230863705428
-36.098613437788835,-12.482763380177248,0.34579620077900314,-0.05593864449432528,-0.4879935655019482,-0.917479060903934,-1.5303314780841004,-0.3747784347112021,0.2514803191995363,0.1877345076609106,-0.26053490522868344,0.29411764705882354,0.12306547862435158,71.00937617266477,6.480691071748271,0.04243996581309998,3111,0.3800352501517158,-0.19785050916557556,0.07971505981551025,"[-0.19, 0.11, -1.53, -0.56]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend_both,9,0.3,2,0.2943559496650044,-0.480525446453489
-21.90424193512956,-10.780126257288023,0.492147881182735,0.287892695567101,-0.032114319309881026,-0.3515449087423226,-1.0592562587830776,0.04401464759884266,0.2280468295248197,0.16510253039891554,-0.045747900299525635,0.47058823529411764,0.116255365998121,49.60109510357595,14.217348935722034,0.03332556624965128,1557,0.3296295572164854,-0.05044919261245018,0.08112307050713399,"[0.69, 0.19, -0.11, -1.06]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend_both,9,0.4,1,0.7168545238684015,-0.22211959943551693
-3.799570687272712,-2.371697850290335,0.6242015336718771,0.5797429910205616,0.14314538444915115,-0.29246050733390155,-0.5514190742225387,0.18792650911818728,0.1651225313258463,0.1456033901074496,0.06089238135502649,0.47058823529411764,0.12024167510497649,69.96206356211468,17.479350535749276,0.041963684905913054,2991,0.6048206568369309,-0.12068966478665728,0.07434083915684264,"[0.5, -0.12, 0.67, -0.55]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend_both,9,0.4,2,0.6240325523377075,0.5329805447955922
-14.386749952034243,-7.674785304796271,0.5334620626885281,0.27978466088285175,0.028449795799420054,-0.22208769654831303,-0.7356374014188477,-0.004085581516834011,0.19074912246514875,0.16621644819252013,-0.017266536204490597,0.47058823529411764,0.11459667589715972,38.40015357384482,15.90863494142349,0.024996746621449975,1302,0.26498674130918626,-0.023139654738831644,0.10245951594013827,"[0.05, -0.74, -0.06, 0.86]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend_both,12,0.2,1,-0.09038560492546585,0.6629143339705932
-13.626901130446782,-8.431524689949196,0.6187411656719604,0.48905008683127565,0.15217383217940958,-0.18373782237045774,-0.7930132594803888,0.2237154753779229,0.21125453725801124,0.164861310758329,0.05274914967824041,0.4117647058823529,0.1196882641908047,53.73583368685153,18.452328566836197,0.031544571895653975,2472,0.410729735980108,-0.018184100566730352,0.09164334957554958,"[-0.01, -0.79, 0.46, 0.89]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend_both,12,0.2,2,-0.04725463719287346,1.0827933262520542
-24.917288027607174,-11.285002210352994,0.452898493521837,-0.0843553320752855,-0.339037136886076,-0.5928738949812504,-0.6888696736673344,-0.3912999062482937,0.22961262549548767,0.19094106816404322,-0.1951801283492143,0.4117647058823529,0.11546685043909917,39.24150367859132,4.960289183767999,0.02655040939485755,1259,0.07526701286524867,0.0017927413905647893,0.07926095680542998,"[-0.32, 0.14, -0.69, -0.46]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",blend_both,12,0.3,1,0.13400547852850822,-0.3022090444781558
-46.38435608341564,-14.27210956412789,0.3076923076923077,-0.44276576344569013,-0.7694755450344337,-1.0941744329045742,-1.4440071445756797,-0.9113245678730391,0.4662167484279309,0.39767427673506617,-0.20498019802289366,0.23529411764705882,0.12085114571372535,52.790463507132536,-2.7161966830376145,0.03299221473463908,2405,0.2808602031590527,-0.33762664488728905,0.09374319690017535,"[-0.73, -1.44, -1.09, -0.0]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend_both,12,0.3,2,-0.7408282909082021,-0.11056955532586804
