G,G_eff,compliance,sh1,sh2,sh3,worst,median,dd2,dd1,cal2,posq2,vol,turn,edge,costsh,trades,L,S,fund,folds,fails,ks,kl,hold,dg,n,h1,h2
-10.515178617387466,-7.521641587319832,0.7153127741341793,0.6504794372483833,0.18510452362570265,-0.27927342445268405,-1.0632757901361918,0.2333273309880822,0.18553730060936235,0.1264263979382566,0.0819303605403865,0.5294117647058824,0.12071316162491558,74.87488574474493,17.963642130631236,0.04550460289901144,3052,0.4887954227949751,0.043687335361401056,0.07772026151782062,"[-0.12, -1.06, 1.51, 0.59]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'pos_folds', 'turnover', 'gross_edge']",2,24,9,0.4,2,-0.09415397531837534,1.5129385985584398
37.0736356450794,34.858405252599674,0.9402478242574587,0.8186530487618803,0.570078816488103,0.3219089745812788,-0.018806501185309927,0.6178831557878826,0.11295483469258427,0.10311065897239646,0.5584336250012281,0.6470588235294118,0.11959216070529329,39.53765628524368,32.189118670268364,0.024753538281012254,1307,0.4488331631182235,0.05500955965134814,0.1122913566616415,"[0.52, 0.71, -0.02, 1.19]","['turnover', 'gross_edge']",2,24,12,0.2,1,0.821843364053204,0.8149676758980902
1.6918726271089235,1.4548110320302197,0.8598821263017918,0.8176832180267465,0.45128649973245855,0.08663142053060106,-0.7556754043544555,0.34374178066139327,0.17421387823554868,0.13533609695683535,0.2692074163169795,0.6470588235294118,0.11622765803629254,56.6219833610091,24.369119031668397,0.032670056066547756,2484,0.46572652677568765,0.0805340887371945,0.10303090267953752,"[1.17, -0.49, -0.76, 1.55]","['dbl_sharpe', 'pos_folds', 'turnover', 'gross_edge']",2,24,12,0.2,2,0.7706913504450358,0.8701330911879928
38.6970838658777,35.881451080645945,0.9272391481748183,0.7750945066771526,0.5098481331015347,0.24491377506201098,0.1845398183815592,0.5388614979456873,0.12214851676636718,0.1104974617835438,0.4440463369434103,0.6470588235294118,0.11676587069957117,41.2401982295189,29.39394888427815,0.02603145858840215,1280,0.3169039601877677,0.16299925701044782,0.09664758403263304,"[0.6, 0.18, 0.48, 0.76]","['net_sharpe', 'turnover', 'gross_edge']",2,24,12,0.3,1,0.6543071280612615,0.8842592491041265
9.092318817714219,7.789026182195263,0.8566600378134783,0.7980145134892596,0.4357414556156899,0.0746030978319538,-0.5300360263037204,0.4118664670129779,0.15994182364141918,0.11477597872772016,0.2860694257020241,0.6470588235294118,0.11859471344684532,57.195836636685556,24.036510872623897,0.03330554853055161,2443,0.36611463613438056,0.17815088840658105,0.09170297439302116,"[1.13, -0.53, -0.04, 0.86]","['net_sharpe', 'dbl_sharpe', 'pos_folds', 'turnover', 'gross_edge']",2,24,12,0.3,2,0.7697055094944106,0.8306670250894704
-38.7908023496322,-15.591265721622063,0.40193202453235394,-0.1795131885835016,-0.4154652770570519,-0.6510916114277544,-2.2150952480378963,-0.22504646602025752,0.3239309409214449,0.2964393075595647,-0.16948647531173874,0.47058823529411764,0.11891295753802994,37.3923961541296,2.1658199367647333,0.025990921471815642,1234,0.0908022106520204,-0.05874094770079938,0.04821580448943306,"[1.11, -1.16, 0.71, -2.22]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",2,24,12,0.4,1,0.3088406060281827,-0.6254214335771004
-29.146819444370053,-16.364361357539625,0.5614458685199882,0.24246205800508727,-0.08311666147217003,-0.40727282605629445,-1.2220633531653828,-0.31901483762620414,0.2431342263170897,0.16622557656132242,-0.0715425428088877,0.47058823529411764,0.12176026405523223,52.90144261585434,13.162082063472834,0.03330940363632019,2359,0.23759195929533208,0.03806381368678627,0.04545307671453522,"[1.24, -1.22, 0.45, -1.09]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",2,24,12,0.4,2,0.5206372447587345,-0.05337917753417955
-34.77724738447315,-14.853504743631895,0.42710409422062184,0.018343295794176928,-0.4390920687628224,-0.8956840706679853,-0.9397130663512058,-0.7490886585627594,0.28198421096764725,0.16484321860453577,-0.2027432752653809,0.35294117647058826,0.11816081717884154,72.05213868295368,7.84363087168119,0.04743049942079559,2488,0.18659226796991552,0.03714534796226821,0.058615364726826144,"[0.52, -0.57, -0.94, -0.93]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",2,27,6,0.2,1,0.4309156285284733,-0.41581605880430744
-14.70394079925812,-11.15750653871684,0.7588106270993547,1.0003418958863326,0.3585315240934853,-0.282207415813264,-0.6155260350422387,-0.07948784066347778,0.22463054488153011,0.13365850080116748,0.16244490724202457,0.5294117647058824,0.11987472344680801,102.52535110664597,19.232337497518902,0.05885842925948056,4732,0.55116773561966,0.2294498296687106,0.08104011763341262,"[1.64, -0.62, -0.56, 0.4]","['dbl_sharpe', 'tri_sharpe', 'pos_folds', 'turnover', 'gross_edge']",2,27,6,0.2,2,1.2406751419605,0.7252995950476571
-14.706089403187754,-9.025526861821964,0.613727185683065,0.5407192216237032,0.10682388500774495,-0.3261023014587391,-0.8246637479779091,0.015269236995710034,0.1902946534814577,0.15051658369138976,0.029740609304119953,0.47058823529411764,0.11963283306127379,69.19581459997211,16.889598006722373,0.04608853679573167,2358,0.4782175887656377,-0.01554462535931915,0.08201717311789086,"[0.53, -0.5, 1.14, -0.82]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",2,27,6,0.3,1,0.4608438888306224,0.6200507596324314
