ks,kl,mh,dg,sh1,sh2,worst,medf,dd2,turn,edge,tr,L,S,G,h1,h2
2,27,12,0.45,-0.28598541409362616,-0.7566378899417325,-2.0281994665888368,-0.6314262983132768,0.31980458669737855,71.2477882572676,3.048235740367479,2035,0.12549993859449193,-0.039520437531596196,-44.05409428137795,-0.13532303740041063,-0.4245344251732318
2,27,15,0.25,0.21303882349861378,-0.28201100196795753,-1.2839050794330258,-0.08777709633241777,0.2619385171573483,76.8294400297837,10.784317232170604,2291,0.021074410188031627,0.30694179888155865,-29.23652896066422,0.5444553295099982,-0.13245381177755522
2,27,15,0.35,0.051462466783124154,-0.4296828886791866,-1.620759456581377,-0.15955278863117917,0.22915458680356182,72.75944198438296,8.393997585520284,2116,0.08060738991693445,0.16117974120425224,-27.808238259485506,0.2506741621133997,-0.1379152642848617
2,27,15,0.45,-0.7027487355252537,-1.1788230174018195,-1.718501086433019,-1.033906677322031,0.421322046414377,69.76909727369016,-3.430821963229036,1968,0.0406317114270026,-0.13539415871505484,-47.73181025204078,-0.5783950719756286,-0.8247593576588285
2,27,18,0.25,0.4207504534963936,-0.06497775938721592,-1.2651410596589645,0.19298055363873,0.2444224817905647,74.81264111309679,14.05241826169972,2214,0.048223567734115784,0.3679754370454463,-21.02285730219669,0.9351340671218588,-0.10812707579874657
2,27,18,0.35,0.06800416591635201,-0.39327144293926547,-1.3360810823442575,-0.2536055449917016,0.2296784698902009,70.48311799976432,8.681128745260917,2077,0.08712505977096631,0.15510960225376563,-26.98697410062499,0.18221168948290775,-0.042438216844049005
2,27,18,0.45,-0.29908047099666824,-0.7445702057762557,-1.3351136294001245,-0.6932818548569905,0.3110509996044566,67.47625519927614,2.587367635562821,1958,0.17248455326598586,-0.10336767793189278,-39.873609806997194,-0.25908022386124535,-0.3361200012302909
2,27,21,0.25,0.39777974765860663,-0.08072121917082119,-1.0149862074396234,0.1118580243685793,0.26561801975626953,73.6504046524355,13.794124579100556,2180,0.05714574611001687,0.34505628908890545,-22.1469874163345,0.7891124229760954,0.0018532608595996781
2,27,21,0.35,0.23879181133113825,-0.21725083424938224,-1.1042997586537369,-0.02276066139443572,0.2216878654889134,69.22098128789254,11.517935272093618,2033,0.12966474145323348,0.1859718667413319,-21.068590959284613,0.3915116159865006,0.0935051460228094
2,27,21,0.45,-0.16962368422556992,-0.6052856741540452,-1.2846887591949552,-0.4826542390850346,0.2697033900188305,66.13421567766225,4.704373909924512,1915,0.20991126407972358,-0.08674180823104673,-36.02068524052848,-0.0715247876936789,-0.2600078332788726
2,27,24,0.25,0.5569558581087998,0.0848750177762146,-1.0553436063491761,0.43370809361475715,0.22276176482812915,73.07139447608286,16.409256024687956,2186,0.08636254987374847,0.3883287468266277,-9.095095273640963,0.9654278676891173,0.1339228582967367
2,27,24,0.35,0.23018586631944404,-0.22471643416757175,-1.0994059648271444,-0.1278782206020767,0.22187546133249714,69.23823004463141,11.383924563421363,2034,0.09493006533798137,0.2171118602165497,-22.44555616938838,0.29765307986175615,0.1662930488468201
2,27,24,0.45,-0.19082646289101182,-0.6276295066420672,-1.2799944459147063,-0.5922498625222038,0.27808499457758273,66.4852499036887,4.342450388331409,1923,0.1753918932391472,-0.06109480846259016,-37.19281002989715,-0.16687375160882476,-0.2127968909164021
2,30,12,0.25,-0.09232562054794656,-0.5476942938693741,-1.5074798539182703,-0.922322529730692,0.3705738169444195,72.27779416062916,5.954810182655998,2290,0.24253332672558847,-0.07214187822810267,-44.53229804309516,0.3003325662272214,-0.5636135996146988
2,30,12,0.35,-0.21223036050860306,-0.6408766991627114,-1.8390180279783834,-0.5835014870826514,0.32018702080829,67.73486533511343,3.7654614336161925,2112,0.2619357863493796,-0.16096274020591295,-42.223623884367676,0.30658354883325867,-0.8085546580740048
2,30,12,0.45,-0.27116142989604103,-0.7055718597994307,-2.0667656140313544,-0.7996975283642402,0.3762830683481193,67.58908943763373,2.8190877284679297,2019,0.25235340207074675,-0.176920612365466,-47.09955400823514,0.3082157888697538,-0.9235318723450101
2,30,15,0.25,-0.031008239155451145,-0.48558024923879534,-1.3282725801736366,-0.7373697637355675,0.3450508828721478,72.19260930136092,6.951932121977556,2170,0.1724322920467791,0.02625644296166668,-40.64225222871844,0.27312463456640124,-0.40047294745809187
2,30,15,0.35,-0.27200176302834145,-0.6790872247425431,-1.8196495564951802,-0.481708931876802,0.29861434421863353,65.7357781014482,2.437417428065684,1985,0.2944860309808566,-0.23105427959117525,-41.37702212250008,-0.13183549106228304,-0.4327592946233474
2,30,15,0.45,-0.25365878419603505,-0.6569199460217108,-1.5710509010377343,-0.8946617992332824,0.35498925479962085,63.36305666145837,2.777377511937997,1901,0.2462586450067522,-0.17658861188003275,-44.60926760212814,0.2288571094651582,-0.8040563938165082
2,30,18,0.25,-0.11475494184251325,-0.5498079788972763,-1.6130138730962835,-0.8463882855205804,0.38259446320699286,69.72719747467978,5.47025985912537,2114,0.20881862414802954,-0.057815772029222556,-44.64094033942035,0.20233413731763067,-0.5230211760359101
2,30,18,0.35,-0.2747672325735971,-0.6691501751687647,-1.962621392806438,-0.5848218331737691,0.3032142141960539,64.29801313532847,2.2014561177445224,1951,0.296351450509229,-0.24031345802355156,-41.52223864256692,-0.2573422310945236,-0.2976241661384031
2,30,18,0.45,-0.34897284614659374,-0.7443354071673565,-1.7908025065328859,-0.9197582219903722,0.3764334044738582,62.363092948039764,0.8809065840961166,1870,0.24302497396303568,-0.2212763149168025,-45.515768964226645,0.1292827225753896,-0.9193940228122248
2,30,21,0.25,-0.1941445702179948,-0.6286829439519683,-1.4447504083753442,-0.8054475452540499,0.3767569361043124,68.22256362668033,4.126040714473858,2065,0.1604906306620893,-0.04905180501280755,-42.179167783994416,0.06899107797200812,-0.5259375974231306
2,30,21,0.35,-0.2777654464792125,-0.6718931575450114,-1.9818995545987763,-0.5723960491969426,0.2989782122053871,63.27828816028978,2.1591474751593496,1926,0.3248361710046421,-0.27074679002264496,-42.05690953385609,-0.23825672063151873,-0.32516982651598864
2,30,21,0.45,-0.3609721223180068,-0.7568640528918857,-1.674148036908751,-0.9975516715064741,0.3702811067026348,61.56255134550949,0.6746039728423022,1851,0.2515482459617739,-0.2351067819125674,-46.16163051541288,0.08272843593317554,-0.8778602237900364
2,30,24,0.25,-0.08243598343740395,-0.5157635322110307,-1.4576345553782548,-0.5866509819786858,0.33901437089566466,68.38467478644601,6.0353886996683155,2052,0.1375801734619625,0.025814921062941726,-39.81890159888903,0.2620891140380918,-0.5213997918134976
2,30,24,0.35,-0.1079598404544275,-0.5014410571700225,-2.0029555028442863,-0.25153113004547134,0.25499548176653986,62.96587580663019,5.3764346538688255,1905,0.32555231928607953,-0.19153077966181575,-36.19004101700173,0.08969904221973801,-0.33541746171434195
2,30,24,0.45,-0.26623442349746124,-0.6617275233872443,-1.6741480369087542,-0.8131695263892493,0.33844904380617236,61.32842086700475,2.4565637386109738,1832,0.24440840160413127,-0.18476467073958713,-44.308749511350165,0.26127730146732897,-0.8764658180644147
2,33,12,0.25,0.40678514066192445,-0.08872089127948916,-1.7643121414107694,0.3211015881630268,0.22247556754614206,74.03260296241211,13.688169243154357,2275,0.4246420834296249,-0.023458301414890567,-20.050473442905393,1.1437564006812844,-0.39749262937602103
2,33,12,0.35,0.6374602982418678,0.19475364768259718,-1.1936032887379557,0.6059875758703239,0.17021379991005536,70.37839267102596,18.334540768189328,2133,0.5112999978204338,-0.0004606248312878508,-1.6676224528038643,1.0330344089557155,0.25730599038460944
2,33,12,0.45,0.30780701974041264,-0.14425222246441022,-1.549016070460233,0.21381475712024217,0.22986857433029406,69.98369899690027,12.590273463320916,1990,0.3353246399977282,0.013499907278861904,-24.392072199354775,0.8763438677444564,-0.25343133532290757
2,33,15,0.25,0.36406171766088014,-0.11980210522646156,-1.5635010147553317,0.08544336232832331,0.23171315617943866,71.31311047108439,13.156742811161635,2158,0.30791217291589446,0.06353131375636904,-24.279193137422,1.140683672702045,-0.44879922943801737
2,33,15,0.35,0.2597199548125505,-0.17251434860915363,-1.3530064010376075,0.1609704077013032,0.2155019009470116,65.70036975969529,12.05710346059007,2002,0.4456256303202525,-0.13201860433944104,-21.422160676671705,0.6548363862661455,-0.10804084069160391
2,33,15,0.45,-0.05723338035175802,-0.4788714964021791,-1.1745674260004737,-0.3162975398036414,0.24874773127467453,63.77129544631495,6.455489447254146,1819,0.25984922892123813,-0.09687107376408992,-32.222329871164874,0.10336584473671599,-0.20755688702483777
2,33,18,0.25,0.5966747305150816,0.13570743034913912,-1.3781082871133346,0.46671387561306654,0.20643149930641036,68.5918149972895,17.207548404754235,2049,0.3728528111110944,0.09441544406239608,-9.883505998207726,1.3419869291739943,-0.2289594995288697
2,33,18,0.35,0.6668215069310809,0.25569153944099093,-1.18918171303927,0.6429260599073903,0.20474292415489015,63.85525144625496,19.662166574988902,1913,0.4634713344841863,0.03358197879027267,-2.8983514531360264,1.2239282651528283,0.11477058997944015
2,33,18,0.45,0.21868960989194589,-0.18350257495009245,-1.2506451325536212,0.07743829721674364,0.24679755746020504,62.42125755648597,11.509280080427816,1781,0.35765350966371356,-0.07323644150077635,-25.129232700934317,0.6740799908439723,-0.21780019620086144
2,33,21,0.25,0.8132095327351352,0.3847106435784802,-1.5542945910728494,0.9763660341715608,0.20126167641570414,66.01195556908584,21.697122842693215,1993,0.40820373862619974,0.15881802592297994,4.767156364379697,1.3252420889836871,0.2938583898457976
2,33,21,0.35,0.5914181540032662,0.18799139238209198,-1.2744669760259046,0.5736122025879261,0.18441787727901904,62.52153948660368,18.498439209247202,1884,0.4143186653917758,0.043548744699141495,-3.019898592567952,0.9301769606341818,0.2617687788779117
2,33,21,0.45,0.2715305689479054,-0.12072987938418588,-1.0526679507076735,0.13072160691913046,0.19044951595392967,60.844239719825914,12.621144120784354,1730,0.3079285792177204,-0.003914863567878908,-16.41929406138021,0.486342972492199,0.06228294852060824
2,33,24,0.25,0.81400896444157,0.38720972635233136,-1.7807040242679009,0.9907489312247544,0.22790728648258196,65.98253284820868,21.753913215211174,1971,0.3934620358497249,0.17479046656620445,2.064815974705671,1.5423779607984114,0.06078913977185636
2,33,24,0.35,0.6308685395842164,0.22819336044910316,-1.4414445595505412,0.7972682649072225,0.21101396083282986,62.62892037044093,19.242798985553133,1880,0.43011575668991014,0.046993838696536214,-1.506507909008974,1.1882592126707259,0.08123411850848769
2,33,24,0.45,0.4327911332495653,0.040597545060003785,-1.1957837335458452,0.30669516718514145,0.21462679756725445,60.90598596207,15.703068854878289,1728,0.3039390035417499,0.07469489723549348,-15.523321771282474,0.9460943759918083,-0.06858907864265075
2,36,12,0.25,0.47371016867557525,0.04452436675855158,-1.5958386643893272,0.27876059537072523,0.24543856234611106,69.41935937468963,15.762075804649895,2230,0.3307292685544846,0.10245132895197095,-21.753420791226535,1.1326292871918517,-0.2274850708522869
2,36,12,0.35,0.4871156202574573,0.052786773726615104,-1.0616451342516446,0.053197710775104656,0.1925526653853632,67.76575696773725,15.945237304654748,2107,0.40694185935835614,0.02083399126939435,-17.219342723010932,1.186938852054635,-0.2474227818523584
2,36,12,0.45,0.3817566061360423,-0.039404077599782976,-2.227909431146284,0.21552078973282657,0.30907272558331955,65.3803518415808,14.333530526807564,1950,0.4134585821090524,-0.042457298912212144,-30.162895588645508,1.4812223147912182,-0.8190944953913715
2,36,15,0.25,-0.13286465479628984,-0.5504391478155238,-0.971384120850347,-0.5780195247433239,0.276807596030198,65.50058128863364,5.1337299777003205,2075,0.13818515374973833,-0.005062134516072944,-33.50513429565833,-0.18731153299313447,-0.07898692545824508
2,36,15,0.35,0.1326433332220071,-0.2655187453218368,-1.2441220882652149,-0.27594985423511414,0.25732341769643174,61.75651048838397,10.01176831084179,1943,0.31312038053564634,-0.0683445561697863,-30.622098805241638,0.6382151934164435,-0.39518530620855
2,36,15,0.45,-0.10057674431148671,-0.49752822696861654,-1.5286657267442183,-0.3737682868762164,0.31957062896748345,59.93078503354304,5.661112914891153,1789,0.32290132075016986,-0.18858562486906824,-39.310689905092865,0.4981116431538997,-0.7472221393683074
2,36,18,0.25,-0.05018710706603631,-0.44487945869682605,-1.3257597131071663,-0.25359953294792503,0.2418681830378182,61.81951597286154,6.542583909250651,1957,0.24705955178928535,-0.08693796539310253,-32.25065400482494,0.11072390676159503,-0.21936703461857
2,36,18,0.35,-0.011976646716823183,-0.3891309407742132,-1.9740044144393127,-0.06050811784624426,0.27627551014067464,58.63251405847081,7.281270733995315,1866,0.30679656303362124,-0.13778334206521847,-33.80566339042604,0.6610880882599164,-0.7173136061936004
2,36,18,0.45,0.2814462266095404,-0.08400848566404985,-0.983192975193253,-0.11442978935145706,0.22109076328121602,56.59279425986804,13.327314975629175,1730,0.4678991746833481,-0.16930675222211883,-21.77411949640483,0.9167005536911683,-0.39153727052920817
2,36,21,0.25,0.3819987993801816,-0.005246048198796674,-0.9597583995160889,0.05892433459865848,0.1583308126525088,62.113345126040215,14.86484210155824,1943,0.31850686324525035,0.047020759446220806,-12.017811546098978,0.4343357005860963,0.3249467453653054
2,36,21,0.35,0.23508050689662796,-0.12443078302459062,-1.7118111667991194,0.34255462584188534,0.22608943164730666,57.29525104482672,12.392367484543,1816,0.40474975854883233,-0.12365814217450544,-18.58619448872184,0.6726674298988824,-0.2397350454990688
2,36,21,0.45,0.3523654994508386,-0.0015865036703096066,-1.9018810800296502,0.29079696973903324,0.2670145869629619,56.01360622883343,14.953281310970315,1722,0.5053468980881015,-0.1737541528394696,-23.4123232486023,1.2358013068388136,-0.6356467021688746
2,36,24,0.25,0.2947083745711332,-0.08558211853100187,-0.8726663409933425,0.053048187373257866,0.16921310923219823,61.37376592616276,13.261708366204356,1912,0.3010104589097943,0.021213054349116828,-13.116599365296569,0.361779093950117,0.21964522275627532
2,36,24,0.35,0.24167955829009144,-0.114540569130016,-1.9619475689806594,0.23509196836675025,0.2551749167780418,57.390074606934995,12.55325028599477,1808,0.46302985821923626,-0.177817749360839,-23.60070513809872,0.8707234902037144,-0.46571040722200047
2,36,24,0.45,0.2961759323075212,-0.05560943872839061,-2.1651743985993788,0.37731438171080195,0.29403298974083036,55.88107045825876,13.790193658835278,1710,0.49829134261121316,-0.19321392284899988,-23.84229261141472,1.2956216949653807,-0.8329054007599296
3,24,12,0.25,1.2548081112247684,0.8052727942786133,-0.5385615863358963,0.8402153146619447,0.18815212138595505,66.93950275148096,28.566729539315812,2045,0.5913842460664891,0.16565429064964332,17.137234996659465,1.8700379166498484,0.6177754147328958
3,24,12,0.35,1.0147143908172163,0.5936360927210478,-0.23254634220277243,0.31555017998955304,0.14178667810074708,62.135795427465546,25.75879145907677,1868,0.5350137716282253,0.09862585303728588,15.01721921082102,1.502037505479454,0.4886198812521517
3,24,12,0.45,1.3790791036837966,1.0142692808222826,0.18019968625245186,0.9057870135203256,0.10172692156961394,57.84580437458448,35.974877352042306,1760,0.5973252809186672,0.22652096896764481,58.51773891821402,1.8235705257789048,0.8980027573990285
3,24,15,0.25,1.1118259721755612,0.6688430182574872,-0.27463262865584076,0.7885126048310365,0.18715242640283447,65.93723129190734,26.462863441182908,2011,0.5533669179607094,0.13741748859982372,19.778417892930886,1.5274306811824272,0.6690370394372847
3,24,15,0.35,0.41873261266987355,0.018495517779712305,-0.9564380479842277,0.1876840948180186,0.2231355227781301,61.213120832211054,15.380807636539954,1823,0.36654083129694276,0.006192855423436084,-17.40597583960485,0.8916185044033164,-0.10513154929537491
3,24,15,0.45,1.0136534627314957,0.6724055243354733,-0.16648849530770068,0.7971375809332657,0.11921189055105841,55.26792838742919,29.78445912281526,1663,0.4616830773622216,0.1900021654665196,36.24875785883203,1.3647836233849033,0.6098250548855702
3,24,18,0.25,1.0365858184898247,0.6179366604402537,-0.4039633581625174,0.8875130639118727,0.17052235143497774,63.27858581701683,26.181067183598802,1935,0.48921443182045826,0.16665757091295147,22.677145632570543,1.3827152893489438,0.6574852407955442
3,24,18,0.35,0.439875266545134,0.06135870864721084,-0.7955664786060112,0.2814727982399094,0.19493939848216424,58.73250039530205,16.23997256108104,1761,0.3974570635336623,-0.019851169950759966,-9.638446105453594,0.6904230377805682,0.15994303738716378
3,24,18,0.45,1.1654273388202703,0.8284295812605286,0.009899739260370816,0.8752305631436303,0.1195244361746306,54.15356071832299,33.5277004964084,1630,0.5398410088330446,0.17895518481495834,45.24713141323185,1.4647789464014498,0.8283548592398081
3,24,21,0.25,0.9104443824559232,0.4907367647599974,-0.21754937097080604,0.7271262706288174,0.15881263484026675,63.55316246812651,23.86410357423763,1928,0.4914711480560296,0.10895178854014825,23.007536201628533,1.10495445374155,0.6976137866383343
3,24,21,0.35,0.6089807893356873,0.2278359548666857,0.026991778604694396,0.29458808390417995,0.16331366353838228,58.79807382024714,19.529416306369026,1750,0.49435877383055815,-0.039760957643795336,16.238154328965713,0.5098027503960374,0.7248724419061865
3,24,21,0.45,1.16391940256275,0.8350873860370874,0.004539702860364625,0.8766146987917185,0.11773736939985635,53.51154179269455,34.11123586278793,1602,0.5582568050059091,0.16437970730014412,45.663246253562775,1.5171229303597682,0.7612306390763788
3,24,24,0.25,1.0438173873731955,0.6231062037949586,-0.21754937097080923,0.6786491521778819,0.15880915781626226,63.095994800794216,26.243599543270832,1908,0.47357693598406725,0.18196454329977232,23.944024340824463,1.4162630939901517,0.6389616616489613
3,24,24,0.35,0.8060185615854389,0.4185068274405003,0.2704553027825113,0.4063807211822016,0.16331366353838228,59.39595302208465,23.18142125340465,1751,0.4928908333419364,0.05220378808331979,27.910930234604024,0.8611724132894254,0.7476685034997012
3,24,24,0.45,1.2243088066662022,0.8922912707647419,-0.012383134956047143,0.9784988491038484,0.11773736939985635,53.87178085541096,35.23652109640669,1612,0.5699089673010482,0.18159164532233046,48.506012614937056,1.6161623898240827,0.777251929862413
3,27,12,0.25,0.6188961243517195,0.19245305817983746,-1.338813548645346,0.42798696369861444,0.1663618782845373,63.583283222183354,18.489843038740897,1970,0.46401446693605614,0.0014120862234885054,-4.851489849037282,1.1635147360835185,0.05923423854103166
3,27,12,0.35,0.8601432779441166,0.47620681767231776,-0.4068357536941652,0.5058704551032494,0.17689182840379525,58.19168613223633,24.396884085457483,1798,0.5273999674804446,0.03464399465282604,9.23408727198399,0.8182182936892974,0.9034486887581061
3,27,12,0.45,0.21414588187632008,-0.16607899109278595,-1.3307959748848512,-0.22236714954851222,0.21280982404895765,57.72715817625401,11.794071952030356,1685,0.26813085112323853,0.0014064862833454705,-26.559512861395728,0.3359859358626737,0.08493032226219425
3,27,15,0.25,-0.17688687802030056,-0.5719349821750919,-1.5632019334589595,-0.3966272639863066,0.24940927184673067,60.08128063998608,4.239576690387862,1867,0.20569974297013593,-0.10485885541842134,-35.11014900743063,-0.03689608737437357,-0.34313159212956046
3,27,15,0.35,0.7646970148758805,0.3820988763499629,-0.6139367061962521,0.2736793479319096,0.21284851464007326,56.88857012756607,22.624283555593454,1732,0.42652616178321245,0.08300979429003942,-6.574352624341075,0.856917469650063,0.6689688353300856
3,27,15,0.45,0.29096204196050596,-0.07560404263291878,-1.257210408291689,-0.21096996364689014,0.22738314006952487,55.46803038720171,13.523120020792339,1610,0.196741877729934,0.10021584900739693,-26.965334910354503,0.4979938025384328,0.06853634485411653
3,27,18,0.25,0.49561989755890096,0.12599003689312677,-1.9888736029312812,0.6144256360836193,0.21914863611085034,59.03210660078693,17.612322613299153,1812,0.4907473484309024,-0.07914305496136158,-12.75144395717435,1.0966907248484892,-0.21374669362456902
3,27,18,0.35,1.0013042938207162,0.6549984394671292,-0.25718388991565044,0.7738524851876508,0.15501908698231548,55.879400491598375,29.253818624279397,1688,0.5803645393094345,0.06679191237473626,26.467796875387407,1.2482272987589447,0.7172474915241757
3,27,18,0.45,0.89324938596958,0.568886090632266,-0.9412346820207461,0.8989476229400504,0.13633572020653628,52.45477874919169,28.19037722054254,1519,0.46117292906831875,0.1242381394089219,20.092892705075684,1.2494989495757665,0.46930491795123974
3,27,21,0.25,0.3299950009162555,-0.06597776455025163,-1.846722954033891,0.004993901919839339,0.20740787405667005,59.10262963126965,13.895252378115059,1787,0.34818912093146337,-0.023065722333214453,-24.31256460582728,1.0271123504872437,-0.42667379340948774
3,27,21,0.35,0.937492875067456,0.5774299275252017,-0.20565157594447397,0.5874736354498498,0.15111253282258175,55.18112641180975,27.177209056475544,1672,0.51285432940841,0.08085025065535181,22.82303658266113,1.0865473623060702,0.7789222536690106
3,27,21,0.45,0.6798938369126256,0.3386776234434374,-1.0093785207193817,0.4532991135834722,0.15520296873255723,52.0711722475232,22.57802275181187,1515,0.3688982748296404,0.09653587350807068,2.4443308183784778,1.0876956528195696,0.23471307050964824
3,27,24,0.25,0.33695676044354095,-0.06178401950854415,-1.86247488710649,-0.0185591152367805,0.20869025033891142,58.09129827733447,13.968583819316192,1755,0.33285004419953257,-0.011603515586936647,-23.58637183970553,1.075159356924151,-0.43455000124118115
3,27,24,0.35,0.8381848655118592,0.4742234477398487,-0.22439034225312637,0.43870223431635114,0.19247110171274828,54.797315702484354,24.899472774691482,1653,0.4712368986412597,0.06892558651352498,11.209937124681954,0.8893312490155874,0.7851144499246983
3,27,24,0.45,0.6301497809805189,0.2864988751784087,-0.9883945628597319,0.24966053043478487,0.1982409938070432,51.649266487769786,21.357870658173457,1505,0.3512316759921375,0.0854823022065031,-9.30361738791775,0.9997039590281361,0.23518021721983348
3,30,12,0.25,0.8997870206766839,0.4742502945354032,-0.3896864662177133,0.7264508097179071,0.14011425179210435,64.20685581396293,23.4287475126847,1976,0.4199478703964285,0.17558461684558674,21.107900145276716,1.231772637264059,0.5617360707472767
3,30,12,0.35,1.2056052143061722,0.8028219433720475,0.008792923603702924,0.8841578635445503,0.12957794580993998,60.92980091451303,30.06002982883466,1818,0.6402063335480408,0.08488739511505292,41.54695626573185,1.7671707885574768,0.616304068647466
3,30,12,0.45,0.8708759493038207,0.49720134006166405,-0.7065981130656672,0.6165834337556668,0.13026720093191557,55.00248047362603,25.105675792494118,1672,0.5027322807628274,0.0439426697824613,16.65512067127111,1.6585165692524857,0.062249180815048905
3,30,15,0.25,0.6844511115529605,0.3038710320502649,-0.653546428392387,0.45739504950145765,0.17134434300044898,61.34830817644198,20.967171550977707,1868,0.39201157218913296,0.11722246212379486,3.101126267188532,1.1679801110236603,0.14109836698135877
3,30,15,0.35,0.9058414192778221,0.545952731801421,-1.0121293874133506,0.5875480135138553,0.15560156865399677,56.61521093773982,26.460876110780287,1710,0.5997528514674694,-0.0066741447906660395,6.387114473213694,1.5029908207955274,0.2293474972387419
3,30,15,0.45,0.740176958933155,0.414960783828494,-1.1234963590624187,0.5412838775891797,0.17342551607630263,52.12350214356473,24.597297363242813,1588,0.5035214195819376,0.004048600214552681,2.981297254547756,1.4029250578207364,0.0022442022917135707
3,30,18,0.25,0.6139902213148858,0.20570923651926507,-1.137626931514644,0.6189005321411671,0.16380312474015168,61.756511490381826,18.8703399627146,1813,0.30979606091802625,0.151561308926297,3.4822650442573666,1.0968711373765712,0.10397624378286136
3,30,18,0.35,0.8538890425066795,0.48179552644808726,-0.5315090792467548,0.46876543299546913,0.14005126852893857,56.80720454314728,24.843439426504716,1689,0.5623383254538423,-0.0036235943286385547,11.435157667072732,1.2442780002730125,0.45024471863756266
3,30,18,0.45,0.7604094163087343,0.4147399002894214,-0.9490245719927344,0.66230228888786,0.17247137341055185,52.38350433466878,24.13480358860549,1565,0.5392154112949408,-0.03870478794202627,7.877105442673434,1.4626036493610814,0.04303451266418871
