G,G_eff,compliance,sh1,sh2,sh3,worst,median,dd2,dd1,cal2,posq2,vol,turn,edge,costsh,trades,L,S,fund,folds,fails,ks,kl,n,cad,dg,ph
-38.37827315132575,-13.130228708541312,0.3421266156705057,-0.30937874115307623,-0.6167990827994568,-0.9231457743681186,-1.337453003597844,-0.7847485465127988,0.27377848709408326,0.19321389981311965,-0.27262957321573617,0.35294117647058826,0.11492521878509233,47.142183240418994,-0.01562986110790129,0.035547980587941785,1310,-0.025602282099967302,0.025310579840554626,0.05372934163856442,"[-0.25, -1.32, 0.43, -1.34]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'long_pnl']",1,21,1,9,0.3,0
-34.340945969985235,-12.79892513842745,0.3727015892227896,-0.14750522894485715,-0.4197078716317569,-0.6904052433362433,-1.2450467251926076,-0.27492398540897667,0.29572818875149276,0.27614040179917043,-0.20822034192236857,0.4117647058823529,0.130582838758883,47.53462519266949,3.193560037455122,0.03495592103745781,1344,0.08358151837939386,-0.02348350146200042,0.06147608715305567,"[-0.57, -1.25, 0.02, 0.02]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",1,21,1,9,0.3,1
-45.05978395143012,-15.396869264546389,0.34169869258899804,-0.3561857911749349,-0.655910138255956,-0.9533476123858162,-1.6450559054059366,-1.197182199271671,0.3357782577929139,0.2546758671071693,-0.24077466608867087,0.29411764705882354,0.1175766295433256,47.28125824190897,-1.5205051696604361,0.035223562156104934,1338,0.03032589326446604,-0.058787008198751406,0.049150472888835395,"[-1.19, 1.59, -1.21, -1.65]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",1,21,1,9,0.3,2
22.63453532799414,20.824926021736715,0.9200509628302677,1.001339719982353,0.7065143044520029,0.41293695306310846,-0.2855182935682207,0.7537426186517777,0.16460701002282996,0.13381731768989813,0.4883882986331122,0.5294117647058824,0.1192504474163631,46.62285937996343,33.023075679680716,0.032745571058535435,1277,0.46115511976008094,0.14836971826938386,0.05002335448670863,"[0.77, 1.53, -0.29, 0.74]","['turnover', 'gross_edge']",1,21,1,9,0.3,3
32.70967135346117,30.344011069165507,0.927677039040463,1.0249925572411516,0.7369646481238495,0.4491948614902029,-0.052580089593846926,0.7103380751552366,0.15487873310611755,0.13687287715831697,0.5357968215991821,0.6470588235294118,0.11733880853757704,44.95997244516195,34.32801621329981,0.031787219312639385,1356,0.3772687357170962,0.23374324458508527,0.05222262955790029,"[1.36, 0.3, 1.12, -0.05]","['turnover', 'gross_edge']",1,21,1,9,0.3,4
31.621356782603012,28.332729683640018,0.8959998104580925,0.9455816131278011,0.6507046589526342,0.35556957261136957,-0.09183719623513349,0.42843668266735874,0.113690994753613,0.10620333878307642,0.6218136902930747,0.7058823529411765,0.11504171476863435,45.2281712391797,31.618308754228988,0.03205294983164143,1326,0.41169490231436234,0.154443541082805,0.054450953101862695,"[1.58, -0.07, 0.92, -0.09]","['pos_folds', 'turnover', 'gross_edge']",1,21,1,9,0.3,5
-24.539449074469076,-12.108445022667492,0.49342774509412923,0.15887037753040217,-0.11283268289321968,-0.3852854837745478,-1.1534651463222332,0.0033060257043473484,0.25268669634141705,0.20198155270001994,-0.0821175520249448,0.5294117647058824,0.1211590464799715,43.802583186650175,12.056375004400715,0.0319244443715656,1337,0.21511930011485136,-0.006049427980253083,0.052880816700272046,"[-0.6, -1.15, 0.61, 0.87]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",1,21,1,9,0.3,6
14.047178085395034,9.63325738783596,0.6857788325366029,0.530611484277574,0.23829579128023812,-0.05484941722377396,-0.2658793730553944,0.31358250711772756,0.12991681730500215,0.12578437974173384,0.15938020627639268,0.5882352941176471,0.11258881674709348,43.91670494961717,21.27748332212318,0.03176004768899498,1359,0.42486323828807926,-0.0549286073154544,0.050545341446496424,"[-0.27, 0.61, 0.22, 0.41]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'turnover', 'gross_edge', 'short_pnl']",1,21,1,9,0.3,7
-46.97044549599285,-15.201124966884315,0.32363169662040264,-0.4949668673178611,-0.7956270564755563,-1.0947024571336204,-2.077382780188917,-0.7309097339140447,0.40069044731124925,0.3489784448946218,-0.226259448349848,0.29411764705882354,0.11145473959261364,44.81969859836914,-4.747403490451,0.034864995213204075,1282,0.11012349087070414,-0.1943599414745704,0.061398929241056985,"[-0.04, -0.1, -2.08, -1.37]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",1,21,1,9,0.3,8
-44.0611815224741,-11.565604062236229,0.26248964877024483,-0.5977983833276255,-0.8703373999459293,-1.1417299761192847,-1.6366511264602075,-0.7751419523517564,0.3473046180805246,0.2818879816263501,-0.2767377829134183,0.29411764705882354,0.10912078590690702,39.69086414967042,-8.781513285137894,0.03659428484007028,1015,-0.12079848707793739,-0.01718747304475038,0.06268832504180058,"[-0.24, -1.64, -0.51, -1.04]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'long_pnl', 'short_pnl']",1,21,1,9,0.45,0
