score,hold,cad,dg,sh1,sh2,worst,med,dd2,turn,edge,tr,L,S,G,h1,h2
single_2_30,9,1,0.2,0.15021782173095996,-0.6025442768974598,-1.5963560376898267,-0.5545676957820054,0.3235926332077247,117.38751387028442,8.977452410510583,33699,0.44350126469978546,-0.026295789638629594,-41.42916112459528,0.6401872718574234,-0.38446009231096195
single_2_30,9,1,0.3,0.17763062355209253,-0.5717055927709404,-1.3592881478101726,-0.6310539998989273,0.30792189338817444,115.2490979922509,9.27898281704574,30976,0.5489555886818414,-0.1255926002084391,-39.759613994857276,0.7136785157209489,-0.3965091980380319
single_2_30,9,1,0.4,0.48552217301524025,-0.23157745439842017,-1.0151355673171567,-0.3392394992519737,0.2618878486320013,111.79024524897359,12.563323091972936,27977,0.632357357376322,-0.07634631050975621,-30.34279723061435,1.074033735487052,-0.15551785762192846
single_2_30,9,3,0.2,0.5755081816567756,0.014540229963809265,-1.2572004940146257,-0.08528902679685607,0.19424910806346152,85.49449868264969,15.224907711334225,7339,0.4568796194650561,0.05842949191311729,-22.234116314973047,0.6163850491076909,0.5322849422594356
single_2_30,9,3,0.3,0.4988498240251072,-0.038580194140124036,-1.1884324617162823,0.04169648612521004,0.1807925386537106,80.67485785878232,14.550934186177814,6560,0.371222483276217,0.09351111143023674,-19.12787292660109,0.3342626987352311,0.6837940434768546
single_2_30,9,3,0.4,0.7207776378530714,0.2303672959244717,-0.5684523583845571,0.126708056637859,0.14408554034942378,75.8956349061886,18.574436042642166,5706,0.486850003785868,0.07124407862910212,-2.734846832145399,0.8502337638727259,0.5792264272879312
single_2_30,12,1,0.2,0.37622454684553064,-0.2885962901925818,-0.8122501374997606,-0.36433109753370396,0.27546123468511097,102.99577971457153,11.728784129548414,39513,0.5703093107702392,-0.09206765046034165,-31.510263703943263,0.830708256529447,-0.09291441463223765
single_2_30,12,1,0.3,0.42035540458564397,-0.25340179558196796,-0.8142122706142487,-0.276409744117632,0.27478963635611586,102.14228007996822,12.191470923308813,36494,0.5892276965317593,-0.09623936738569101,-29.722520026967437,0.7761985892357206,0.060257713195765054
single_2_30,12,1,0.4,0.64058420145349,-0.006564205777698659,-1.097613656876534,0.2132035327518491,0.2541421666601813,99.50105317469962,14.918914968208952,33258,0.6099881829335021,-0.02230955252116254,-23.122723941018045,1.061892894109231,0.20693872113817427
single_2_30,12,3,0.2,0.8744816782452414,0.3540068874481693,-0.7833994934787836,0.3088086597258689,0.13558600653609132,77.24087837384249,20.16606984999327,8643,0.5051218795077108,0.11153481930645835,4.097650221064617,0.8728182899261008,0.8770676197646301
single_2_30,12,3,0.3,0.7188042435326649,0.21628637756985758,-0.7509950192599926,0.24989135396083761,0.14190642840888001,74.15182314103384,18.31237827839251,7775,0.3774909952170921,0.1600871034514279,2.136100397277441,0.6515796613890513,0.7909770092432841
single_2_30,12,3,0.4,0.9287970656927116,0.47187824952486285,-0.01881625057434011,0.24751954426551148,0.12063805642293379,69.248441788269,22.798405586119912,6812,0.4571021188387319,0.1679114756074023,25.852123581939363,1.102092349100124,0.7413463233966425
single_2_30,15,1,0.2,0.2819633430783516,-0.31525583993290257,-1.0212778735959112,-0.3123125755788433,0.2896506765820981,92.61151137693935,11.028254546041506,44380,0.4793517813424403,-0.07501175411968937,-32.70436528356415,0.6915951284006119,-0.1573462936747756
single_2_30,15,1,0.3,0.27864069201457825,-0.31865628097562537,-1.1291394716747412,-0.25683942164430673,0.30334503116982503,91.61871329313888,10.999383662399428,41211,0.4920391432481557,-0.09308082778219673,-33.05987904889787,0.7050409506647992,-0.1714763964737206
single_2_30,15,1,0.4,0.4333720334155031,-0.14355282749707332,-1.375350679228879,0.06955503514202807,0.27359467872106114,89.29410814106004,13.126276705817402,37823,0.47704077944664747,-0.013017956694079298,-28.669874958081152,0.9624711037476418,-0.12876909275051363
single_2_30,15,3,0.2,0.4798147039181095,0.03362738419512833,-0.6640018724879347,-0.19885820024137169,0.17148614892004255,69.0957569702099,15.572951424274196,9788,0.39848689893135725,0.027501027835813034,-12.004963311934663,0.732861450687071,0.20604403996770812
single_2_30,15,3,0.3,0.3526750545861415,-0.08346324572466393,-0.8055073095455031,-0.38193316462143373,0.20479404056262784,66.31491126805555,13.615512146497728,8859,0.23637344405963212,0.12108055276329042,-20.588863408049352,0.6154160857742927,0.07552931795921264
single_2_30,15,3,0.4,0.4095892222933434,0.015137314935262167,-0.8442898595906168,-0.0784394692294037,0.1948076877580287,61.706987920702865,15.302377350103896,7810,0.2881647604151593,0.08566014990396338,-17.41995429393314,0.8808995095887008,-0.11044169396830204
single_2_30,18,1,0.2,0.17938578545634884,-0.3838458718636148,-0.8717786851117322,-0.44084430343042347,0.2936212245338118,86.10883659519561,9.896757432717086,48452,0.4994921783417994,-0.16211505556881342,-33.59796181901515,0.5624320986927123,-0.23694268163321622
single_2_30,18,1,0.3,0.19636359957348107,-0.36439037049774403,-1.1035061386252194,-0.3782929185808279,0.2920146436254484,85.36174239327441,10.140858575826508,45274,0.5126494492573388,-0.16995033653468217,-34.241754727840565,0.6469045726002178,-0.28560286855919126
single_2_30,18,1,0.4,0.1868052332022877,-0.35730875767828213,-1.580996894492365,-0.2117054448237049,0.29605836425756926,83.53910743680484,10.081973778083206,41833,0.5036788832118544,-0.17024450349972162,-36.819573681694806,0.7743776842342993,-0.442583283254023
