score,hold,cad,dg,sh1,sh2,worst,med,dd2,turn,edge,tr,L,S,G,h1,h2
single_2_30,18,3,0.2,0.2721051694416678,-0.13367965756744754,-0.8862621823155733,-0.4148548253897043,0.20529456191187745,63.29457870700518,12.56267306623825,10815,0.397078439608465,-0.08228653596785944,-20.873660745931566,0.5367109161665179,0.007120141392066224
single_2_30,18,3,0.3,-0.029395251622505524,-0.41548176143532933,-1.350211628094578,-0.5834234593181251,0.2993942356509891,60.696844801086776,6.951361282459905,9839,0.25397720647973315,-0.08694086893284213,-36.417089104473796,0.11670701399515139,-0.17865973353248638
single_2_30,18,3,0.4,0.19321616618415705,-0.16890018609825247,-0.6649741770043031,-0.430577526716603,0.21687507194822697,57.42348503395065,11.517498287128461,8731,0.24301580193782532,0.018816175267829166,-18.340409171951123,0.5757184696192952,-0.21376945390763052
single_2_30,24,1,0.2,-0.3301097165798561,-0.8087777526659021,-2.188607936675507,-0.7101704085754484,0.41986046332807425,75.02423369877462,2.30047485276902,54902,0.324187703129482,-0.255860437514422,-48.22065002451585,0.44516520227798284,-1.2162792298340463
single_2_30,24,1,0.3,-0.34843903296809936,-0.819730218630097,-2.211761042216433,-0.6670859237840688,0.4283306471147571,73.99644565619478,1.9244754578303402,51909,0.31094603602833343,-0.25456952190551874,-48.244305845151096,0.39892551489957273,-1.1793889475819523
single_2_30,24,1,0.4,-0.2991617548044997,-0.7568589767568833,-2.3824685700097574,-0.6389808374597031,0.41747575065851494,72.51796740566631,2.5588111764864854,48535,0.3403451508964406,-0.266883811159893,-47.87219110486113,0.5387847790002304,-1.233090240102845
single_2_30,24,3,0.2,-0.1405609879618525,-0.5053897769480468,-1.2622810558890405,-0.7124328508057942,0.3160985340035932,57.5769514905082,4.621468309938607,12543,0.25170959865065856,-0.14636709675309978,-37.43977333263445,0.466423592076622,-0.8190364728699798
single_2_30,24,3,0.3,-0.3951103159578198,-0.7480527986564366,-1.3777174192674901,-0.9943276807284169,0.38066079061565017,55.489231362837316,-0.8625648319788197,11545,0.09521549226836294,-0.11416401857430489,-45.06856521956307,-0.022094264155923807,-0.8043197098225029
single_2_30,24,3,0.4,-0.2432492030600176,-0.5690322364979543,-1.5827839168437663,-0.503914917441526,0.3500614032174886,51.78885885597129,1.9133625830082923,10364,0.0481053225746145,-0.008876199405785504,-41.816853971160455,0.3386593073858685,-0.8930138135103083
blend_kl,9,1,0.2,0.14575367213798646,-0.6224448834795785,-1.046579057710498,-0.8195783794185101,0.3360456622864695,119.51709027938192,8.903771189345164,33778,0.4203740547752864,0.0009138444623500233,-39.854182745044135,0.4442222726373218,-0.1756417662954772
blend_kl,9,1,0.3,0.18159458309666715,-0.5742910465813607,-1.1781148382148545,-0.48560271794753207,0.32257848941700895,115.48427772683132,9.304520463709464,30966,0.4799351999440754,-0.054540729361888265,-38.0649363454208,0.3956867684201748,-0.04892922054461817
blend_kl,9,1,0.4,0.42914540607198337,-0.2966563802273912,-1.4884238243945198,-0.26153800539943717,0.29678067078299397,112.35364609865749,11.92134013857166,28033,0.5956069816491735,-0.06534897761522647,-36.05113656354358,1.0249245629862396,-0.2208767569461751
blend_kl,9,3,0.2,0.5593674073946321,0.004534944708009983,-1.180773315557245,-0.11527251059295684,0.20117672424235322,86.7488437259621,15.062482653434781,7396,0.44221406797006724,0.07507730690149798,-22.056298623562885,0.6160664834961376,0.4975266507139713
blend_kl,9,3,0.3,0.6250433106779543,0.09131507130851747,-0.9322583555738045,0.10148288217993162,0.15850036667101686,81.61942189332768,16.348364336767887,6583,0.41627565927809684,0.11197835348052444,-11.214922641503943,0.5784109148467383,0.6797384066106509
blend_kl,9,3,0.4,0.7062601306986752,0.22586099688013464,-0.6452089252597176,0.07792828899326837,0.1408805879948566,75.52209629845039,18.551152758098617,5714,0.4172213302273321,0.13742982335873338,-4.459713750864376,1.0385363150657285,0.34016455171018656
blend_kl,12,1,0.2,0.34920500755975437,-0.3300347160483359,-1.2295893785254246,-0.15724533342972313,0.29078548862469944,104.7042114988865,11.344450092115638,39585,0.45157025575758986,0.018673007003250794,-33.04848993313922,0.729368770953078,-0.04118031830520252
blend_kl,12,1,0.3,0.3758780375300866,-0.2931175140800667,-1.1370518113285846,-0.22556974935001972,0.2568148473911209,101.53575815685001,11.724247131658162,36517,0.4716833496625612,-0.00040340053281787136,-32.048798001239454,0.6688010828365631,0.076270739941214
blend_kl,12,1,0.4,0.4980671421445971,-0.1590619461511844,-1.55764400856306,0.13959982395994,0.2776827982236716,100.2725989044677,13.185631458590116,33362,0.48065169017678355,0.04277779952836541,-30.057109122433832,1.0125217443112708,-0.04012918056150392
blend_kl,12,3,0.2,0.8759995091711112,0.3565315403175695,-0.5148826484817725,0.22769790347556168,0.11787139758402121,78.69906113261662,20.196035513458302,8707,0.4725175964686484,0.15671419898947986,8.914981832925893,0.9525440894236703,0.7946856866324438
blend_kl,12,3,0.3,0.752136189974811,0.252260146819324,-0.7450116484839636,0.23234562612489373,0.13025832797525205,74.5624302866944,18.90067002265624,7809,0.36881243518489004,0.18910795999393007,0.03204212978642207,0.7350735529564182,0.7714903367554976
blend_kl,12,3,0.4,0.8377741349876751,0.38335062238474743,-0.08531312691215491,0.19338160362066067,0.10354743091012375,69.15403747433159,21.422734262541685,6829,0.39211105448843653,0.1943881457175875,21.947387607122458,1.0195353797127669,0.6406598269634698
blend_kl,15,1,0.2,0.2903464521999467,-0.318158779406377,-1.4945805325619121,-0.041898411084454884,0.30830874741359127,94.78768788686331,11.0577590376562,44407,0.4573107859693467,-0.04236244325624405,-34.73614991188753,0.6548522654051532,-0.08877911756000889
blend_kl,15,1,0.3,0.34500208497061835,-0.24884178604560078,-1.290785450145656,-0.06926836169646143,0.2807839279539812,91.59070873933234,11.850401399393046,41244,0.47347216849006035,-0.043777996419348555,-31.67211251169062,0.7054634472472547,-0.028774429363555357
blend_kl,15,1,0.4,0.32777531077642075,-0.25346747960638616,-1.7112832156637117,0.06508958783415901,0.2946889297610956,89.9985574109601,11.717251042620653,37929,0.41235920103082807,0.005121366914570394,-32.875541667880796,0.8989747213024076,-0.2730172957780129
blend_kl,15,3,0.2,0.40966089109856496,-0.04295345719962469,-0.4550710104209448,-0.4061341684909862,0.19786933627938985,70.70295014887358,14.309077303460853,9856,0.38555372695378304,0.014966218261283637,-15.309042957807891,0.7305417782589988,0.05660830941138677
blend_kl,15,3,0.3,0.3039261539505078,-0.13383816013747826,-0.8994577327898166,-0.4300331368191755,0.2341394963488196,66.9339626818093,12.78954307491454,8902,0.21983858518025212,0.11906530095712572,-25.27532833479388,0.5495930814676168,0.03755972037499052
blend_kl,15,3,0.4,0.23696400414652793,-0.14991266961902558,-0.8543374561158453,-0.20205829515198376,0.2475504825478475,61.98080123576093,12.12018638782935,7838,0.2581968580993578,0.03920348646973702,-23.952252788457187,0.6920966880054591,-0.28456931477283626
blend_kl,18,1,0.2,0.16031522598697034,-0.40263943613680037,-1.3297713801355813,-0.2610763863601676,0.3149003509202981,87.23308231481178,9.621231484682903,48467,0.4580861946826316,-0.12581945911666534,-36.100317679697824,0.40307253905570206,-0.10070118009787443
blend_kl,18,1,0.3,0.22400866775109024,-0.3308979238131806,-1.1689675902158239,-0.1808651094639015,0.28469341790245295,84.99526807544308,10.533258049819716,45322,0.509566937031655,-0.15513532129535496,-33.1071707373467,0.4940872624443514,-0.058964480301951394
blend_kl,18,1,0.4,0.06394684278655961,-0.4806637761763335,-1.7679012260592646,-0.18139622399871344,0.3295060907813565,83.61901400719347,8.383778484982818,41938,0.4453699279060863,-0.1678336115027482,-39.59165271442726,0.5321541414790187,-0.43436128083950853
blend_kl,18,3,0.2,0.09504750904751619,-0.3090016454948485,-1.1599592250440673,-0.4207884734310117,0.2991211722588991,64.44592064236438,9.267137940671697,10893,0.38796701495802,-0.1515296871600177,-34.533873302315534,0.19858837817303637,-0.011179236781902026
blend_kl,18,3,0.3,-0.033348600363430105,-0.4200344873903587,-1.5326328439450265,-0.4139270557106974,0.3319585616613536,60.804697966159914,6.90677745944478,9883,0.24946688827410743,-0.08320696291581291,-36.47236740710745,-0.045665884381667264,-0.020664619276469634
blend_kl,18,3,0.4,0.026165423138852787,-0.3204297268094302,-0.8105548364708991,-0.30857387516565005,0.29991151214976774,56.9433945191713,8.058553845593828,8759,0.25404086072445814,-0.07237411038833444,-30.225289011308824,0.28011499113904703,-0.2524940424283828
blend_kl,24,1,0.2,-0.16497265239766185,-0.6466436845020066,-2.3102138553079277,-0.4119597229691962,0.3694952710482057,75.95867078492205,4.896118997717698,54846,0.35477255936768004,-0.2075398501626849,-45.38769017372711,0.5432412172385125,-0.9757192388173435
blend_kl,24,1,0.3,-0.2291307963779155,-0.7052826673097411,-2.249648359443028,-0.4795323845945655,0.37704671008606616,74.4173919319397,3.8709422713372406,51918,0.41947583116429993,-0.30543349043014556,-45.97072633291039,0.41317571061308983,-0.9422486097411235
blend_kl,24,1,0.4,-0.23062434694954245,-0.6969503985976303,-2.4658993256976274,-0.5546963384562786,0.3936296504469968,73.37967357307735,3.7649644741043686,48535,0.3866816030680944,-0.2773082212436571,-47.02306531172627,0.5539486395221844,-1.1022122612187737
blend_kl,24,3,0.2,-0.16278708341918446,-0.5308018071954861,-1.527576424246364,-0.6854867115341194,0.3612656216730148,58.3177376769503,4.195358945713224,12636,0.28960901571427067,-0.19274894657728303,-41.481592592638755,0.4577789140334976,-0.8657263922637628
blend_kl,24,3,0.3,-0.4300714267873519,-0.7842400773308382,-1.688648463546103,-0.9493510051580127,0.40689798457674353,55.623593565767024,-1.5529723990230149,11601,0.09204560643316043,-0.1262433745176396,-46.91967182084238,0.03912521826921362,-0.9389152993698211
blend_kl,24,3,0.4,-0.23524320485368155,-0.5569593217787421,-1.5720594129276644,-0.4819712710879649,0.3650081947925906,51.89846027419777,2.0370115668946758,10406,0.13557884472334486,-0.09372619573422028,-41.43224866252166,0.31606564956031596,-0.8417694887170438
