G,G_eff,compliance,sh1,sh2,sh3,worst,median,dd2,dd1,cal2,posq2,vol,turn,edge,costsh,trades,L,S,fund,folds,fails,score,n,hold,dg
-46.95790427408431,-18.593951692484236,0.395970646048318,-0.1895077739356573,-1.0811553299342322,-1.9687898859537807,-2.118812833854572,-0.8202873501518351,0.4092043768253367,0.2545984955380589,-0.2976458856427066,0.4117647058823529,0.11392496496764828,135.69929694877268,5.90473594512535,0.08112467913071496,29123,0.22958345926744206,0.08763106298715885,0.11956736585354295,"[-0.54, -0.95, -0.69, -2.12]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",blend,1,6,0.0
-41.18521902575003,-20.034242007533372,0.48644252674745914,0.0923758247959927,-0.7650965150305553,-1.618592100407712,-1.5486667393328724,-0.6257074240669298,0.31973482343275195,0.21218818415949314,-0.2760627240494883,0.35294117647058826,0.11237152384343484,128.61443947955647,8.331322668879096,0.08108667692089284,22102,0.3578572276792229,0.06635058904320017,0.11856923442180956,"[-0.49, -0.76, -0.23, -1.55]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",blend,1,6,0.35
-41.046891942819585,-13.071676191116955,0.31845714918748214,-0.18695518479502204,-0.917811656936467,-1.6447842261035777,-1.0900261722904399,-0.9525081467691138,0.3922166683958116,0.20936970983679082,-0.26831194880965675,0.4117647058823529,0.1139084067726561,111.20634435754606,5.5977175774907195,0.07767319428079139,15368,0.3990467240800341,-0.1526042668640199,0.10508911893512143,"[-1.09, -0.67, -0.84, -1.06]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend,1,6,0.6
-38.69595812961559,-15.756713027327855,0.4071927350797034,0.0708431617128323,-0.6769062400982062,-1.42248176024924,-1.068472953615576,-0.6415842113203187,0.3336900597149003,0.2097608358662616,-0.240180844977033,0.29411764705882354,0.11372644299608883,113.49767568141156,8.19806415580414,0.06687849405592222,36336,0.38356144486202737,-0.01520076741438442,0.11478975499015853,"[-0.73, -0.56, -0.3, -1.07]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend,1,9,0.0
-35.14666282375014,-17.361935115570063,0.49398530957647113,0.15554493434822786,-0.5801390811798847,-1.3130652971198784,-0.7177325719672635,-0.6805666505513295,0.3473851994213323,0.17466818940191386,-0.19996044426357398,0.29411764705882354,0.11295039156837218,110.89782281556745,9.095114262353585,0.06759548494803044,28378,0.32654355735955815,0.07276274252627256,0.12001904781152789,"[-0.69, -0.72, -0.67, -0.27]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge']",blend,1,9,0.35
-36.59711592584689,-11.837661696240408,0.3234588681858398,0.01097729895439,-0.6457400858425302,-1.2990509349270516,-0.9321531803935722,-0.637092432155481,0.35578450984863175,0.17285697452852422,-0.2150708247646126,0.4117647058823529,0.11316109224839327,99.2497320930737,7.649746508917179,0.06492317986521219,20181,0.3274070660098238,-0.026833094407772623,0.10866568640568025,"[-0.88, -0.93, -0.39, -0.37]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend,1,9,0.6
-40.81319369562958,-13.037132849171329,0.31943427280887826,-0.10519347411906267,-0.6834597047632283,-1.2613131312621837,-1.0452368808367143,-0.7646754164778784,0.39741305177317465,0.26548289936828584,-0.20765522385535282,0.29411764705882354,0.11613466865800111,89.5549611696129,6.105821860616688,0.05276886677738881,47145,0.4235363155435735,-0.20706081026298023,0.10922810631070638,"[-1.0, -0.53, -1.05, -0.2]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend,1,15,0.0
-41.407436441266995,-13.292658823521602,0.32102105239903306,-0.044105113384843075,-0.6247045160096962,-1.204162414556579,-1.3021744183691404,-0.6361151468065733,0.36732041362922485,0.22771232387749485,-0.20620760769116336,0.29411764705882354,0.11536325136333113,89.35912349240782,6.930947247497179,0.053527510274075533,38566,0.2635271539015467,-0.018335052228332746,0.11883390375979885,"[-0.26, -1.01, -1.3, -0.08]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend,1,15,0.35
-32.43964777693081,-14.27477014064604,0.4400408487418111,0.12415223794947,-0.3954716052605026,-0.9135693691517953,-0.8035142545766931,-0.4479717796263345,0.30736964688542434,0.182933442262453,-0.16825908453237134,0.35294117647058826,0.11688593011188095,81.04191705581961,9.28029611493494,0.05026334076271978,28540,0.3397315179607723,-0.04198511586214141,0.10989076471488157,"[-0.2, -0.8, -0.7, 0.06]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend,1,15,0.6
-40.99841897114718,-12.89353145652208,0.3144885041931973,-0.25812054164858367,-0.7488314406384958,-1.2392720944770719,-0.9289720247449197,-0.8839478658530269,0.40761569135862497,0.2991674974949857,-0.2184817828070604,0.23529411764705882,0.11561761947173275,75.65929520738258,3.5340221804626037,0.04505668219670935,54796,0.41387029243710977,-0.3080164700745265,0.1116331698267568,"[-0.84, -0.93, -0.93, -0.36]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend,1,21,0.0
-48.87731883248547,-15.076866540049409,0.308463452991796,-0.47141553483573073,-0.9682900578080722,-1.4640118695155646,-1.7379916098510404,-1.0249895651026169,0.451190926300968,0.35406986893729864,-0.24623769253719296,0.17647058823529413,0.11472361105048341,76.12630323943736,0.4009955557339137,0.045681701717000506,46345,0.1908166737131545,-0.17873160058982324,0.11957404599760758,"[-0.87, -1.18, -1.74, -0.28]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend,1,21,0.35
-47.41885392275341,-14.590416591616433,0.3076923076923077,-0.5446318940059429,-0.9774197320319797,-1.408855692410568,-1.611107868480747,-1.0380205108734113,0.4459358149664937,0.34731936052503676,-0.2614426282230943,0.29411764705882354,0.11939718570724935,69.04662518151434,-1.974771405497234,0.04300302248464772,35499,0.2679220318049035,-0.32190220441416656,0.11755968569717384,"[-0.75, -1.61, -1.33, -0.44]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend,1,21,0.6
-38.92242091557244,-12.118661212120521,0.31135425102172865,-0.3163783179723618,-0.7423773509517968,-1.1684006794795843,-1.0686289042441581,-0.6871364298545171,0.34644710612818785,0.23949547415066397,-0.2544539612249835,0.35294117647058826,0.11536750708404543,65.50892529583493,1.9042105312988644,0.03892293819890143,62344,0.3706083950162451,-0.3212239224232951,0.1130499100315285,"[-0.77, -0.61, -0.5, -1.07]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend,1,30,0.0
-48.44458421106732,-14.906025911097638,0.3076923076923077,-0.7148583437398154,-1.134291550510446,-1.5534920200315108,-1.6272069475637696,-1.0514184161971145,0.4605356245584423,0.36945410959557345,-0.28198512355290734,0.23529411764705882,0.11663257716034808,65.22016141987162,-5.3176148509407275,0.039363752649698706,54766,0.2049400639204706,-0.34224107350362204,0.12223841144997799,"[-0.92, -1.63, -1.09, -1.01]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend,1,30,0.35
-49.4040783716642,-15.201254883588986,0.3076923076923077,-0.6831292193017725,-1.0496930755612321,-1.416035860625969,-1.9866847774833702,-0.8628255472075417,0.46810310463264326,0.38876176074521096,-0.2693477641005958,0.23529411764705882,0.1213920862805249,59.29099453788367,-6.614493904518855,0.036456723481144246,43607,0.27429542189128303,-0.42955569236732005,0.1214987335744512,"[-0.78, -1.99, -0.94, -0.65]","['net_sharpe', 'dbl_sharpe', 'tri_sharpe', 'ret_1x', 'ret_2x', 'pos_folds', 'turnover', 'gross_edge', 'short_pnl']",blend,1,30,0.6
