events,sharpe,win,net,top2,y22,y23,y24,cfg
386,0.5065545521957237,0.5025906735751295,103.99792113680792,0.034018895979227075,2.9705474632489177,-0.7454312739441626,1.4969626968918182,rev_ext|novol|k1.5|N3
485,0.4262916468427853,0.5381443298969072,84.43333143608449,0.027891155886807736,0.08155976851254243,1.995083806726044,0.13444671923919196,pricez|natr>=q40|k1.5|N2
324,0.3102001047704063,0.5216049382716049,55.396879852743595,0.03805810199875318,-1.2071127384508065,,0.15465043517363952,pricez|natr>=q60|k1.5|N2
242,0.26715619290743253,0.48760330578512395,61.474789517850446,0.03112146096729489,1.4572355646008042,-2.259156488635476,-1.4339862781770338,rev_ext|natr>=q60|k1.0|N6
293,0.25561189479123686,0.5392491467576792,57.27185162103999,0.044819202015912954,-0.7709459752818816,,-0.5625944070619,pricez|natr>=q60|k1.5|N3
270,0.24178756632627885,0.5074074074074074,45.93739676411192,0.04318722487559787,2.7506867400300363,-0.29325031047674466,0.3006825414053674,rev_ext|natr>=q40|k1.5|N3
299,0.17119363331819282,0.5117056856187291,49.43070424582983,0.04064104518874741,0.09305232183832877,,0.22745092500761274,pricez|natr>=q60|k1.0|N6
134,0.17029296687398632,0.5223880597014925,28.104311105473297,0.07852731682222215,-0.9042076434933788,,1.2336844612196824,pricez|natr>=q60|k2.0|N3
381,0.15359800736944262,0.5196850393700787,43.48136308393746,0.04375293053139563,-1.4833533891459745,2.4140449071509162,-0.590629918625089,pricez|natr>=q60|k1.0|N4
435,0.13721834089393736,0.5402298850574713,33.14281613192198,0.03406998248864886,-0.08637349276332078,2.0797608475966944,-0.9636441235496174,pricez|natr>=q40|k1.5|N3
443,0.05164041290047057,0.54627539503386,14.33473968440282,0.04183762374464954,-0.5189987273865581,1.3948394974194644,0.10583669644584348,pricez|natr>=q60|k1.0|N3
500,0.03939277157802664,0.468,11.409438497024006,0.022599544356847422,0.486194118500629,-1.0217925940684773,-1.2777091040188988,rev_ext|novol|k1.0|N6
206,0.03582079530527025,0.49029126213592233,5.591717466697857,0.06452815674808247,2.0218725198218146,-1.8021530005677573,0.32651324921936353,rev_ext|novol|k2.0|N3
225,0.02928332248869999,0.5244444444444445,4.525229736430592,0.051003005102050955,-0.5061241630227169,1.3851711293084457,0.5638616857481028,pricez|natr>=q40|k2.0|N2
139,0.01686521228202969,0.5251798561151079,2.38045954509738,0.06975825857037467,-1.259158791460076,,0.891096487328908,pricez|natr>=q60|k2.0|N2
129,-0.0014742491225916876,0.5271317829457365,-0.25826131689197507,0.10970283722092461,-1.3832965762281266,,0.15006535416200253,pricez|natr>=q60|k2.0|N4
546,-0.0039018904529097664,0.5146520146520146,-1.1995644952425888,0.03349375537158008,-1.1999547647840105,0.8451514268931895,-1.4074399299415294,pricez|natr>=q40|k1.0|N4
125,-0.004280935487710895,0.504,-0.7572393321464741,0.08066142793108899,-1.0972519211748826,,0.47996020432692893,pricez|natr>=q60|k2.0|N6
231,-0.04308079505713496,0.5064935064935064,-10.069871078671714,0.044957359136225984,-1.5627635110360598,,-0.08641768736046328,pricez|natr>=q60|k1.5|N6
344,-0.04422722798265198,0.4738372093023256,-11.622789864550375,0.029273353547498597,0.5489713397468767,-2.4851807378946686,-0.8818712418098147,rev_ext|natr>=q40|k1.0|N6
195,-0.044617155571326984,0.48717948717948717,-7.661030457471407,0.054726345615806506,2.611800534145085,,-0.6504004455978505,rev_ext|natr>=q60|k1.5|N3
140,-0.05251812512659693,0.4785714285714286,-7.866026479385184,0.07801183228985262,1.0434763631843713,-1.090252605674219,-0.04280634695356716,rev_ext|natr>=q40|k2.0|N4
708,-0.06667333018274355,0.501412429378531,-17.687326647925754,0.02478581321826794,0.17571909707316383,0.6984699824323086,-2.2915937712207586,pricez|novol|k1.5|N3
103,-0.07663583878833193,0.4563106796116505,-10.8003294443031,0.09798258278630181,1.1596369396479111,,-0.23997270169662185,rev_ext|natr>=q60|k2.0|N4
194,-0.08500905547647822,0.4742268041237113,-14.13487425353504,0.061323866115051265,1.311428196841576,-2.4150637721418633,-0.11463268350749847,rev_ext|novol|k2.0|N4
354,-0.08784587296501502,0.4745762711864407,-19.719623857989376,0.03346414361351576,1.2416675639581927,-1.2553200343438577,1.4697993254040205,rev_ext|novol|k1.5|N4
408,-0.09745255894019264,0.5220588235294118,-16.843620655363633,0.03551589117594987,-0.13451046064465472,1.0305061721969868,-0.8776368839754694,pricez|novol|k2.0|N2
149,-0.11153629439825102,0.4966442953020134,-16.164075658848297,0.0798461853705411,1.5589389496688963,-0.24934177308634542,-0.0057871024024310725,rev_ext|natr>=q40|k2.0|N3
438,-0.11928995415655017,0.5068493150684932,-37.65918358495356,0.031619974483474,-0.2756112764053813,1.9762497991818935,0.8828565369723007,pricez|natr>=q40|k1.0|N6
694,-0.12011367717401455,0.4697406340057637,-31.81249532132584,0.020156297600453843,0.7593823584521282,-0.19006043679573925,-0.021118050426974476,rev_ext|novol|k1.0|N3
217,-0.12541574265169866,0.511520737327189,-23.423761566486164,0.05490177757185869,-0.4748653995236312,1.0852531097164717,0.2324568007931657,pricez|natr>=q40|k2.0|N3
649,-0.16162459455341793,0.5285053929121726,-48.86395888173216,0.0313509388054571,-0.011716092195331079,1.9273371459944977,-0.5059622015717333,pricez|natr>=q40|k1.0|N3
798,-0.16585312146735423,0.5050125313283208,-36.969255413191746,0.019923676606880207,0.11431422769513022,-0.4072101929187406,-1.9372897464925511,pricez|novol|k1.5|N2
244,-0.2125015048789456,0.48770491803278687,-42.53778020370063,0.044379554175525276,1.14838119636538,-1.9072181782297506,0.8964637714070726,rev_ext|natr>=q40|k1.5|N4
209,-0.25584983055567917,0.5167464114832536,-50.58301337366258,0.07538492759494822,-0.6558405262197643,0.004856286840074919,-0.38060629234992294,pricez|natr>=q40|k2.0|N4
196,-0.2619125377169019,0.49489795918367346,-53.63126150937478,0.05605111960440356,-0.5178398733928815,0.30692643629967387,-0.7375332934088992,pricez|natr>=q40|k2.0|N6
179,-0.27678465811523795,0.4692737430167598,-48.54219428342991,0.05668471834873791,0.7519061595480504,-1.630426399309342,0.008494545309930265,rev_ext|novol|k2.0|N6
265,-0.2817408051333966,0.5169811320754717,-66.16633043358691,0.054310708432260255,-2.2246343049342894,,-0.2772870838427226,pricez|natr>=q60|k1.5|N4
474,-0.30103744972118324,0.4810126582278481,-74.59616157281897,0.02527161149916316,0.43781162182495265,-0.34899860213889145,-0.6553760521079554,rev_ext|natr>=q40|k1.0|N3
