symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,slippage_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time,confidence
BTCUSDT,1,47186.830000,45201.348967,1.0000,1641023999999,1641427199999,stop_loss,-4.2077,0.1000,0.0400,-4.3477,-4.3477,45201.348967,51157.792066,1641628799999,0.400000
BTCUSDT,1,41851.220000,39970.471887,1.0000,1641772799999,1641830399999,stop_loss,-4.4939,0.1000,0.0400,-4.6339,-4.6339,39970.471887,45612.716227,1642377599999,0.150000
BTCUSDT,-1,42700.680000,42337.580000,1.0000,1641945599999,1642550400000,timeout,0.8503,0.1000,0.0400,0.7103,0.7103,44657.243782,38787.552436,1642550399999,0.450000
BTCUSDT,1,41657.890000,40221.091594,1.0000,1642636799999,1642751999999,stop_loss,-3.4490,0.1000,0.0400,-3.5890,-3.5890,40221.091594,44531.486811,1643241599999,0.850000
BTCUSDT,1,36035.000000,38420.650000,1.0000,1643097599999,1643702400000,timeout,6.6204,0.1000,0.0400,6.4804,6.4804,33463.703195,41177.593610,1643702399999,0.800000
BTCUSDT,1,38268.320000,36692.785003,0.3300,1643788799999,1643846399999,stop_loss,-4.1171,0.1000,0.0400,-4.2571,-1.4048,36692.785003,41419.389995,1644393599999,0.200000
BTCUSDT,1,37289.860000,40310.108097,0.3300,1643932799999,1644019199999,take_profit,8.0994,0.1000,0.0400,7.9594,2.6266,35779.735952,40310.108097,1644537599999,0.150000
BTCUSDT,1,42712.800000,42290.410000,0.3300,1644220799999,1644825600000,timeout,-0.9889,0.1000,0.0400,-1.1289,-0.3725,41024.345162,46089.709677,1644825599999,0.650000
BTCUSDT,1,43665.700000,42003.630260,0.3300,1644911999999,1645113599999,stop_loss,-3.8064,0.1000,0.0400,-3.9464,-1.3023,42003.630260,46989.839480,1645516799999,0.350000
BTCUSDT,1,39805.100000,38044.733982,0.3300,1645199999999,1645372799999,stop_loss,-4.4225,0.1000,0.0400,-4.5625,-1.5056,38044.733982,43325.832037,1645804799999,0.250000
BTCUSDT,1,36748.600000,34893.451187,0.3300,1645516799999,1645689599999,stop_loss,-5.0482,0.1000,0.0400,-5.1882,-1.7121,34893.451187,40458.897627,1646121599999,0.600000
BTCUSDT,1,38462.500000,43289.978086,0.3300,1645775999999,1646092799999,take_profit,12.5511,0.1000,0.0400,12.4111,4.0957,36048.760957,43289.978086,1646380799999,0.250000
BTCUSDT,-1,41427.600000,39111.600000,0.3300,1646380799999,1646985600000,timeout,5.5905,0.1000,0.0400,5.4505,1.7987,43678.711662,36925.376676,1646985599999,0.900000
BTCUSDT,-1,39092.800000,41084.410131,0.3300,1647071999999,1647417599999,stop_loss,-5.0946,0.1000,0.0400,-5.2346,-1.7274,41084.410131,35109.579739,1647676799999,0.200000
BTCUSDT,-1,40720.600000,42815.027630,0.3300,1647503999999,1647935999999,stop_loss,-5.1434,0.1000,0.0400,-5.2834,-1.7435,42815.027630,36531.744741,1648108799999,0.500000
BTCUSDT,-1,42094.100000,43598.828307,0.3300,1648022399999,1648137599999,stop_loss,-3.5747,0.1000,0.0400,-3.7147,-1.2258,43598.828307,39084.643387,1648627199999,0.850000
