symbol,funding_sign_persist_9,funding_momentum_3,funding_accel_3,funding_price_divergence_6
BCHUSDT,-0.001111943721483562,0.017194186982629103,0.01485124823607308,0.0019857798868490404
LDOUSDT,-0.08508171671626806,-0.023983560294700782,-0.0009544846128883627,-0.03014433159188725
TRXUSDT,-0.012382983786779232,0.0007445850465243823,-0.00910012692062677,-0.03238831371685591
