symbol,feature,winner_mean,loser_mean,gap,n_trades
BCHUSDT,funding_sign_persist_9,-0.0027100271002710105,0.1798941798941799,-0.18260420699445093,83
BCHUSDT,funding_momentum_3,-2.5465853658536564e-06,-2.5751666666666666e-05,2.320508130081301e-05,83
BCHUSDT,funding_accel_3,-3.385195121951219e-05,-5.440880952380952e-05,2.055685830429733e-05,83
BCHUSDT,funding_price_divergence_6,0.02991499190638597,0.1700699473848398,-0.14015495547845383,83
TRXUSDT,funding_sign_persist_9,0.2263374485596708,0.4444444444444444,-0.2181069958847736,79
TRXUSDT,funding_momentum_3,-3.8520000000000004e-05,-5.192403846153846e-05,1.3404038461538454e-05,79
TRXUSDT,funding_accel_3,-2.9525925925925924e-05,-5.656096153846155e-05,2.7035035612535627e-05,79
TRXUSDT,funding_price_divergence_6,-0.07383831183922458,0.4021354674303574,-0.47597377926958195,79
