symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,slippage_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time,confidence
BTCUSDT,-1,87723.000000,83450.779473,0.3300,1742918399999,1743263999999,take_profit,4.8701,0.1000,0.0400,4.7301,1.5609,89859.110263,83450.779473,1743523199999,0.050000
BTCUSDT,1,82699.900000,86670.801783,0.3300,1743350399999,1743609599999,take_profit,4.8016,0.1000,0.0400,4.6616,1.5383,80714.449108,86670.801783,1743955199999,0.050000
BTCUSDT,-1,83181.500000,77207.429355,0.3300,1743724799999,1743983999999,take_profit,7.1820,0.1000,0.0400,7.0420,2.3239,86168.535323,77207.429355,1744329599999,0.500000
BTCUSDT,1,76297.900000,83704.388659,0.3300,1744156799999,1744415999999,take_profit,9.7073,0.1000,0.0400,9.5673,3.1572,72594.655671,83704.388659,1744761599999,0.200000
BTCUSDT,-1,84054.400000,87270.171667,0.3300,1744646399999,1745222399999,stop_loss,-3.8258,0.1000,0.0400,-3.9658,-1.3087,87270.171667,77622.856667,1745251199999,0.100000
BTCUSDT,-1,92166.000000,94800.784081,0.3300,1745481599999,1745596799999,stop_loss,-2.8587,0.1000,0.0400,-2.9987,-0.9896,94800.784081,86896.431837,1746086399999,0.250000
BTCUSDT,-1,94325.000000,96641.036020,0.3300,1745683199999,1746115199999,stop_loss,-2.4554,0.1000,0.0400,-2.5954,-0.8565,96641.036020,89692.927960,1746287999999,0.250000
BTCUSDT,-1,97270.100000,99424.081555,0.3300,1746201599999,1746719999999,stop_loss,-2.2144,0.1000,0.0400,-2.3544,-0.7770,99424.081555,92962.136889,1746806399999,0.800000
BTCUSDT,-1,102941.900000,105412.286460,0.3300,1746835199999,1747036799999,stop_loss,-2.3998,0.1000,0.0400,-2.5398,-0.8381,105412.286460,98001.127079,1747439999999,0.500000
BTCUSDT,-1,102624.000000,105177.826117,0.3300,1747123199999,1747583999999,stop_loss,-2.4885,0.1000,0.0400,-2.6285,-0.8674,105177.826117,97516.347766,1747727999999,0.750000
BTCUSDT,-1,105531.600000,108322.299833,0.3300,1747699199999,1747843199999,stop_loss,-2.6444,0.1000,0.0400,-2.7844,-0.9189,108322.299833,99950.200334,1748303999999,0.850000
