month,n_trx_trades,n_killed_by_gate,kill_rate_pct,trx_pnl_total,trx_pnl_killed,trx_pnl_kept
2022-09,0,0,0.0,0.0,0.0,0.0
2022-10,2,0,0.0,5.5373,0.0,5.5373
2022-11,1,1,100.0,0.0,0.0,0.0
2022-12,0,0,0.0,0.0,0.0,0.0
2023-01,1,0,0.0,0.0,0.0,0.0
2023-02,6,0,0.0,-6.1926000000000005,0.0,-6.1926000000000005
2023-03,0,0,0.0,0.0,0.0,0.0
