symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time,confidence
DOTUSDT,-1,8.456000,9.233451,1.0000,1659369599999,1659974399999,stop_loss,-9.1941,0.1000,-9.2941,-9.2941,9.233451,6.901098,1659974399999,0.877459
DOTUSDT,1,8.690000,8.790000,0.8079,1660060799999,1660665600000,timeout,1.1507,0.1000,1.0507,0.8489,8.036274,9.997452,1660665599999,0.943167
DOTUSDT,1,8.485000,7.909082,0.8790,1660838399999,1660895999999,stop_loss,-6.7875,0.1000,-6.8875,-6.0538,7.909082,9.636835,1661443199999,0.774411
DOTUSDT,1,7.393000,6.811304,0.3720,1661097599999,1661587199999,stop_loss,-7.8682,0.1000,-7.9682,-2.9638,6.811304,8.556393,1661702399999,0.672350
DOTUSDT,1,7.081000,7.199000,0.3300,1661673599999,1662278400000,timeout,1.6664,0.1000,1.5664,0.5169,6.616286,8.010428,1662278399999,0.875595
DOTUSDT,-1,7.365000,7.759273,0.1089,1662422399999,1662739199999,stop_loss,-5.3533,0.1000,-5.4533,-0.5939,7.759273,6.576454,1663027199999,0.885905
DOTUSDT,-1,7.652000,6.722878,0.1089,1662825599999,1663372799999,take_profit,12.1422,0.1000,12.0422,1.3114,8.116561,6.722878,1663430399999,0.679717
DOTUSDT,-1,6.381000,6.552000,0.1089,1663631999999,1664236800000,timeout,-2.6798,0.1000,-2.7798,-0.3027,6.846796,5.449407,1664236799999,0.657367
DOTUSDT,-1,6.294000,6.351000,0.1089,1664697599999,1665302400000,timeout,-0.9056,0.1000,-1.0056,-0.1095,6.587693,5.706615,1665302399999,0.665078
DOTUSDT,-1,6.168000,5.780890,0.1089,1665619199999,1665676799999,take_profit,6.2761,0.1000,6.1761,0.6726,6.361555,5.780890,1666223999999,0.709707
DOTUSDT,-1,6.157000,5.821000,0.1089,1665935999999,1666540800000,timeout,5.4572,0.1000,5.3572,0.5834,6.383271,5.704458,1666540799999,0.777805
DOTUSDT,-1,5.859000,6.083534,0.1089,1666627199999,1666713599999,stop_loss,-3.8323,0.1000,-3.9323,-0.4282,6.083534,5.409933,1667231999999,0.783360
DOTUSDT,-1,6.472000,6.760432,0.1089,1666799999999,1667087999999,stop_loss,-4.4566,0.1000,-4.5566,-0.4962,6.760432,5.895136,1667404799999,0.854610
