symbol,median_rv50_annual,q10_rv50_annual,q90_rv50_annual,median_kurt50,median_skew50,median_abs_ret_1bar_bps,n_is_bars
ATOMUSDT,0.9191044220434919,0.5120302789765561,1.5931759823550373,1.2975210170095346,-0.08110920523470817,150.39183333182882,5615
RUNEUSDT,1.210150917930504,0.6528791173168975,2.064334269987027,0.9900458755345782,0.02825521977229703,195.2318701706468,4986
UNIUSDT,0.9796235034643221,0.5549098913539262,1.6252739529659046,1.3637978165700806,0.04476133863457467,157.33637123580334,4944
BCHUSDT,0.7671102187620891,0.49940646034780173,1.364226939716731,1.8268731303976022,-0.059719804844434204,117.34766059260605,5727
LDOUSDT,1.0185238017100355,0.5905844156408606,1.5648439076213099,1.0893015719936874,0.173481979993429,167.56947951824046,2741
TRXUSDT,0.5880333913432794,0.24944902754536996,1.3558500296450489,1.715771206198268,-0.3351829941290102,85.07391756313876,5669
