symbol,n_labels_evaluated,tp_rate,sl_rate,timeout_rate,tp_minus_sl_rate
ATOMUSDT,5543,0.296590294064586,0.6628179686090565,0.04059173732635757,-0.3662276745444705
RUNEUSDT,4914,0.3199023199023199,0.6524216524216524,0.027676027676027677,-0.3325193325193325
UNIUSDT,4872,0.2986453201970443,0.6549671592775042,0.04638752052545156,-0.3563218390804598
BCHUSDT,5655,0.2953138815207781,0.6358974358974359,0.06878868258178603,-0.3405835543766578
LDOUSDT,2669,0.2746346946421881,0.6875234170101161,0.037841888347695765,-0.41288872236792806
TRXUSDT,5597,0.3491155976415937,0.5820975522601394,0.06878685009826693,-0.23298195461854565
