symbol,open_time,close_time,net_weighted,net_raw,weight,month,regime
BTCUSDT,1767974399999,1768348799999,4.592300,4.592300,1.0000,2026-01,BTC_FLAT
XRPUSDT,1767974399999,1768579200000,3.957800,3.957800,1.0000,2026-01,BTC_FLAT
DOTUSDT,1768060799999,1768319999999,-5.964200,-5.964200,1.0000,2026-01,BTC_FLAT
AAVEUSDT,1768377599999,1768809599999,8.224200,8.224200,1.0000,2026-01,BTC_UP
DOTUSDT,1768435199999,1768809599999,12.388000,12.388000,1.0000,2026-01,BTC_UP
BTCUSDT,1768521599999,1768809599999,-2.540900,-2.540900,1.0000,2026-01,BTC_FLAT
ETHUSDT,1768550399999,1768924799999,6.386000,6.386000,1.0000,2026-01,BTC_FLAT
XRPUSDT,1768665599999,1768809599999,6.770700,6.770700,1.0000,2026-01,BTC_FLAT
DOTUSDT,1768895999999,1769500800000,6.084000,6.084000,1.0000,2026-01,BTC_FLAT
BTCUSDT,1768895999999,1769039999999,4.000500,4.000500,1.0000,2026-01,BTC_FLAT
AAVEUSDT,1768895999999,1768953599999,-4.631600,-4.631600,1.0000,2026-01,BTC_FLAT
XRPUSDT,1768982399999,1769385599999,-3.967600,-3.967600,1.0000,2026-01,BTC_FLAT
AAVEUSDT,1769039999999,1769385599999,-5.455100,-5.455100,1.0000,2026-01,BTC_FLAT
ETHUSDT,1769068799999,1769385599999,-4.405300,-4.405300,1.0000,2026-01,BTC_FLAT
BTCUSDT,1769126399999,1769702399999,5.262400,5.262400,1.0000,2026-01,BTC_FLAT
ETHUSDT,1769471999999,1769702399999,-3.617900,-3.617900,1.0000,2026-01,BTC_DOWN
AAVEUSDT,1769471999999,1769615999999,-4.130200,-4.130200,1.0000,2026-01,BTC_DOWN
XRPUSDT,1769471999999,1769702399999,-3.668300,-3.668300,1.0000,2026-01,BTC_DOWN
DOTUSDT,1769587199999,1769788799999,10.307000,10.307000,1.0000,2026-01,BTC_DOWN
AAVEUSDT,1769731199999,1769875199999,9.980400,9.980400,1.0000,2026-01,BTC_DOWN
BTCUSDT,1769817599999,1769875199999,-3.463600,-3.463600,1.0000,2026-01,BTC_DOWN
DOTUSDT,1770047999999,1770163199999,-8.695200,-8.695200,1.0000,2026-02,BTC_DOWN
BTCUSDT,1770047999999,1770163199999,-4.676200,-4.676200,1.0000,2026-02,BTC_DOWN
AAVEUSDT,1770047999999,1770249599999,-7.220100,-7.220100,1.0000,2026-02,BTC_DOWN
XRPUSDT,1770047999999,1770163199999,-6.402900,-6.402900,1.0000,2026-02,BTC_DOWN
DOTUSDT,1770508799999,1770825599999,-10.741200,-10.741200,1.0000,2026-02,BTC_DOWN
AAVEUSDT,1770537599999,1771142400000,16.339900,16.339900,1.0000,2026-02,BTC_DOWN
ETHUSDT,1770652799999,1770825599999,-7.668200,-7.668200,1.0000,2026-02,BTC_DOWN
XRPUSDT,1770652799999,1771257600000,1.844200,1.844200,1.0000,2026-02,BTC_DOWN
BTCUSDT,1770739199999,1771344000000,2.626200,2.626200,1.0000,2026-02,BTC_DOWN
DOTUSDT,1770911999999,1771516800000,-0.178600,-0.178600,1.0000,2026-02,BTC_DOWN
ETHUSDT,1770911999999,1771516800000,-1.243000,-1.243000,1.0000,2026-02,BTC_DOWN
AAVEUSDT,1771228799999,1771833599999,11.853400,11.853400,1.0000,2026-02,BTC_UP
XRPUSDT,1771343999999,1771948800000,7.157100,7.157100,1.0000,2026-02,BTC_FLAT
BTCUSDT,1771430399999,1771833599999,-3.765400,-3.765400,1.0000,2026-02,BTC_FLAT
DOTUSDT,1771603199999,1772035199999,-5.817900,-5.817900,1.0000,2026-02,BTC_FLAT
ETHUSDT,1771603199999,1771833599999,-4.613700,-4.613700,1.0000,2026-02,BTC_FLAT
AAVEUSDT,1771919999999,1772006399999,-6.020900,-6.020900,1.0000,2026-02,BTC_DOWN
ETHUSDT,1771977599999,1772006399999,-4.130300,-4.130300,1.0000,2026-02,BTC_DOWN
BTCUSDT,1772006399999,1772035199999,-3.552600,-3.552600,1.0000,2026-02,BTC_DOWN
XRPUSDT,1772063999999,1772265599999,9.667400,9.667400,1.0000,2026-02,BTC_FLAT
AAVEUSDT,1772092799999,1772467199999,-6.538400,-6.538400,1.0000,2026-03,BTC_FLAT
BTCUSDT,1772121599999,1772236799999,-3.778400,-3.778400,1.0000,2026-02,BTC_FLAT
ETHUSDT,1772179199999,1772265599999,9.609300,9.609300,1.0000,2026-02,BTC_FLAT
BTCUSDT,1772323199999,1772639999999,8.305400,8.305400,1.0000,2026-03,BTC_FLAT
ETHUSDT,1772351999999,1772639999999,-5.838700,-5.838700,1.0000,2026-03,BTC_FLAT
XRPUSDT,1772351999999,1772956800000,2.605600,2.605600,1.0000,2026-03,BTC_FLAT
DOTUSDT,1772438399999,1773043200000,1.489400,1.489400,1.0000,2026-03,BTC_FLAT
AAVEUSDT,1772582399999,1773187200000,-0.640200,-0.640200,1.0000,2026-03,BTC_FLAT
ETHUSDT,1772726399999,1773331200000,0.604700,0.604700,1.0000,2026-03,BTC_UP
BTCUSDT,1772726399999,1773331200000,1.755700,1.755700,1.0000,2026-03,BTC_UP
XRPUSDT,1773043199999,1773158399999,-4.007000,-4.007000,1.0000,2026-03,BTC_FLAT
DOTUSDT,1773129599999,1773503999999,-6.586000,-6.586000,1.0000,2026-03,BTC_FLAT
AAVEUSDT,1773273599999,1773417599999,-5.538700,-5.538700,1.0000,2026-03,BTC_UP
XRPUSDT,1773273599999,1773676799999,7.628100,7.628100,1.0000,2026-03,BTC_UP
ETHUSDT,1773417599999,1773705599999,8.935100,8.935100,1.0000,2026-03,BTC_UP
BTCUSDT,1773417599999,1773647999999,-3.540600,-3.540600,1.0000,2026-03,BTC_UP
AAVEUSDT,1773503999999,1773619199999,-5.169600,-5.169600,1.0000,2026-03,BTC_FLAT
AAVEUSDT,1773705599999,1773935999999,9.115500,9.115500,1.0000,2026-03,BTC_UP
BTCUSDT,1773734399999,1773907199999,6.104000,6.104000,1.0000,2026-03,BTC_UP
XRPUSDT,1773763199999,1773849599999,-4.207700,-4.207700,1.0000,2026-03,BTC_UP
DOTUSDT,1773878399999,1774396799999,12.984600,12.984600,1.0000,2026-03,BTC_UP
ETHUSDT,1773878399999,1774137599999,-4.947100,-4.947100,1.0000,2026-03,BTC_UP
XRPUSDT,1773935999999,1774540800000,4.875200,4.875200,1.0000,2026-03,BTC_FLAT
BTCUSDT,1773993599999,1774598400000,3.162300,3.162300,1.0000,2026-03,BTC_FLAT
AAVEUSDT,1774022399999,1774569599999,-5.353200,-5.353200,1.0000,2026-03,BTC_FLAT
ETHUSDT,1774252799999,1774828799999,-4.380100,-4.380100,1.0000,2026-03,BTC_FLAT
XRPUSDT,1774627199999,1775232000000,1.166200,1.166200,1.0000,2026-04,BTC_DOWN
AAVEUSDT,1774655999999,1775260800000,3.824200,3.824200,1.0000,2026-04,BTC_DOWN
BTCUSDT,1774713599999,1775318400000,0.460000,0.460000,1.0000,2026-04,BTC_DOWN
DOTUSDT,1774886399999,1775491200000,-1.764000,-1.764000,1.0000,2026-04,BTC_FLAT
ETHUSDT,1774915199999,1775520000000,3.871500,3.871500,1.0000,2026-04,BTC_FLAT
XRPUSDT,1775318399999,1775491199999,-2.936800,-2.936800,1.0000,2026-04,BTC_DOWN
AAVEUSDT,1775347199999,1775404799999,-3.722900,-3.722900,1.0000,2026-04,BTC_FLAT
BTCUSDT,1775462399999,1775606399999,4.561800,4.561800,1.0000,2026-04,BTC_FLAT
AAVEUSDT,1775491199999,1775577599999,7.190900,7.190900,1.0000,2026-04,BTC_FLAT
DOTUSDT,1775577599999,1775635199999,9.389500,9.389500,1.0000,2026-04,BTC_FLAT
ETHUSDT,1775663999999,1776182399999,8.137400,8.137400,1.0000,2026-04,BTC_UP
AAVEUSDT,1775663999999,1776124799999,-5.643700,-5.643700,1.0000,2026-04,BTC_UP
BTCUSDT,1775692799999,1776182399999,5.993100,5.993100,1.0000,2026-04,BTC_UP
DOTUSDT,1775721599999,1775779199999,-5.624600,-5.624600,1.0000,2026-04,BTC_UP
XRPUSDT,1775779199999,1776383999999,6.696800,6.696800,1.0000,2026-04,BTC_UP
DOTUSDT,1775865599999,1776067199999,11.038300,11.038300,1.0000,2026-04,BTC_UP
DOTUSDT,1776153599999,1776758400000,7.721700,7.721700,1.0000,2026-04,BTC_UP
AAVEUSDT,1776211199999,1776268799999,-6.015000,-6.015000,1.0000,2026-04,BTC_UP
ETHUSDT,1776268799999,1776441599999,-3.868400,-3.868400,1.0000,2026-04,BTC_UP
BTCUSDT,1776268799999,1776441599999,-2.882700,-2.882700,1.0000,2026-04,BTC_UP
AAVEUSDT,1776355199999,1776383999999,-6.035800,-6.035800,1.0000,2026-04,BTC_UP
AAVEUSDT,1776470399999,1776556799999,12.279000,12.279000,1.0000,2026-04,BTC_UP
XRPUSDT,1776499199999,1777104000000,2.669300,2.669300,1.0000,2026-04,BTC_UP
ETHUSDT,1776527999999,1777132800000,2.243400,2.243400,1.0000,2026-04,BTC_UP
BTCUSDT,1776527999999,1776844799999,-2.790200,-2.790200,1.0000,2026-04,BTC_UP
DOTUSDT,1776844799999,1776959999999,-5.372800,-5.372800,1.0000,2026-04,BTC_FLAT
AAVEUSDT,1776844799999,1777449600000,-4.311300,-4.311300,1.0000,2026-04,BTC_FLAT
BTCUSDT,1776931199999,1777536000000,2.308900,2.308900,1.0000,2026-04,BTC_UP
DOTUSDT,1777046399999,1777507199999,-4.857200,-4.857200,1.0000,2026-04,BTC_FLAT
XRPUSDT,1777190399999,1777478399999,4.236300,4.236300,1.0000,2026-04,BTC_FLAT
ETHUSDT,1777219199999,1777305599999,-2.498400,-2.498400,1.0000,2026-04,BTC_FLAT
ETHUSDT,1777420799999,1777507199999,-2.823100,-2.823100,1.0000,2026-04,BTC_FLAT
AAVEUSDT,1777535999999,1778140800000,1.344600,1.344600,1.0000,2026-05,BTC_FLAT
XRPUSDT,1777564799999,1777852799999,-2.637500,-2.637500,1.0000,2026-05,BTC_FLAT
DOTUSDT,1777593599999,1778054399999,8.200600,8.200600,1.0000,2026-05,BTC_FLAT
ETHUSDT,1777593599999,1777881599999,5.706800,5.706800,1.0000,2026-05,BTC_FLAT
BTCUSDT,1777622399999,1777881599999,4.234300,4.234300,1.0000,2026-05,BTC_FLAT
XRPUSDT,1777939199999,1778083199999,4.377300,4.377300,1.0000,2026-05,BTC_FLAT
BTCUSDT,1778025599999,1778083199999,-2.287500,-2.287500,1.0000,2026-05,BTC_UP
ETHUSDT,1778054399999,1778659200000,2.870600,2.870600,1.0000,2026-05,BTC_FLAT
DOTUSDT,1778169599999,1778687999999,9.541700,9.541700,1.0000,2026-05,BTC_UP
BTCUSDT,1778169599999,1778774400000,1.633000,1.633000,1.0000,2026-05,BTC_UP
XRPUSDT,1778169599999,1778457599999,5.013100,5.013100,1.0000,2026-05,BTC_UP
AAVEUSDT,1778227199999,1778284799999,-3.414500,-3.414500,1.0000,2026-05,BTC_FLAT
AAVEUSDT,1778371199999,1778428799999,-3.666000,-3.666000,1.0000,2026-05,BTC_UP
AAVEUSDT,1778515199999,1778860799999,8.442700,8.442700,1.0000,2026-05,BTC_FLAT
XRPUSDT,1778543999999,1778803199999,-2.848700,-2.848700,1.0000,2026-05,BTC_FLAT
ETHUSDT,1778745599999,1779062399999,5.267600,5.267600,1.0000,2026-05,BTC_FLAT
DOTUSDT,1778803199999,1778918399999,-6.182800,-6.182800,1.0000,2026-05,BTC_FLAT
BTCUSDT,1778860799999,1779062399999,-2.518900,-2.518900,1.0000,2026-05,BTC_FLAT
XRPUSDT,1778889599999,1779494400000,6.835500,6.835500,1.0000,2026-05,BTC_FLAT
AAVEUSDT,1778947199999,1779552000000,5.528000,5.528000,1.0000,2026-05,BTC_FLAT
DOTUSDT,1779004799999,1779523199999,-5.918800,-5.918800,1.0000,2026-05,BTC_FLAT
ETHUSDT,1779148799999,1779753600000,0.714900,0.714900,1.0000,2026-05,BTC_FLAT
BTCUSDT,1779148799999,1779753600000,-0.513600,-0.513600,1.0000,2026-05,BTC_FLAT
XRPUSDT,1779580799999,1779926399999,-3.437400,-3.437400,1.0000,2026-05,BTC_FLAT
DOTUSDT,1779609599999,1779868799999,-0.570600,-0.570600,1.0000,2026-05,BTC_FLAT
AAVEUSDT,1779638399999,1779983999999,8.705300,8.705300,1.0000,2026-05,BTC_FLAT
ETHUSDT,1779839999999,1780300799999,4.604800,4.604800,1.0000,2026-06,BTC_FLAT
BTCUSDT,1779868799999,1779926399999,-2.177500,-2.177500,1.0000,2026-05,BTC_FLAT
BTCUSDT,1780012799999,1780300799999,1.007900,1.007900,1.0000,2026-06,BTC_FLAT
XRPUSDT,1780012799999,1780387199999,-3.125900,-3.125900,1.0000,2026-06,BTC_FLAT
AAVEUSDT,1780070399999,1780415999999,9.163300,9.163300,1.0000,2026-06,BTC_FLAT
XRPUSDT,1780473599999,1780559999999,7.840800,7.840800,1.0000,2026-06,BTC_DOWN
AAVEUSDT,1780502399999,1780646399999,10.590400,10.590400,1.0000,2026-06,BTC_DOWN
XRPUSDT,1780819199999,1781107199999,0.621600,0.621600,1.0000,2026-06,BTC_DOWN
