symbol,month,feature,gain_share
BCHUSDT,2023-02,ret_kurt_200,0.090514
BCHUSDT,2023-02,hurst_100,0.075926
BCHUSDT,2023-02,btc_ret_14d,0.064666
BCHUSDT,2023-02,ret_skew_50,0.102152
BCHUSDT,2023-02,vwap_dev_20,0.079886
BCHUSDT,2023-02,ret_autocorr_lag1_50,0.078921
BCHUSDT,2023-02,sym_vs_btc_ret_7d,0.063007
BCHUSDT,2023-02,regime_momentum_signed_5d,0.048363
BCHUSDT,2023-03,max_dd_window_50,0.078126
BCHUSDT,2023-03,ema_spread_atr_20,0.064737
BCHUSDT,2023-03,ret_kurt_50,0.058011
BCHUSDT,2023-03,ret_skew_200,0.060628
BCHUSDT,2023-03,range_realized_vol_50,0.091367
BCHUSDT,2023-03,hurst_diff_100_50,0.04952
BCHUSDT,2023-03,ret_kurt_200,0.086391
BCHUSDT,2023-03,hurst_100,0.075137
BCHUSDT,2023-03,btc_ret_14d,0.070395
BCHUSDT,2023-03,ret_skew_50,0.090036
BCHUSDT,2023-03,vwap_dev_20,0.089944
BCHUSDT,2023-03,ret_autocorr_lag1_50,0.084433
BCHUSDT,2023-03,sym_vs_btc_ret_7d,0.066582
BCHUSDT,2023-03,regime_momentum_signed_5d,0.034692
BCHUSDT,2023-04,max_dd_window_50,0.075256
BCHUSDT,2023-04,ema_spread_atr_20,0.076665
BCHUSDT,2023-04,ret_kurt_50,0.055129
BCHUSDT,2023-04,ret_skew_200,0.051516
BCHUSDT,2023-04,range_realized_vol_50,0.101504
BCHUSDT,2023-04,hurst_diff_100_50,0.043142
BCHUSDT,2023-04,ret_kurt_200,0.100225
BCHUSDT,2023-04,hurst_100,0.062777
BCHUSDT,2023-04,btc_ret_14d,0.074761
BCHUSDT,2023-04,ret_skew_50,0.085637
BCHUSDT,2023-04,vwap_dev_20,0.088707
BCHUSDT,2023-04,ret_autocorr_lag1_50,0.078702
BCHUSDT,2023-04,sym_vs_btc_ret_7d,0.07323
BCHUSDT,2023-04,regime_momentum_signed_5d,0.03275
BCHUSDT,2023-05,max_dd_window_50,0.06978
BCHUSDT,2023-05,ema_spread_atr_20,0.075718
BCHUSDT,2023-05,ret_kurt_50,0.059728
BCHUSDT,2023-05,ret_skew_200,0.05001
BCHUSDT,2023-05,range_realized_vol_50,0.1158
BCHUSDT,2023-05,hurst_diff_100_50,0.043152
BCHUSDT,2023-05,ret_kurt_200,0.09375
BCHUSDT,2023-05,hurst_100,0.067066
BCHUSDT,2023-05,btc_ret_14d,0.071795
BCHUSDT,2023-05,ret_skew_50,0.081606
BCHUSDT,2023-05,vwap_dev_20,0.085835
BCHUSDT,2023-05,ret_autocorr_lag1_50,0.076505
BCHUSDT,2023-05,sym_vs_btc_ret_7d,0.073881
BCHUSDT,2023-05,regime_momentum_signed_5d,0.035375
BCHUSDT,2023-06,max_dd_window_50,0.086866
BCHUSDT,2023-06,ema_spread_atr_20,0.064622
BCHUSDT,2023-06,ret_kurt_50,0.060464
BCHUSDT,2023-06,ret_skew_200,0.044778
BCHUSDT,2023-06,range_realized_vol_50,0.100858
BCHUSDT,2023-06,hurst_diff_100_50,0.051045
BCHUSDT,2023-06,ret_kurt_200,0.092502
BCHUSDT,2023-06,hurst_100,0.059207
BCHUSDT,2023-06,btc_ret_14d,0.075063
BCHUSDT,2023-06,ret_skew_50,0.085808
BCHUSDT,2023-06,vwap_dev_20,0.092129
BCHUSDT,2023-06,ret_autocorr_lag1_50,0.083979
BCHUSDT,2023-06,sym_vs_btc_ret_7d,0.063021
BCHUSDT,2023-06,regime_momentum_signed_5d,0.039658
BCHUSDT,2023-07,max_dd_window_50,0.074
BCHUSDT,2023-07,ema_spread_atr_20,0.062513
BCHUSDT,2023-07,ret_kurt_50,0.059516
BCHUSDT,2023-07,ret_skew_200,0.048698
BCHUSDT,2023-07,range_realized_vol_50,0.108022
BCHUSDT,2023-07,hurst_diff_100_50,0.050442
BCHUSDT,2023-07,ret_kurt_200,0.116494
BCHUSDT,2023-07,hurst_100,0.061118
BCHUSDT,2023-07,btc_ret_14d,0.065315
BCHUSDT,2023-07,ret_skew_50,0.07175
BCHUSDT,2023-07,vwap_dev_20,0.095596
BCHUSDT,2023-07,ret_autocorr_lag1_50,0.079647
BCHUSDT,2023-07,sym_vs_btc_ret_7d,0.072071
BCHUSDT,2023-07,regime_momentum_signed_5d,0.034817
BCHUSDT,2023-08,max_dd_window_50,0.060785
BCHUSDT,2023-08,ema_spread_atr_20,0.056322
BCHUSDT,2023-08,ret_kurt_50,0.065607
BCHUSDT,2023-08,ret_skew_200,0.059857
BCHUSDT,2023-08,range_realized_vol_50,0.10141
BCHUSDT,2023-08,hurst_diff_100_50,0.045658
BCHUSDT,2023-08,ret_kurt_200,0.124886
BCHUSDT,2023-08,hurst_100,0.055384
BCHUSDT,2023-08,btc_ret_14d,0.071043
BCHUSDT,2023-08,ret_skew_50,0.070778
BCHUSDT,2023-08,vwap_dev_20,0.100538
BCHUSDT,2023-08,ret_autocorr_lag1_50,0.083996
BCHUSDT,2023-08,sym_vs_btc_ret_7d,0.06829
BCHUSDT,2023-08,regime_momentum_signed_5d,0.035447
BCHUSDT,2023-09,max_dd_window_50,0.066395
BCHUSDT,2023-09,ema_spread_atr_20,0.056319
BCHUSDT,2023-09,ret_kurt_50,0.066629
BCHUSDT,2023-09,ret_skew_200,0.058528
BCHUSDT,2023-09,range_realized_vol_50,0.111076
BCHUSDT,2023-09,hurst_diff_100_50,0.041987
BCHUSDT,2023-09,ret_kurt_200,0.116456
BCHUSDT,2023-09,hurst_100,0.050312
BCHUSDT,2023-09,btc_ret_14d,0.075745
BCHUSDT,2023-09,ret_skew_50,0.07652
BCHUSDT,2023-09,vwap_dev_20,0.097228
BCHUSDT,2023-09,ret_autocorr_lag1_50,0.076801
BCHUSDT,2023-09,sym_vs_btc_ret_7d,0.068135
BCHUSDT,2023-09,regime_momentum_signed_5d,0.037871
BCHUSDT,2023-10,max_dd_window_50,0.063552
BCHUSDT,2023-10,ema_spread_atr_20,0.06057
BCHUSDT,2023-10,ret_kurt_50,0.066741
BCHUSDT,2023-10,ret_skew_200,0.058087
BCHUSDT,2023-10,range_realized_vol_50,0.109139
BCHUSDT,2023-10,hurst_diff_100_50,0.049855
BCHUSDT,2023-10,ret_kurt_200,0.108951
BCHUSDT,2023-10,hurst_100,0.049003
BCHUSDT,2023-10,btc_ret_14d,0.064205
BCHUSDT,2023-10,ret_skew_50,0.078206
BCHUSDT,2023-10,vwap_dev_20,0.102126
BCHUSDT,2023-10,ret_autocorr_lag1_50,0.073798
BCHUSDT,2023-10,sym_vs_btc_ret_7d,0.074816
BCHUSDT,2023-10,regime_momentum_signed_5d,0.040951
BCHUSDT,2023-11,max_dd_window_50,0.059632
BCHUSDT,2023-11,ema_spread_atr_20,0.066226
BCHUSDT,2023-11,ret_kurt_50,0.061939
BCHUSDT,2023-11,ret_skew_200,0.056214
BCHUSDT,2023-11,range_realized_vol_50,0.120931
BCHUSDT,2023-11,hurst_diff_100_50,0.040454
BCHUSDT,2023-11,ret_kurt_200,0.109627
BCHUSDT,2023-11,hurst_100,0.046393
BCHUSDT,2023-11,btc_ret_14d,0.075531
BCHUSDT,2023-11,ret_skew_50,0.087347
BCHUSDT,2023-11,vwap_dev_20,0.088012
BCHUSDT,2023-11,ret_autocorr_lag1_50,0.073773
BCHUSDT,2023-11,sym_vs_btc_ret_7d,0.067817
BCHUSDT,2023-11,regime_momentum_signed_5d,0.046104
BCHUSDT,2023-12,max_dd_window_50,0.076171
BCHUSDT,2023-12,ema_spread_atr_20,0.057007
BCHUSDT,2023-12,ret_kurt_50,0.064162
BCHUSDT,2023-12,ret_skew_200,0.073898
BCHUSDT,2023-12,range_realized_vol_50,0.11747
BCHUSDT,2023-12,hurst_diff_100_50,0.040626
BCHUSDT,2023-12,ret_kurt_200,0.112056
BCHUSDT,2023-12,hurst_100,0.046511
BCHUSDT,2023-12,btc_ret_14d,0.064508
BCHUSDT,2023-12,ret_skew_50,0.079376
BCHUSDT,2023-12,vwap_dev_20,0.090204
BCHUSDT,2023-12,ret_autocorr_lag1_50,0.071658
BCHUSDT,2023-12,sym_vs_btc_ret_7d,0.06452
BCHUSDT,2023-12,regime_momentum_signed_5d,0.041833
BCHUSDT,2024-01,max_dd_window_50,0.076183
BCHUSDT,2024-01,ema_spread_atr_20,0.068494
BCHUSDT,2024-01,ret_kurt_50,0.065303
BCHUSDT,2024-01,ret_skew_200,0.079928
BCHUSDT,2024-01,range_realized_vol_50,0.097049
BCHUSDT,2024-01,hurst_diff_100_50,0.048139
BCHUSDT,2024-01,ret_kurt_200,0.105617
BCHUSDT,2024-01,hurst_100,0.043225
BCHUSDT,2024-01,btc_ret_14d,0.076716
BCHUSDT,2024-01,ret_skew_50,0.086667
BCHUSDT,2024-01,vwap_dev_20,0.082209
BCHUSDT,2024-01,ret_autocorr_lag1_50,0.05623
BCHUSDT,2024-01,sym_vs_btc_ret_7d,0.06896
BCHUSDT,2024-01,regime_momentum_signed_5d,0.045281
BCHUSDT,2024-02,max_dd_window_50,0.076763
BCHUSDT,2024-02,ema_spread_atr_20,0.071308
BCHUSDT,2024-02,ret_kurt_50,0.07883
BCHUSDT,2024-02,ret_skew_200,0.069109
BCHUSDT,2024-02,range_realized_vol_50,0.092963
BCHUSDT,2024-02,hurst_diff_100_50,0.048392
BCHUSDT,2024-02,ret_kurt_200,0.10581
BCHUSDT,2024-02,hurst_100,0.044414
BCHUSDT,2024-02,btc_ret_14d,0.076628
BCHUSDT,2024-02,ret_skew_50,0.090755
BCHUSDT,2024-02,vwap_dev_20,0.078822
BCHUSDT,2024-02,ret_autocorr_lag1_50,0.064299
BCHUSDT,2024-02,sym_vs_btc_ret_7d,0.061648
BCHUSDT,2024-02,regime_momentum_signed_5d,0.040258
BCHUSDT,2024-03,max_dd_window_50,0.081385
BCHUSDT,2024-03,ema_spread_atr_20,0.072626
BCHUSDT,2024-03,ret_kurt_50,0.079696
BCHUSDT,2024-03,ret_skew_200,0.082813
BCHUSDT,2024-03,range_realized_vol_50,0.103366
BCHUSDT,2024-03,hurst_diff_100_50,0.049881
BCHUSDT,2024-03,ret_kurt_200,0.093888
BCHUSDT,2024-03,hurst_100,0.037397
BCHUSDT,2024-03,btc_ret_14d,0.06655
BCHUSDT,2024-03,ret_skew_50,0.080773
BCHUSDT,2024-03,vwap_dev_20,0.07792
BCHUSDT,2024-03,ret_autocorr_lag1_50,0.069001
BCHUSDT,2024-03,sym_vs_btc_ret_7d,0.061032
BCHUSDT,2024-03,regime_momentum_signed_5d,0.04367
BCHUSDT,2024-04,max_dd_window_50,0.087685
BCHUSDT,2024-04,ema_spread_atr_20,0.075379
BCHUSDT,2024-04,ret_kurt_50,0.058538
BCHUSDT,2024-04,ret_skew_200,0.064759
BCHUSDT,2024-04,range_realized_vol_50,0.087514
BCHUSDT,2024-04,hurst_diff_100_50,0.054946
BCHUSDT,2024-04,ret_kurt_200,0.102502
BCHUSDT,2024-04,hurst_100,0.047978
BCHUSDT,2024-04,btc_ret_14d,0.071317
BCHUSDT,2024-04,ret_skew_50,0.080901
BCHUSDT,2024-04,vwap_dev_20,0.085389
BCHUSDT,2024-04,ret_autocorr_lag1_50,0.068504
BCHUSDT,2024-04,sym_vs_btc_ret_7d,0.071203
BCHUSDT,2024-04,regime_momentum_signed_5d,0.043385
BCHUSDT,2024-05,max_dd_window_50,0.074687
BCHUSDT,2024-05,ema_spread_atr_20,0.076708
BCHUSDT,2024-05,ret_kurt_50,0.07677
BCHUSDT,2024-05,ret_skew_200,0.080202
BCHUSDT,2024-05,range_realized_vol_50,0.07896
BCHUSDT,2024-05,hurst_diff_100_50,0.046949
BCHUSDT,2024-05,ret_kurt_200,0.086988
BCHUSDT,2024-05,hurst_100,0.050399
BCHUSDT,2024-05,btc_ret_14d,0.067114
BCHUSDT,2024-05,ret_skew_50,0.071996
BCHUSDT,2024-05,vwap_dev_20,0.101851
BCHUSDT,2024-05,ret_autocorr_lag1_50,0.071657
BCHUSDT,2024-05,sym_vs_btc_ret_7d,0.082055
BCHUSDT,2024-05,regime_momentum_signed_5d,0.033663
BCHUSDT,2024-06,max_dd_window_50,0.077982
BCHUSDT,2024-06,ema_spread_atr_20,0.07281
BCHUSDT,2024-06,ret_kurt_50,0.072724
BCHUSDT,2024-06,ret_skew_200,0.079939
BCHUSDT,2024-06,range_realized_vol_50,0.085193
BCHUSDT,2024-06,hurst_diff_100_50,0.04092
BCHUSDT,2024-06,ret_kurt_200,0.094212
BCHUSDT,2024-06,hurst_100,0.048552
BCHUSDT,2024-06,btc_ret_14d,0.076622
BCHUSDT,2024-06,ret_skew_50,0.074637
BCHUSDT,2024-06,vwap_dev_20,0.078553
BCHUSDT,2024-06,ret_autocorr_lag1_50,0.078991
BCHUSDT,2024-06,sym_vs_btc_ret_7d,0.080913
BCHUSDT,2024-06,regime_momentum_signed_5d,0.037952
BCHUSDT,2024-07,max_dd_window_50,0.07852
BCHUSDT,2024-07,ema_spread_atr_20,0.093193
BCHUSDT,2024-07,ret_kurt_50,0.087745
BCHUSDT,2024-07,ret_skew_200,0.087665
BCHUSDT,2024-07,range_realized_vol_50,0.073106
BCHUSDT,2024-07,hurst_diff_100_50,0.033867
BCHUSDT,2024-07,ret_kurt_200,0.08703
BCHUSDT,2024-07,hurst_100,0.0511
BCHUSDT,2024-07,btc_ret_14d,0.065177
BCHUSDT,2024-07,ret_skew_50,0.064623
BCHUSDT,2024-07,vwap_dev_20,0.086092
BCHUSDT,2024-07,ret_autocorr_lag1_50,0.088262
BCHUSDT,2024-07,sym_vs_btc_ret_7d,0.07187
BCHUSDT,2024-07,regime_momentum_signed_5d,0.031751
BCHUSDT,2024-08,max_dd_window_50,0.067323
BCHUSDT,2024-08,ema_spread_atr_20,0.087865
BCHUSDT,2024-08,ret_kurt_50,0.074625
BCHUSDT,2024-08,ret_skew_200,0.085539
BCHUSDT,2024-08,range_realized_vol_50,0.077281
BCHUSDT,2024-08,hurst_diff_100_50,0.036169
BCHUSDT,2024-08,ret_kurt_200,0.093963
BCHUSDT,2024-08,hurst_100,0.057586
BCHUSDT,2024-08,btc_ret_14d,0.069512
BCHUSDT,2024-08,ret_skew_50,0.071679
BCHUSDT,2024-08,vwap_dev_20,0.09544
BCHUSDT,2024-08,ret_autocorr_lag1_50,0.081677
BCHUSDT,2024-08,sym_vs_btc_ret_7d,0.067432
BCHUSDT,2024-08,regime_momentum_signed_5d,0.033909
BCHUSDT,2024-09,max_dd_window_50,0.068116
BCHUSDT,2024-09,ema_spread_atr_20,0.087652
BCHUSDT,2024-09,ret_kurt_50,0.086277
BCHUSDT,2024-09,ret_skew_200,0.091311
BCHUSDT,2024-09,range_realized_vol_50,0.079102
BCHUSDT,2024-09,hurst_diff_100_50,0.039785
BCHUSDT,2024-09,ret_kurt_200,0.092592
BCHUSDT,2024-09,hurst_100,0.056975
BCHUSDT,2024-09,btc_ret_14d,0.075345
BCHUSDT,2024-09,ret_skew_50,0.067888
BCHUSDT,2024-09,vwap_dev_20,0.079652
BCHUSDT,2024-09,ret_autocorr_lag1_50,0.073747
BCHUSDT,2024-09,sym_vs_btc_ret_7d,0.064812
BCHUSDT,2024-09,regime_momentum_signed_5d,0.036747
BCHUSDT,2024-10,max_dd_window_50,0.078741
BCHUSDT,2024-10,ema_spread_atr_20,0.08713
BCHUSDT,2024-10,ret_kurt_50,0.067307
BCHUSDT,2024-10,ret_skew_200,0.082686
BCHUSDT,2024-10,range_realized_vol_50,0.088511
BCHUSDT,2024-10,hurst_diff_100_50,0.047477
BCHUSDT,2024-10,ret_kurt_200,0.094041
BCHUSDT,2024-10,hurst_100,0.056551
BCHUSDT,2024-10,btc_ret_14d,0.080622
BCHUSDT,2024-10,ret_skew_50,0.069937
BCHUSDT,2024-10,vwap_dev_20,0.076855
BCHUSDT,2024-10,ret_autocorr_lag1_50,0.069542
BCHUSDT,2024-10,sym_vs_btc_ret_7d,0.064827
BCHUSDT,2024-10,regime_momentum_signed_5d,0.035773
BCHUSDT,2024-11,max_dd_window_50,0.095837
BCHUSDT,2024-11,ema_spread_atr_20,0.090284
BCHUSDT,2024-11,ret_kurt_50,0.065259
BCHUSDT,2024-11,ret_skew_200,0.100022
BCHUSDT,2024-11,range_realized_vol_50,0.09185
BCHUSDT,2024-11,hurst_diff_100_50,0.042496
BCHUSDT,2024-11,ret_kurt_200,0.090964
BCHUSDT,2024-11,hurst_100,0.047845
BCHUSDT,2024-11,btc_ret_14d,0.068978
BCHUSDT,2024-11,ret_skew_50,0.054606
BCHUSDT,2024-11,vwap_dev_20,0.079322
BCHUSDT,2024-11,ret_autocorr_lag1_50,0.085147
BCHUSDT,2024-11,sym_vs_btc_ret_7d,0.049733
BCHUSDT,2024-11,regime_momentum_signed_5d,0.037658
BCHUSDT,2024-12,max_dd_window_50,0.086996
BCHUSDT,2024-12,ema_spread_atr_20,0.093163
BCHUSDT,2024-12,ret_kurt_50,0.069623
BCHUSDT,2024-12,ret_skew_200,0.113595
BCHUSDT,2024-12,range_realized_vol_50,0.086087
BCHUSDT,2024-12,hurst_diff_100_50,0.05004
BCHUSDT,2024-12,ret_kurt_200,0.082383
BCHUSDT,2024-12,hurst_100,0.044827
BCHUSDT,2024-12,btc_ret_14d,0.071256
BCHUSDT,2024-12,ret_skew_50,0.054718
BCHUSDT,2024-12,vwap_dev_20,0.082536
BCHUSDT,2024-12,ret_autocorr_lag1_50,0.074217
BCHUSDT,2024-12,sym_vs_btc_ret_7d,0.057127
BCHUSDT,2024-12,regime_momentum_signed_5d,0.03343
BCHUSDT,2025-01,max_dd_window_50,0.094347
BCHUSDT,2025-01,ema_spread_atr_20,0.085756
BCHUSDT,2025-01,ret_kurt_50,0.063926
BCHUSDT,2025-01,ret_skew_200,0.111304
BCHUSDT,2025-01,range_realized_vol_50,0.077903
BCHUSDT,2025-01,hurst_diff_100_50,0.041791
BCHUSDT,2025-01,ret_kurt_200,0.096111
BCHUSDT,2025-01,hurst_100,0.039393
BCHUSDT,2025-01,btc_ret_14d,0.070665
BCHUSDT,2025-01,ret_skew_50,0.066815
BCHUSDT,2025-01,vwap_dev_20,0.088314
BCHUSDT,2025-01,ret_autocorr_lag1_50,0.073592
BCHUSDT,2025-01,sym_vs_btc_ret_7d,0.055723
BCHUSDT,2025-01,regime_momentum_signed_5d,0.034361
BCHUSDT,2025-02,max_dd_window_50,0.087149
BCHUSDT,2025-02,ema_spread_atr_20,0.083706
BCHUSDT,2025-02,ret_kurt_50,0.066945
BCHUSDT,2025-02,ret_skew_200,0.093115
BCHUSDT,2025-02,range_realized_vol_50,0.091332
BCHUSDT,2025-02,hurst_diff_100_50,0.04241
BCHUSDT,2025-02,ret_kurt_200,0.094943
BCHUSDT,2025-02,hurst_100,0.045193
BCHUSDT,2025-02,btc_ret_14d,0.078197
BCHUSDT,2025-02,ret_skew_50,0.0572
BCHUSDT,2025-02,vwap_dev_20,0.088395
BCHUSDT,2025-02,ret_autocorr_lag1_50,0.075141
BCHUSDT,2025-02,sym_vs_btc_ret_7d,0.054129
BCHUSDT,2025-02,regime_momentum_signed_5d,0.042144
BCHUSDT,2025-03,max_dd_window_50,0.098835
BCHUSDT,2025-03,ema_spread_atr_20,0.078588
BCHUSDT,2025-03,ret_kurt_50,0.064714
BCHUSDT,2025-03,ret_skew_200,0.080592
BCHUSDT,2025-03,range_realized_vol_50,0.096855
BCHUSDT,2025-03,hurst_diff_100_50,0.036064
BCHUSDT,2025-03,ret_kurt_200,0.095435
BCHUSDT,2025-03,hurst_100,0.04793
BCHUSDT,2025-03,btc_ret_14d,0.088132
BCHUSDT,2025-03,ret_skew_50,0.051287
BCHUSDT,2025-03,vwap_dev_20,0.085583
BCHUSDT,2025-03,ret_autocorr_lag1_50,0.080075
BCHUSDT,2025-03,sym_vs_btc_ret_7d,0.05499
BCHUSDT,2025-03,regime_momentum_signed_5d,0.040919
LDOUSDT,2022-12,max_dd_window_50,0.021357
LDOUSDT,2022-12,ema_spread_atr_20,0.103477
LDOUSDT,2022-12,ret_kurt_50,0.082888
LDOUSDT,2022-12,ret_skew_200,0.037811
LDOUSDT,2022-12,range_realized_vol_50,0.1188
LDOUSDT,2022-12,hurst_diff_100_50,0.015256
LDOUSDT,2022-12,ret_kurt_200,0.017946
LDOUSDT,2022-12,hurst_100,0.017265
LDOUSDT,2022-12,btc_ret_14d,0.057294
LDOUSDT,2022-12,ret_skew_50,0.214836
LDOUSDT,2022-12,vwap_dev_20,0.056694
LDOUSDT,2022-12,ret_autocorr_lag1_50,0.117818
LDOUSDT,2022-12,sym_vs_btc_ret_7d,0.104595
LDOUSDT,2022-12,regime_momentum_signed_5d,0.033963
LDOUSDT,2023-01,max_dd_window_50,0.034721
LDOUSDT,2023-01,ema_spread_atr_20,0.129584
LDOUSDT,2023-01,ret_kurt_50,0.030519
LDOUSDT,2023-01,ret_skew_200,0.025075
LDOUSDT,2023-01,range_realized_vol_50,0.11567
LDOUSDT,2023-01,hurst_diff_100_50,0.026237
LDOUSDT,2023-01,ret_kurt_200,0.030259
LDOUSDT,2023-01,hurst_100,0.027611
LDOUSDT,2023-01,btc_ret_14d,0.109529
LDOUSDT,2023-01,ret_skew_50,0.206906
LDOUSDT,2023-01,vwap_dev_20,0.065887
LDOUSDT,2023-01,ret_autocorr_lag1_50,0.094034
LDOUSDT,2023-01,sym_vs_btc_ret_7d,0.057306
LDOUSDT,2023-01,regime_momentum_signed_5d,0.046662
LDOUSDT,2023-02,max_dd_window_50,0.04219
LDOUSDT,2023-02,ema_spread_atr_20,0.080599
LDOUSDT,2023-02,ret_kurt_50,0.044343
LDOUSDT,2023-02,ret_skew_200,0.045359
LDOUSDT,2023-02,range_realized_vol_50,0.097172
LDOUSDT,2023-02,hurst_diff_100_50,0.059798
LDOUSDT,2023-02,ret_kurt_200,0.081057
LDOUSDT,2023-02,hurst_100,0.032081
LDOUSDT,2023-02,btc_ret_14d,0.104029
LDOUSDT,2023-02,ret_skew_50,0.135698
LDOUSDT,2023-02,vwap_dev_20,0.062507
LDOUSDT,2023-02,ret_autocorr_lag1_50,0.100051
LDOUSDT,2023-02,sym_vs_btc_ret_7d,0.0472
LDOUSDT,2023-02,regime_momentum_signed_5d,0.067915
LDOUSDT,2023-03,max_dd_window_50,0.090064
LDOUSDT,2023-03,ema_spread_atr_20,0.085417
LDOUSDT,2023-03,ret_kurt_50,0.061139
LDOUSDT,2023-03,ret_skew_200,0.035061
LDOUSDT,2023-03,range_realized_vol_50,0.077781
LDOUSDT,2023-03,hurst_diff_100_50,0.020218
LDOUSDT,2023-03,ret_kurt_200,0.090125
LDOUSDT,2023-03,hurst_100,0.026556
LDOUSDT,2023-03,btc_ret_14d,0.093331
LDOUSDT,2023-03,ret_skew_50,0.113887
LDOUSDT,2023-03,vwap_dev_20,0.082671
LDOUSDT,2023-03,ret_autocorr_lag1_50,0.08229
LDOUSDT,2023-03,sym_vs_btc_ret_7d,0.06847
LDOUSDT,2023-03,regime_momentum_signed_5d,0.072991
LDOUSDT,2023-04,max_dd_window_50,0.091625
LDOUSDT,2023-04,ema_spread_atr_20,0.096428
LDOUSDT,2023-04,ret_kurt_50,0.046213
LDOUSDT,2023-04,ret_skew_200,0.035603
LDOUSDT,2023-04,range_realized_vol_50,0.07574
LDOUSDT,2023-04,hurst_diff_100_50,0.033659
LDOUSDT,2023-04,ret_kurt_200,0.085639
LDOUSDT,2023-04,hurst_100,0.032618
LDOUSDT,2023-04,btc_ret_14d,0.099174
LDOUSDT,2023-04,ret_skew_50,0.104834
LDOUSDT,2023-04,vwap_dev_20,0.079223
LDOUSDT,2023-04,ret_autocorr_lag1_50,0.076988
LDOUSDT,2023-04,sym_vs_btc_ret_7d,0.059102
LDOUSDT,2023-04,regime_momentum_signed_5d,0.083155
LDOUSDT,2023-05,max_dd_window_50,0.08886
LDOUSDT,2023-05,ema_spread_atr_20,0.092827
LDOUSDT,2023-05,ret_kurt_50,0.045853
LDOUSDT,2023-05,ret_skew_200,0.066227
LDOUSDT,2023-05,range_realized_vol_50,0.068149
LDOUSDT,2023-05,hurst_diff_100_50,0.06646
LDOUSDT,2023-05,ret_kurt_200,0.085488
LDOUSDT,2023-05,hurst_100,0.038819
LDOUSDT,2023-05,btc_ret_14d,0.090198
LDOUSDT,2023-05,ret_skew_50,0.095154
LDOUSDT,2023-05,vwap_dev_20,0.091772
LDOUSDT,2023-05,ret_autocorr_lag1_50,0.057407
LDOUSDT,2023-05,sym_vs_btc_ret_7d,0.059389
LDOUSDT,2023-05,regime_momentum_signed_5d,0.053397
LDOUSDT,2023-06,max_dd_window_50,0.095755
LDOUSDT,2023-06,ema_spread_atr_20,0.083685
LDOUSDT,2023-06,ret_kurt_50,0.077979
LDOUSDT,2023-06,ret_skew_200,0.02733
LDOUSDT,2023-06,range_realized_vol_50,0.071663
LDOUSDT,2023-06,hurst_diff_100_50,0.077169
LDOUSDT,2023-06,ret_kurt_200,0.089837
LDOUSDT,2023-06,hurst_100,0.03502
LDOUSDT,2023-06,btc_ret_14d,0.070151
LDOUSDT,2023-06,ret_skew_50,0.103636
LDOUSDT,2023-06,vwap_dev_20,0.084658
LDOUSDT,2023-06,ret_autocorr_lag1_50,0.073422
LDOUSDT,2023-06,sym_vs_btc_ret_7d,0.059488
LDOUSDT,2023-06,regime_momentum_signed_5d,0.050209
LDOUSDT,2023-07,max_dd_window_50,0.10243
LDOUSDT,2023-07,ema_spread_atr_20,0.099214
LDOUSDT,2023-07,ret_kurt_50,0.072148
LDOUSDT,2023-07,ret_skew_200,0.035607
LDOUSDT,2023-07,range_realized_vol_50,0.06365
LDOUSDT,2023-07,hurst_diff_100_50,0.063311
LDOUSDT,2023-07,ret_kurt_200,0.102005
LDOUSDT,2023-07,hurst_100,0.033126
LDOUSDT,2023-07,btc_ret_14d,0.053722
LDOUSDT,2023-07,ret_skew_50,0.100252
LDOUSDT,2023-07,vwap_dev_20,0.080256
LDOUSDT,2023-07,ret_autocorr_lag1_50,0.083374
LDOUSDT,2023-07,sym_vs_btc_ret_7d,0.062381
LDOUSDT,2023-07,regime_momentum_signed_5d,0.048525
LDOUSDT,2023-08,max_dd_window_50,0.097003
LDOUSDT,2023-08,ema_spread_atr_20,0.09987
LDOUSDT,2023-08,ret_kurt_50,0.08259
LDOUSDT,2023-08,ret_skew_200,0.044508
LDOUSDT,2023-08,range_realized_vol_50,0.072282
LDOUSDT,2023-08,hurst_diff_100_50,0.052478
LDOUSDT,2023-08,ret_kurt_200,0.069894
LDOUSDT,2023-08,hurst_100,0.056728
LDOUSDT,2023-08,btc_ret_14d,0.06489
LDOUSDT,2023-08,ret_skew_50,0.078237
LDOUSDT,2023-08,vwap_dev_20,0.076382
LDOUSDT,2023-08,ret_autocorr_lag1_50,0.088166
LDOUSDT,2023-08,sym_vs_btc_ret_7d,0.06597
LDOUSDT,2023-08,regime_momentum_signed_5d,0.051002
LDOUSDT,2023-09,max_dd_window_50,0.085
LDOUSDT,2023-09,ema_spread_atr_20,0.106987
LDOUSDT,2023-09,ret_kurt_50,0.06948
LDOUSDT,2023-09,ret_skew_200,0.037411
LDOUSDT,2023-09,range_realized_vol_50,0.070162
LDOUSDT,2023-09,hurst_diff_100_50,0.054425
LDOUSDT,2023-09,ret_kurt_200,0.096494
LDOUSDT,2023-09,hurst_100,0.074951
LDOUSDT,2023-09,btc_ret_14d,0.060146
LDOUSDT,2023-09,ret_skew_50,0.073323
LDOUSDT,2023-09,vwap_dev_20,0.07908
LDOUSDT,2023-09,ret_autocorr_lag1_50,0.07752
LDOUSDT,2023-09,sym_vs_btc_ret_7d,0.064083
LDOUSDT,2023-09,regime_momentum_signed_5d,0.050938
