,sma200,macross_50_200,donchian_55,tsmom_42,tsmom_21,tsmom_84
sma200,1.0,0.6750585752070926,0.4345802005779028,0.462634946789348,0.2895788408762299,0.6422042640646496
macross_50_200,0.6750585752070926,1.0,0.2826044750719843,0.3102447764579388,0.1536845534298315,0.49030412010539604
donchian_55,0.4345802005779028,0.2826044750719843,1.0,0.7459370220213115,0.5804847657573877,0.5072861643462849
tsmom_42,0.462634946789348,0.3102447764579388,0.7459370220213115,1.0,0.471651423000617,0.5379942627013489
tsmom_21,0.2895788408762299,0.1536845534298315,0.5804847657573877,0.471651423000617,1.0,0.34118482362825747
tsmom_84,0.6422042640646496,0.49030412010539604,0.5072861643462849,0.5379942627013489,0.34118482362825747,1.0
