symbol,rho_composite_vs_uniqueness,rho_composite_vs_inv_concurrency,rho_uniqueness_vs_inv_concurrency,rho_composite_vs_baseline_abs_pnl,rho_uniqueness_vs_baseline_abs_pnl,verdict_orthogonal_to_uniqueness,verdict_orthogonal_to_inv_conc
BTCUSDT,0.9999997434828485,0.11649409463002318,0.11605218365148201,0.2179538932046277,0.2179084485153914,False,True
ETHUSDT,0.9999997434828485,0.11649409463002318,0.11605218365148201,0.28052452621239343,0.28049777544596216,False,True
LINKUSDT,0.999999735180139,0.11734729677378429,0.11689828873876405,0.3497807103424061,0.3497691272046063,False,True
LTCUSDT,0.9999940639665963,0.20143646608715662,0.19942005848026548,0.3349400600321042,0.3349040906878603,False,True
DOTUSDT,0.9999996406947328,0.128198883568739,0.1276858153505493,0.36184725494575226,0.3617639764166754,False,True
PORTFOLIO_POOLED,0.29724944317178514,0.1268162697478899,0.13967447729582133,-0.020401731370997784,0.28356855086368243,True,True
