model,month,num_leaves_mean,num_leaves_std,num_leaves_cv,learning_rate_mean,learning_rate_std,learning_rate_cv,min_child_samples_mean,min_child_samples_std,min_child_samples_cv
A,2024-12,38.0,14.053469322555197,0.369828140067242,0.12095546656916929,0.11178443457824737,0.9241784414458242,67.0,37.83516882478523,0.5647040123102273
A,2025-01,39.0,20.346989949375804,0.5217176910096359,0.1216727409837794,0.07827030188680643,0.6432854331541763,69.0,23.345235059857504,0.33833673999793484
A,2025-02,47.6,10.310189135025603,0.2166006120803698,0.050949414842098736,0.04008994553870936,0.7868578208985363,69.6,25.26459973955653,0.36299712269477774
A,2025-03,43.4,4.560701700396551,0.10508529263586525,0.035911071818905085,0.029695290924330504,0.826911852536177,69.6,22.467754671973786,0.32281256712606016
A,2025-04,38.0,16.64331697709324,0.43798202571297995,0.0717187997438539,0.07402927748415393,1.0322157892847061,74.8,17.66918221084383,0.23621901351395494
A,2025-05,34.0,7.280109889280518,0.21412087909648583,0.06572262956952485,0.05471974472078802,0.832586052615296,82.6,9.6591925128346,0.11693937666869977
A,2025-06,35.0,9.848857801796104,0.2813959371941744,0.05145208162282601,0.026264716331391394,0.5104694601848608,90.0,8.093207028119323,0.08992452253465914
A,2025-07,35.4,18.742998692845283,0.5294632399108837,0.05742151160340818,0.04342451879470952,0.7562413036882177,88.0,13.583077707206124,0.15435315576370595
A,2025-08,31.8,16.55898547616973,0.5207228137160292,0.0171086949350746,0.006747474816499514,0.39438863350508935,71.4,8.96102672688794,0.1255045760068339
A,2025-09,48.0,14.815532390029054,0.30865692479227197,0.11636714900424465,0.06576223034162682,0.5651271076446845,56.4,17.314733610425545,0.30699882287988556
A,2025-10,36.8,16.52876280911551,0.4491511632911824,0.13570839917483637,0.10316970239381346,0.760230781743269,29.2,5.06951674225463,0.17361358706351473
A,2025-11,37.0,17.902513789968157,0.48385172405319343,0.01874517944579446,0.0045175425222803685,0.24099756075121986,90.4,8.792041856133308,0.09725710017846578
A,2025-12,40.2,17.28293956478469,0.4299238697707634,0.07131830378275855,0.03772469580355385,0.5289623252743979,69.8,29.02068228005675,0.41576908710683025
A,2026-01,45.4,12.541929676090517,0.27625395762313915,0.02463478466022721,0.017303638264105366,0.7024067189043484,73.4,22.210357943986406,0.3025934324793788
A,2026-02,41.0,17.219175357722563,0.41997988677372106,0.03249970544120525,0.026805122856130553,0.8247804862300465,60.6,25.50098037331114,0.42080825698533236
A,2026-03,39.6,5.128352561983234,0.12950385257533417,0.03125318445646569,0.010766997415297696,0.3445088109435904,49.8,23.68966019173766,0.4756959877858968
A,2026-04,38.4,16.831518053936787,0.43832078265460384,0.050387765558320606,0.05829898665317054,1.1570067854208221,48.4,21.92715211786519,0.45304033301374363
A,2026-05,31.6,15.485477067239485,0.49004674263416087,0.053477926545812536,0.04283386679182204,0.800963492014371,48.6,14.38054240979804,0.29589593435798434
C,2022-01,38.8,12.397580409095962,0.3195252682756691,0.06306216634066546,0.02487969895200085,0.3945265504771796,79.8,19.485892332659546,0.24418411444435523
C,2022-02,32.6,14.310835055998654,0.43898267042940653,0.022235614279076256,0.012024676190082177,0.5407845287817128,54.6,8.734987120768983,0.159981449098333
C,2022-03,43.8,11.7983049630021,0.26936769321922605,0.0972313803113287,0.08537715535993064,0.8780823134111478,52.0,10.535653752852738,0.20260872601639882
C,2022-04,36.8,17.253985046939157,0.46885828931899887,0.07868939639233119,0.06124369919074664,0.77829672101431,41.4,24.089416763383877,0.5818699701300454
C,2022-05,30.0,14.628738838327793,0.48762462794425976,0.07290702806034408,0.056205901861210085,0.7709257030020382,57.0,38.961519477556315,0.6835354294308126
C,2022-06,37.8,9.67987603226405,0.25608137651492197,0.10459512752230564,0.11858753125399651,1.1337768217616724,62.6,21.547621678505497,0.34421120892181306
C,2022-07,47.2,12.029131306956458,0.25485447684229784,0.12109622799341506,0.11963421923362318,0.9879268843958428,65.0,27.97320146139873,0.43035694555998044
C,2022-08,39.4,11.523888232710346,0.29248447291143015,0.06658358564008422,0.08594628007395204,1.290802819459624,66.8,12.497999839974396,0.18709580598764067
C,2022-09,38.0,18.81488772222678,0.49512862426912574,0.03367743969003921,0.014352509695179407,0.426175796832455,36.2,11.606032913963324,0.32060864403213596
C,2022-10,34.8,18.130085493455347,0.5209794682027399,0.04875885119853877,0.05865448445869663,1.2029505006150436,70.8,23.015212360523638,0.32507362091135084
C,2022-11,39.8,17.10847743079436,0.4298612419797578,0.07095310538508423,0.08148186564579775,1.1483904080529064,54.0,19.144189719076646,0.3545220318347527
C,2022-12,38.2,13.9534941860453,0.3652747169121806,0.04889562862620463,0.059033150607110285,1.2073298220256985,52.2,18.102486017119308,0.34679091986818594
C,2023-01,41.2,18.390214789392754,0.44636443663574643,0.11686363297651907,0.11515058164789102,0.9853414506720646,65.2,20.37645700312005,0.3125223466736204
C,2023-02,47.2,16.513630733427462,0.3498650579115988,0.06440752983597813,0.054760146540303166,0.8502134250414007,63.4,38.161498922343185,0.6019163867877474
C,2023-03,35.0,14.543039572248986,0.415515416349971,0.08959428179703935,0.09421217273254943,1.051542250720544,91.8,4.919349550499538,0.05358768573528908
C,2023-04,43.0,8.74642784226795,0.20340529865739418,0.028303658949561827,0.025648824932104675,0.9062017380089209,85.0,10.173494974687902,0.11968817617279884
C,2023-05,44.0,15.968719422671311,0.36292544142434796,0.09838490836276845,0.1146191335052758,1.1650072700443845,65.0,25.971137826441105,0.39955596656063236
C,2023-06,34.6,9.208691546577072,0.2661471545253489,0.04666685809555607,0.060588726228751,1.2983245219699215,72.8,31.815090758946454,0.4370204774580557
C,2023-07,35.0,12.30853362509117,0.3516723892883192,0.1654344832706097,0.09123215015527197,0.5514699738024923,96.6,4.277849927241487,0.04428416073748952
C,2023-08,37.8,14.720733677368123,0.3894373988721726,0.0535304447963336,0.06576469693232817,1.228547552379623,86.8,26.724520575681055,0.3078861817474776
C,2023-09,38.2,17.426990560621764,0.45620394137753306,0.06354962044657986,0.05879592264063623,0.9251970700605583,74.6,34.911316216951775,0.4679801101468067
C,2023-10,46.4,10.922453936730518,0.23539771415367497,0.057987874893611256,0.054000895025104426,0.931244594222126,53.8,24.242524621004307,0.4506045468588161
C,2023-11,43.0,12.549900398011133,0.29185814879095656,0.0897535963378539,0.0671605135048127,0.7482765732528927,81.2,33.7594431233692,0.41575668871144333
C,2023-12,50.0,4.301162633521313,0.08602325267042626,0.15147373726507282,0.06609556813811424,0.43635001902969955,86.0,14.089002803605371,0.1638256139954113
C,2024-01,42.8,13.64551208273255,0.31882037576477923,0.04374118541562325,0.02367152998836279,0.5411725759930575,65.4,6.228964600958975,0.09524410704830237
C,2024-02,34.6,16.37986568931504,0.4734065228125734,0.04327277621636784,0.025781603556926887,0.5957926856371893,67.0,23.695991222145572,0.3536715107782921
C,2024-03,34.6,11.760102040373628,0.33988734220733025,0.14139448716526173,0.09412180195868762,0.6656681165276136,72.6,30.63168294429805,0.42192400749721837
C,2024-04,47.2,10.449880382090505,0.2213957708070022,0.11395850633025897,0.07480508921138816,0.6564239179706188,63.8,7.362064927722384,0.11539286720568001
C,2024-05,32.6,10.597169433391164,0.32506654703653876,0.13306834309440946,0.10499793997834203,0.7890527343821212,54.8,15.546703830716016,0.283698975013066
C,2024-06,38.0,17.705931209625774,0.46594555814804667,0.05213405462361855,0.047822847916312784,0.9173053632902621,84.0,14.017845768876187,0.16687911629614507
C,2024-07,40.2,16.57407614318216,0.4122904513229393,0.0691794039188052,0.1047990119070096,1.514887466073148,77.0,28.48683906648823,0.3699589489154316
C,2024-08,37.8,17.99166473676074,0.47596996658097196,0.16466077935976745,0.055242984455228995,0.3354957062029238,74.4,10.526157893552615,0.14148061684882546
C,2024-09,34.8,11.77709641634983,0.3384223108146503,0.13154382660525532,0.09359731639289948,0.7115295244813881,76.8,9.257429448826494,0.12053944594826164
C,2024-10,49.6,4.505552130427524,0.09083774456507104,0.06677446583728473,0.08785880536896779,1.3157545218416442,57.4,10.16366075781753,0.17706726058915556
C,2024-11,41.2,16.976454282328806,0.41204986122157294,0.13318229685283234,0.08567058910627515,0.6432580840751074,91.2,6.300793600809346,0.06908764913168142
C,2024-12,35.0,14.679918255903198,0.41942623588294853,0.07718138015079891,0.05418660591505497,0.7020683720501476,59.2,35.08133406813373,0.5925901025022589
C,2025-01,39.6,21.419617176784463,0.5408994236561733,0.10024268966267405,0.10598927587188957,1.0573267360298622,56.4,16.786899654194638,0.29764006479068505
C,2025-02,43.8,13.007690033207279,0.2969792245024493,0.09876072638526501,0.10773534442506741,1.0908723372972418,77.4,22.63404515326414,0.2924295239439811
C,2025-03,48.6,9.528903399657278,0.19606797118636374,0.12528010133817816,0.12191255007396107,0.9731198232740346,82.8,11.519548602267365,0.13912498311917107
C,2025-04,39.4,17.052858997833766,0.43281368014806515,0.12783127169232164,0.08285712416271905,0.6481757011863942,65.0,20.26079958935481,0.3117046090669971
C,2025-05,45.0,7.416198487095663,0.16480441082434807,0.10556560310054133,0.07480519405366383,0.7086133348039408,67.2,19.018412131405714,0.2830120852887755
C,2025-06,39.0,16.0,0.41025641025641024,0.045840656225515405,0.045150423535953985,0.9849427834068128,77.4,25.754611237601704,0.3327469152144923
C,2025-07,41.0,7.44983221287567,0.18170322470428463,0.0492264336850476,0.051548643960817084,1.0471740506457783,66.8,33.23702754459249,0.49756029258372
C,2025-08,40.4,17.03819239238717,0.421737435455128,0.16738660769492453,0.07408286009709401,0.44258534847731634,51.2,22.151749366585026,0.4326513548161138
C,2025-09,44.6,9.91463564635635,0.22230124767615134,0.1328721871807173,0.08031985106575797,0.6044895682835132,59.2,19.929877069364977,0.3366533288744084
C,2025-10,43.4,11.844830095868831,0.272922352439374,0.08004246229880782,0.08829705577400462,1.1031276804601717,42.6,15.565988564816564,0.3653987926013278
C,2025-11,30.6,13.221195104830727,0.4320651995042721,0.02361206334200981,0.012593531794338812,0.5333516013373051,53.6,22.23285856564558,0.4147921374187608
C,2025-12,37.6,13.48332303254654,0.3585990168230463,0.030445988008063408,0.016777465175466626,0.5510566834297915,58.6,29.728773940409987,0.5073169614404435
C,2026-01,38.0,16.077935190813527,0.42310355765298757,0.07099213856875838,0.07139648507610143,1.0056956518777276,68.2,23.731835158706122,0.3479741225616733
C,2026-02,37.2,16.813684902483452,0.4519807769484799,0.01781951697037042,0.0036460178568781705,0.20460811945355326,67.4,20.19405853215247,0.299615111753004
C,2026-03,33.2,13.845576911057192,0.41703544912822865,0.05480108069098201,0.09183443002659035,1.6757777195022086,42.0,9.192388155425117,0.21886638465297897
C,2026-04,45.8,15.188811671753653,0.3316334426147086,0.05879496092077894,0.0806124382220252,1.3710773331517883,24.6,4.33589667773576,0.17625596250958372
C,2026-05,39.8,19.395875850293535,0.48733356407772704,0.020049414314019964,0.008995389912443854,0.4486609818898123,49.6,22.23285856564558,0.4482431162428544
D,2022-01,41.2,15.122830422906949,0.367058990847256,0.10526516088710625,0.10655304904702644,1.0122347047120501,80.6,22.378561169118985,0.27764964229676165
D,2022-02,41.6,7.05691150575094,0.16963729581132067,0.14939883661602346,0.1081040027241608,0.7235933369548497,30.4,6.6932802122726045,0.22017369119317778
D,2022-03,44.0,13.2664991614216,0.30151134457776363,0.13281069071852747,0.07170216622642445,0.5398824886649113,76.4,27.226825007701503,0.356372055074627
D,2022-04,40.0,13.92838827718412,0.34820970692960296,0.0350010838524085,0.02619016442302923,0.7482672403365311,82.8,5.974947698515862,0.07216120408835583
D,2022-05,38.0,17.98610574860495,0.4733185723317092,0.0558724630225201,0.08401536182988327,1.5036989115017145,64.2,20.921281031523858,0.32587665158136847
D,2022-06,43.8,14.754660280738422,0.3368643899711969,0.09194666936182758,0.11295561374917935,1.228490542758842,50.0,25.622255950637914,0.5124451190127582
D,2022-07,41.0,11.916375287812984,0.2906432997027557,0.14624876845835721,0.0775404140084662,0.5301953296826907,80.6,15.517731793016658,0.19252768973966078
D,2022-08,32.6,17.271363582531635,0.5297964289120133,0.08207556429298836,0.07687716683225757,0.936663274806447,77.0,11.937336386313323,0.1550303426793938
D,2022-09,32.2,11.584472366059664,0.35976622254843676,0.08571196974778493,0.10052102496084102,1.1727769791854399,72.4,14.690132742763083,0.20290238594976634
D,2022-10,42.0,18.16590212458495,0.4325214791567845,0.054446588714565626,0.06451506338156443,1.184923884208475,48.0,19.403607911932255,0.40424183149858867
D,2022-11,32.0,7.516648189186454,0.2348952559120767,0.06783198620227288,0.062171888224396135,0.9165570950407009,83.2,11.945710527214361,0.14357825152901876
D,2022-12,35.6,5.412947441089743,0.1520490854238692,0.028634615100365312,0.010424661593670323,0.364058031062458,89.8,5.890670590009256,0.06559766804019215
D,2023-01,31.6,9.762171889492626,0.30892949017381727,0.02918079006383171,0.022950733436117605,0.786501441047822,82.0,8.660254037844387,0.1056128541200535
D,2023-02,29.2,10.986355173577815,0.37624504019102106,0.0953660732879203,0.08994742820373963,0.943180578822605,88.2,9.093954035511725,0.10310605482439597
D,2023-03,37.8,12.477980605851252,0.3301053070331019,0.05710029661943798,0.047489845929718014,0.8316917554076524,87.8,12.296340919151518,0.1400494409926141
D,2023-04,45.6,14.74109900923266,0.3232697151147513,0.03407680583542112,0.011754522219205194,0.34494201938923985,65.0,25.288337232803585,0.3890513420431321
D,2023-05,29.4,12.876334882255899,0.43797057422639113,0.01868056412774231,0.005817680637830123,0.3114296012715348,45.6,34.37004509743914,0.753729059154367
D,2023-06,39.0,15.47578754054216,0.3968150651421067,0.022700932768537165,0.007446205774655569,0.3280132076764614,59.6,29.821133445930588,0.5003545880189696
D,2023-07,44.4,13.55728586406586,0.30534427621769955,0.02289643214804877,0.00779696271104687,0.34053177633229315,85.8,10.66302021005306,0.12427762482579326
D,2023-08,36.6,6.87749954561976,0.18790982365081313,0.03211625298753305,0.012027810354556042,0.37450851938502977,61.8,24.08734107368433,0.38976280054505386
D,2023-09,41.0,18.66815470259447,0.4553208464047432,0.025494046105393936,0.012393888034606303,0.48614833374699395,64.2,21.981810662454535,0.3423958047111298
D,2023-10,21.6,4.979959839195493,0.23055369625905056,0.03586940374871108,0.02841547841004013,0.7921926611635189,77.2,11.519548602267365,0.14921695080657207
D,2023-11,39.4,21.14946807841748,0.5367885299090731,0.046093213076237365,0.04303769685044054,0.9337100622440215,58.4,21.18490028298458,0.36275514183192775
D,2023-12,25.4,10.261578825892242,0.4039991663737103,0.034158855363344134,0.020473245699491115,0.5993539737125078,55.4,18.1190507477627,0.32705867775744946
D,2024-01,41.6,12.095453691366853,0.2907560983501647,0.02531667957422485,0.011213352401257044,0.44292350299655664,37.2,11.256109452204168,0.3025835874248432
D,2024-02,28.2,14.989996664442591,0.5315601654057657,0.049315929924041164,0.04051882598357589,0.8216173971774433,50.8,26.432934002868468,0.5203333465131589
D,2024-03,31.8,12.19426094521517,0.38346732532123173,0.023179356253927964,0.010282163998689304,0.44359143912579074,64.6,8.61974477580398,0.13343258166879227
D,2024-04,33.8,11.256109452204168,0.3330209897101825,0.0649511461674882,0.06717151937261966,1.034185281340622,56.4,34.355494465951146,0.6091399728005522
D,2024-05,43.8,11.903780911962384,0.271775819907817,0.02212517189594181,0.012644071450742254,0.571479015404234,40.6,11.844830095868831,0.29174458364208944
D,2024-06,32.0,19.87460691435179,0.6210814660734935,0.017752236254627136,0.005017192436694641,0.2826231222213993,47.0,26.448062310876388,0.5627247300186465
D,2024-07,33.4,17.994443586840912,0.538755796013201,0.05637551795961494,0.06447969535678302,1.1437534889342138,45.4,18.447222013083703,0.40632647605911243
D,2024-08,31.6,13.813037319865606,0.4371214341729622,0.0951471957432544,0.10652075323356103,1.119536444573701,48.4,29.84627279912854,0.6166585289076144
D,2024-09,40.2,18.606450494385005,0.46284702722350757,0.026380730115581973,0.018378955956853522,0.6966810954939362,43.8,18.566098136118963,0.4238835190894741
D,2024-10,42.2,8.408329203831164,0.1992495071997906,0.03352059017430925,0.028295337566621212,0.8441181202205454,70.0,19.235384061671343,0.2747912008810192
D,2024-11,28.2,15.22169504358828,0.5397764199854,0.022330005226598296,0.008397725900376648,0.3760736200085493,43.6,7.733045971672482,0.17736343971725874
D,2024-12,30.2,16.739175606940744,0.5542773379781704,0.07938706095413421,0.05695479515816747,0.7174317133502781,30.6,8.324662155306964,0.2720477828531687
D,2025-01,43.4,19.007893097342485,0.43796988703554113,0.024076177627293117,0.012256436900853125,0.5090690511835668,61.8,24.201239637671456,0.39160581937979705
D,2025-02,40.0,15.231546211727817,0.38078865529319544,0.036430650024646065,0.036857942509498746,1.011728928376617,47.6,19.346834366376324,0.4064461001339564
D,2025-03,45.8,12.477980605851252,0.27244499139413214,0.04507088521273252,0.03554807353802347,0.7887147849490461,79.6,30.69690538148756,0.38563951484280856
D,2025-04,28.0,16.32482771731451,0.583029561332661,0.05094743567907939,0.049304021479852966,0.9677429456984179,56.8,22.30919093109385,0.39276744596996216
D,2025-05,39.8,14.377065069060514,0.36123279067991243,0.022096165386645668,0.01165407475738391,0.5274252139888183,43.6,15.274161188098024,0.3503247978921565
D,2025-06,42.2,16.69431040804022,0.39559977270237484,0.03980463115731708,0.033716728274008206,0.8470554127420983,41.0,22.282279955157193,0.543470242808712
D,2025-07,38.6,13.24009063413087,0.34300752938162876,0.024432416525380175,0.009475898147392787,0.3878412165063292,49.6,27.52816739269071,0.5550033748526352
D,2025-08,38.2,15.658863304850707,0.4099178875615368,0.13377206253073526,0.04854029923846553,0.36285827040539936,33.0,7.745966692414834,0.23472626340651012
D,2025-09,45.8,14.754660280738422,0.3221541546012756,0.07707351061452344,0.12317935671685948,1.5982061247077544,50.6,26.1113002357217,0.5160336014964763
D,2025-10,34.2,15.801898620102586,0.46204381930124516,0.029855791537098136,0.0206522020558381,0.6917318547785323,64.6,29.988331063932186,0.4642156511444611
D,2025-11,27.6,12.521980673998822,0.453694951956479,0.04649466108623488,0.04168486750027952,0.8965517013440638,62.4,23.870483866063545,0.3825398055458901
D,2025-12,23.0,7.416198487095663,0.32244341248242014,0.10917753767885877,0.08616454298790882,0.7892149321168818,66.2,11.031772296417289,0.16664308604859954
D,2026-01,46.6,10.334408546211051,0.22176842373843458,0.0586553206850202,0.04895257122272499,0.8345802333193422,43.8,19.070920271449932,0.4354091386175784
D,2026-02,40.0,19.03943276465977,0.4759858191164943,0.06933442858185147,0.05724091794794832,0.8255771211898518,71.4,26.321094202179363,0.3686427759408874
D,2026-03,38.6,19.578048932414077,0.5072033402179813,0.06988941133486365,0.07201812510068925,1.0304583158617007,60.6,23.52232981658067,0.38815725769935094
D,2026-04,38.0,18.601075237738275,0.48950197994048095,0.08757533176366258,0.0769133167059317,0.8782532153403174,51.6,23.201293067413292,0.44963746254676923
D,2026-05,39.4,21.52440475367437,0.5463046891795525,0.029035832940663548,0.02125786247189914,0.7321251129713016,41.0,22.34949663862701,0.5451096741128539
E,2022-08,42.4,9.813256340277675,0.23144472500654895,0.1405107834684979,0.0764849056014826,0.5443347742675585,55.6,24.357750306627253,0.438089034291857
E,2022-09,37.8,15.642889758609181,0.4138330623970683,0.06617623804692911,0.07992543985389106,1.207766446276557,32.6,12.581732790041283,0.3859427236208982
E,2022-10,43.8,23.402991261802413,0.5343148689909227,0.14712581094041774,0.1248131609476331,0.8483430619674158,37.4,18.915602025840997,0.5057647600492245
E,2022-11,38.0,18.479718612576328,0.4863083845414823,0.0744177152586897,0.08261937191427832,1.1102110784653647,25.0,2.1213203435596424,0.0848528137423857
E,2022-12,35.8,11.691877522451216,0.3265887576103692,0.15655460297839818,0.13625456320552057,0.8703325268840632,40.6,28.005356630473393,0.6897871091249604
E,2023-01,35.6,13.685759021698432,0.38443143319377615,0.15387815372190858,0.08859613200319234,0.5757551014246304,48.2,14.720733677368122,0.3054094123935295
E,2023-02,29.0,12.083045973594572,0.41665675771015764,0.09956189292768394,0.08347128856981291,0.8383859136792595,25.8,7.362064927722384,0.28535135378768933
E,2023-03,35.2,12.794530081249565,0.3634809682173172,0.04922885696146761,0.04379567476523006,0.8896341997034339,46.8,7.5630681604756145,0.16160402052298323
E,2023-04,34.0,12.288205727444508,0.3614178155130738,0.051540007749158956,0.039129790455862054,0.7592119629920037,72.4,24.5010203869145,0.3384118837971616
E,2023-05,31.0,12.449899597988733,0.40160966445124946,0.11560231398328435,0.07317150122425772,0.6329587938424661,71.6,18.311198759229285,0.2557429994305766
E,2023-06,42.8,18.130085493455347,0.4236001283517605,0.08787788352082135,0.07426977846909984,0.8451475558295931,44.4,22.029525641738182,0.4961604874265356
E,2023-07,52.6,14.117365193264641,0.26839097325598177,0.09603796813198649,0.08886312245916272,0.9252915715275934,38.6,32.959065520733446,0.8538618010552707
E,2023-08,43.4,16.00937225502612,0.36887954504668474,0.09307555563863609,0.0817151889740023,0.8779446806770601,55.6,22.831995094603535,0.4106473937878333
E,2023-09,40.2,11.519548602267365,0.2865559353797852,0.12418187918768608,0.08608672078978566,0.6932309395936573,63.0,28.178005607210743,0.4472699302731864
E,2023-10,44.0,13.416407864998739,0.30491836056815314,0.09765279552846437,0.07416247374974659,0.7594505958421774,68.6,22.412050330123748,0.3267062730338739
E,2023-11,37.6,15.725775020646836,0.4182386973576286,0.1066552795454827,0.08105540716442339,0.759975572797197,52.0,10.41633332799983,0.2003141024615352
E,2023-12,37.4,16.80178561939177,0.4492456047965714,0.18633490448883744,0.07524107939084186,0.40379487459553903,67.4,17.529974329701687,0.26008863990655323
E,2024-01,38.0,11.40175425099138,0.3000461644997731,0.20014863180140186,0.09096888034719988,0.45450663103939704,72.6,20.019990009987517,0.27575743815409803
E,2024-02,42.6,9.762171889492624,0.22915896454208037,0.04866988282972591,0.025803090129279206,0.5301654458374729,90.4,8.61974477580398,0.09535115902438031
E,2024-03,44.2,11.840608092492547,0.26788706091612097,0.06572215535618543,0.06880476933803631,1.0469037262266347,85.2,12.45792920191795,0.14621982631359096
E,2024-04,32.8,7.259476565152614,0.22132550503514067,0.18450961395670087,0.06683304479552496,0.3622198505667502,61.6,27.826246602802904,0.45172478251303416
E,2024-05,41.6,13.277801022759755,0.3191779092009556,0.03280490652662792,0.019335640120553013,0.589413053344876,75.8,4.764451699828639,0.06285556332227756
E,2024-06,45.4,18.32484652050325,0.40363098062782493,0.05602147583699686,0.019771732988244237,0.35293131237336817,66.4,28.236501199688323,0.4252485120434988
