variant,n_pooled,rho_pooled_vs_baseline_abs_pnl,rho_pooled_vs_uniqueness_only,mean,std,min,max,kish_n_eff_pooled,kish_ratio_pooled,frac_below_0p5,frac_above_1p5
afml_literal,27774,-0.020401731370997784,0.29724944317178514,1.0,5.600502809669079,0.6315949476721394,264.98186054776994,858.1324856972824,0.030896971473222526,0.0,0.005796788363217398
afml_inverse_c,27774,-0.021218604754565214,0.301342747262874,1.0,1.143641356274947,0.9641525742234486,78.79450357128216,12034.235818789026,0.43329141710913177,0.0,0.0047886512565708935
afml_capped_p95,27774,-0.02119741151692903,0.2995678682913865,1.0,1.407600428553819,0.9006690645049433,66.19446190445328,9315.948408554445,0.33541975979529215,0.0,0.00608482753654497
abs_pnl_x_uniq,27774,0.9342786056788985,0.3189274756077022,1.0,0.37752568616524834,0.3463459812351024,4.724704680543324,24309.301198441455,0.8752538776712557,0.05508749189889825,0.09415280478145027
abs_pnl_x_inv_c,27774,0.9346409948385541,0.3156428662778395,0.9999999999999999,0.4884488972579377,0.34431647275276134,27.969774801205542,22424.024171979454,0.8073746731468083,0.057067761215525314,0.09098437387484698
sqrt_uniq_x_abs_pnl,27774,0.9369258170265656,0.3139908588631447,1.0,0.37369290143176076,0.34692797576831447,4.61305870716755,24370.71742233782,0.8774651624662569,0.05497947720890041,0.09393677540145459
inv_concurrency_only,27774,-0.09271375974010157,0.034004867977151645,0.9999999999999998,0.3344320489848379,0.9865649961330767,21.774374746399126,24980.10524059052,0.8994061078919321,0.0,0.003024411319939512
log_inv_c,27774,-0.09271375974010157,0.034004867977151645,0.9999999999999999,0.2503600716371407,0.9884998281316553,15.461881605731964,26135.803511221213,0.9410169047030033,0.0,0.003024411319939512
