symbol,month,mode,n_actual,kish_n_eff,kish_ratio
DOTUSDT,2024-03,uniqueness_only,93,92.99999999999997,0.9999999999999997
DOTUSDT,2024-03,composite,93,92.99999999999999,0.9999999999999999
DOTUSDT,2024-04,baseline_abs_pnl,90,83.02615776547654,0.9225128640608504
DOTUSDT,2024-04,uniform,90,90.0,1.0
DOTUSDT,2024-04,uniqueness_only,90,89.99999999999997,0.9999999999999997
DOTUSDT,2024-04,composite,90,90.00000000000001,1.0000000000000002
DOTUSDT,2024-05,baseline_abs_pnl,93,88.0065407052296,0.946306889303544
DOTUSDT,2024-05,uniform,93,93.0,1.0
DOTUSDT,2024-05,uniqueness_only,93,92.99999999999997,0.9999999999999997
DOTUSDT,2024-05,composite,93,92.99999999999999,0.9999999999999999
DOTUSDT,2024-06,baseline_abs_pnl,90,86.23531618744343,0.9581701798604826
DOTUSDT,2024-06,uniform,90,90.0,1.0
DOTUSDT,2024-06,uniqueness_only,90,89.99999999999997,0.9999999999999997
DOTUSDT,2024-06,composite,90,90.00000000000001,1.0000000000000002
DOTUSDT,2024-07,baseline_abs_pnl,93,87.89696343143666,0.945128639047706
DOTUSDT,2024-07,uniform,93,93.0,1.0
DOTUSDT,2024-07,uniqueness_only,93,92.99999999999997,0.9999999999999997
DOTUSDT,2024-07,composite,93,92.99999999999999,0.9999999999999999
DOTUSDT,2024-08,baseline_abs_pnl,93,88.11745593255735,0.9474995261565307
DOTUSDT,2024-08,uniform,93,93.0,1.0
DOTUSDT,2024-08,uniqueness_only,93,92.99999999999997,0.9999999999999997
DOTUSDT,2024-08,composite,93,92.99999999999999,0.9999999999999999
DOTUSDT,2024-09,baseline_abs_pnl,90,87.23016083025226,0.969224009225025
DOTUSDT,2024-09,uniform,90,90.0,1.0
DOTUSDT,2024-09,uniqueness_only,90,89.99999999999997,0.9999999999999997
DOTUSDT,2024-09,composite,90,90.00000000000001,1.0000000000000002
DOTUSDT,2024-10,baseline_abs_pnl,93,88.8464344090458,0.9553380043983419
DOTUSDT,2024-10,uniform,93,93.0,1.0
DOTUSDT,2024-10,uniqueness_only,93,92.99999999999997,0.9999999999999997
DOTUSDT,2024-10,composite,93,92.99999999999999,0.9999999999999999
DOTUSDT,2024-11,baseline_abs_pnl,90,81.62974280466247,0.9069971422740275
DOTUSDT,2024-11,uniform,90,90.0,1.0
DOTUSDT,2024-11,uniqueness_only,90,89.99999999999997,0.9999999999999997
DOTUSDT,2024-11,composite,90,90.00000000000001,1.0000000000000002
DOTUSDT,2024-12,baseline_abs_pnl,93,83.67555994432605,0.8997372037024307
DOTUSDT,2024-12,uniform,93,93.0,1.0
DOTUSDT,2024-12,uniqueness_only,93,92.99999999999997,0.9999999999999997
DOTUSDT,2024-12,composite,93,92.99999999999999,0.9999999999999999
DOTUSDT,2025-01,baseline_abs_pnl,93,88.95803499549059,0.9565380107042
DOTUSDT,2025-01,uniform,93,93.0,1.0
DOTUSDT,2025-01,uniqueness_only,93,92.99999999999997,0.9999999999999997
DOTUSDT,2025-01,composite,93,92.99999999999999,0.9999999999999999
DOTUSDT,2025-02,baseline_abs_pnl,84,75.89998558258114,0.9035712569354898
DOTUSDT,2025-02,uniform,84,84.0,1.0
DOTUSDT,2025-02,uniqueness_only,84,83.99999999999999,0.9999999999999998
DOTUSDT,2025-02,composite,84,84.00000000000007,1.0000000000000009
DOTUSDT,2025-03,baseline_abs_pnl,69,62.47470892888704,0.9054305641867687
DOTUSDT,2025-03,uniform,69,69.0,1.0
DOTUSDT,2025-03,uniqueness_only,69,60.39411573612626,0.8752770396540037
DOTUSDT,2025-03,composite,69,60.39411573612626,0.8752770396540037
