model,month,seeds_present,mean_sharpe,std_sharpe,std_over_abs_mean
A,2022-01,5,0.2462768505970228,0.012810389073828565,0.05201621282217025
A,2022-02,5,0.04335069834553303,0.015205753808833542,0.3507614499686689
A,2022-03,5,0.07549169414395426,0.01512874554696824,0.20040278229972433
A,2022-04,5,0.11092243121818243,0.010765087634861748,0.09705059217181251
A,2022-05,5,0.05403159537679324,0.029407661000530792,0.5442678639313598
A,2022-06,5,0.14716240719523946,0.09360844984599599,0.6360894173320109
A,2022-07,5,0.05760108068738592,0.009901665435233981,0.17190068861680838
A,2022-08,5,0.1841022724996913,0.013510643742392482,0.07338662124561844
A,2022-09,5,0.07781814229818343,0.03814417191219915,0.49017068238455724
A,2022-10,5,0.16196787701820148,0.07486132205006035,0.4621985755956266
A,2022-11,5,0.059336831184559166,0.0,0.0
A,2022-12,5,0.07607768368412521,0.03313333732338477,0.4355197965931047
A,2023-01,5,0.1189173542728138,0.030172880562368432,0.25372983402529653
A,2023-02,5,0.0901363482491038,0.03846854470804505,0.4267817085481664
A,2023-03,5,0.08197294422779017,0.03847280961239343,0.4693354615333009
A,2023-04,5,0.1627808009076522,0.02273818302489615,0.13968590213409648
A,2023-05,5,0.09802000960710829,0.03565923196854686,0.36379543433508194
A,2023-06,5,-0.011702477948562075,0.011360951740270344,0.9708159067000254
A,2023-07,5,0.03302452454714463,0.015000164524182721,0.4542128836031848
A,2023-08,5,0.0196150687016603,0.019625307347996057,1.0005219786120296
A,2023-09,5,0.25037377468240346,0.03942037452956279,0.15744610065318193
A,2023-10,5,0.18523564772085893,0.1270993863763293,0.6861497122187943
A,2023-11,5,0.09976303592826814,0.04017817494413215,0.4027360892768055
A,2023-12,5,0.06409797653234713,0.011834615386857438,0.18463321351314552
A,2024-01,5,0.1746794921729097,0.1116820519204165,0.6393541138181577
A,2024-02,5,0.24843905031622535,0.12069787942994256,0.4858249106825695
A,2024-03,5,0.1433491782754175,0.015326308162856028,0.10691591223082922
A,2024-04,5,0.15531372695247175,0.04604524441243377,0.29646603243591135
A,2024-05,5,0.006316684794053115,0.027136713290677725,4.296037268825851
A,2024-06,5,-0.011275653868374475,0.00926572793403561,0.8217463964572176
A,2024-07,5,0.08079607202691146,0.031248943043195768,0.3867631465151847
A,2024-08,5,0.1483342060839034,0.03991726800818468,0.2691035942552992
A,2024-09,5,0.27386331728769725,0.14679469424348165,0.5360144458093735
A,2024-10,5,0.20680921797944132,0.18163994238295014,0.8782971289075072
A,2024-11,5,0.05073190458309927,0.02366132270851361,0.4663992590649967
A,2024-12,5,0.04116205599857305,0.016290924538065552,0.39577528728473393
A,2025-01,5,-0.0062015758160724665,0.021525326597735036,3.4709446818256087
A,2025-02,5,0.018947200968348565,0.024536509385834664,1.2949938846810713
A,2025-03,5,0.21462671098154415,0.025263758270315163,0.11771022420637851
A,2025-04,5,0.06001788783981047,0.047148967521062894,0.7855819192922099
A,2025-05,5,0.19934632051143264,0.08497443969163018,0.42626540321197876
A,2025-06,5,0.059648538232806046,0.008719020118990579,0.1461732404063376
A,2025-07,5,0.0996460133389372,0.015346016819920755,0.1540053265123876
A,2025-08,5,0.30859415403707025,0.016757624526801837,0.054303117241776416
A,2025-09,5,0.05283289491999006,0.005433376698356932,0.10284079088577708
A,2025-10,5,-0.014516315224675619,0.024705836065496378,1.7019357655929144
A,2025-11,5,0.15510324859250146,0.07072335021636643,0.45597594414141485
A,2025-12,5,0.07344704341260586,0.032639263211830374,0.44439179162695114
A,2026-01,5,0.09079935683828841,0.0603492390329823,0.6646439042565349
A,2026-02,5,0.070336414270436,0.08754682913009945,1.2446871231378278
A,2026-03,5,0.043529393052548805,0.02480519309533131,0.5698492755317404
A,2026-04,5,0.08226978023629176,0.023824306279327807,0.28958757651838435
A,2026-05,5,0.006780326605102043,0.017319481574937474,2.554372758666958
C,2022-01,5,0.0700675704463152,0.04055768011952793,0.5788366838065644
C,2022-02,5,0.02691641075771244,0.020181672892634495,0.7497906416386435
C,2022-03,5,0.012622918205423082,0.005945454982531676,0.47100479348565993
C,2022-04,5,0.007485222317739794,0.011683836152256597,1.5609203917118388
C,2022-05,5,0.0530244587735728,0.010753577834332841,0.20280410367323515
C,2022-06,5,0.027524070611409223,0.02162743650010858,0.7857644606951276
C,2022-07,5,0.0247860865893521,0.011927138577110648,0.4812029738585053
C,2022-08,5,0.03331698535143353,0.08076070973628872,2.424010122296789
C,2022-09,5,0.029815629531742282,0.010157164140293266,0.3406657615422729
C,2022-10,5,0.01254647200442823,0.006949684301495513,0.5539154193340285
C,2022-11,5,0.042495799842215055,0.030480764369456962,0.7172653411073714
C,2022-12,5,0.03390896036390158,0.023573111527254925,0.695188271013762
C,2023-01,5,0.09993229987967778,0.07238551212350294,0.7243455040127947
C,2023-02,5,0.10462911163981534,0.04468304106505632,0.42706126779396963
C,2023-03,5,0.07724238267369161,0.013427694031367229,0.17383842349985712
C,2023-04,5,0.14443242665746575,0.03378270194056831,0.23389970467426244
C,2023-05,5,0.13258002722761372,0.03568228129343142,0.26913768264786964
C,2023-06,5,0.14665539877043582,0.06230080133809684,0.42481082769832557
C,2023-07,5,0.13716205262467812,0.02368326090694454,0.1726662765229241
C,2023-08,5,0.10134669400544323,0.034160539395245354,0.33706614439155386
C,2023-09,5,0.07741319893926461,0.03708011101684491,0.47898952019715046
C,2023-10,5,0.08984850362193413,0.03373060200459172,0.37541640255383496
C,2023-11,5,0.17067389872761438,0.025272414381611555,0.1480742783168319
C,2023-12,5,0.05397061371281546,0.010743709612201148,0.1990659151917338
C,2024-01,5,0.0484952558964974,0.007272130869122118,0.14995551079559005
C,2024-02,5,0.10480304316479346,0.0771125138574065,0.7357850643339997
C,2024-03,5,0.051018323114017175,0.024308245982958294,0.4764610927849107
C,2024-04,5,0.05744966287204188,0.01683134808775367,0.29297557629262805
C,2024-05,5,0.045805666053057414,0.029147660525820355,0.6363330792321231
C,2024-06,5,0.10020917573294692,0.012308102637709631,0.12282410814864086
C,2024-07,5,0.011777965457546783,0.015776424480228847,1.3394863940715698
C,2024-08,5,0.06557165453748941,0.009735691573445187,0.1484740875019248
C,2024-09,5,0.0663374006770091,0.03422685299025846,0.5159510719587275
C,2024-10,5,0.06355296738639891,0.05088698515715835,0.8007019538170104
C,2024-11,5,0.0377960030666221,0.05383297916794562,1.4243034924368996
C,2024-12,5,0.04765333027969998,0.04969522669260912,1.0428489761560058
C,2025-01,5,0.0130493471511883,0.010455327182120952,0.8012145788587491
C,2025-02,5,-0.011124230093453901,0.012393978233357184,1.1141425635065272
C,2025-03,5,0.04001012796620034,0.06008209964495427,1.5016722689742528
C,2025-04,5,0.045541930168827904,0.013732692454046435,0.30153953517424814
C,2025-05,5,0.019214663404745078,0.01921668208791851,1.0001050595126706
C,2025-06,5,0.032940511934917364,0.024353071340724664,0.7393045799907589
C,2025-07,5,0.05796321232358757,0.04344354986988926,0.7495021088092858
C,2025-08,5,0.023800056357215445,0.02077543918958157,0.8729155459870621
C,2025-09,5,0.035025194099283716,0.009543779873473544,0.27248328293114926
C,2025-10,5,0.12237153867645414,0.011286812337423159,0.09223396599813194
C,2025-11,5,0.1029691677009518,0.04767168709133935,0.46297050035200676
C,2025-12,5,0.07345948511703451,0.05502324133595717,0.7490284099908269
C,2026-01,5,0.2499816012276228,0.11744586449705258,0.4698180342884966
C,2026-02,5,0.47932100055646265,0.06208210420093254,0.12952093509122065
C,2026-03,5,0.24607570351438782,0.09161526669270748,0.3723052108935688
C,2026-04,5,0.08497473649921039,0.026888245218429568,0.31642634418383186
C,2026-05,5,0.37187430816036177,0.14601781796923563,0.3926536863801545
D,2022-01,5,0.07846537163868675,0.01766398549855191,0.22511822896716924
D,2022-02,5,0.07786379755364756,0.00864371499393023,0.11101070414623403
D,2022-03,5,0.1280146115416224,0.0053648567740327766,0.041908159618860845
D,2022-04,5,0.2214216795338299,0.058544310682646004,0.2644018905732368
D,2022-05,5,0.17786031017239026,0.05238835754985135,0.29454776897147084
D,2022-06,5,0.059143994191846,0.029087968895147163,0.49181610563524353
D,2022-07,5,0.13151179762159665,0.017395847195904337,0.1322759441396885
D,2022-08,5,0.0814285294319161,0.023959488353556487,0.29423948241125314
D,2022-09,5,0.13273292909707707,0.012169698367989232,0.09168560093395259
D,2022-10,5,0.05557053588518916,0.009046935692176615,0.16280094384671634
D,2022-11,5,0.13925630415077866,0.0066207014531991055,0.04754327995112231
D,2022-12,5,0.1885815885283036,0.05712127804582632,0.30289954863357815
D,2023-01,5,0.3080749540527661,0.05719278140841436,0.18564567049685762
D,2023-02,5,0.12087610517920844,0.025571852987266653,0.21155424349050914
D,2023-03,5,0.11112492383096666,0.03242438642882694,0.29178320498242166
D,2023-04,5,0.2764774030766711,0.07177670227450844,0.259611460017236
D,2023-05,5,0.35105558995252667,0.1134919520917274,0.3232876938580438
D,2023-06,5,0.2114581960256586,0.07326902872806261,0.3464941539516967
D,2023-07,5,0.20308810260822444,0.09868914264777669,0.48594251155202867
D,2023-08,5,0.2512665484983229,0.050159965175111,0.19962850397272758
D,2023-09,5,0.24357648233468238,0.09492026454871723,0.3896938802913393
D,2023-10,5,0.36595781989747583,0.1143963073490759,0.31259424209359526
D,2023-11,5,0.11920596691302174,0.056789368613344236,0.4763970301485027
D,2023-12,5,0.13314642652075157,0.08395879325926689,0.6305748900154032
D,2024-01,5,0.2923719088210695,0.1587678087126925,0.5430337317729721
D,2024-02,5,0.2127238027632167,0.07134504237922226,0.3353881486343894
D,2024-03,5,0.20658670743901825,0.04032855742732309,0.19521370918420566
D,2024-04,5,0.12941959827920294,0.04741811561442992,0.3663905331565982
D,2024-05,5,0.3348359773422162,0.11973267580744745,0.3575860537981428
D,2024-06,5,0.44307168899083454,0.1375346795012875,0.31041179772633265
D,2024-07,5,0.32652461164327573,0.07208038873373059,0.22075024718956732
D,2024-08,5,0.22526415304124175,0.021230487092633837,0.09424707307401424
D,2024-09,5,0.19526325716812512,0.0370591283205669,0.18979058763041293
D,2024-10,5,0.2797270532647248,0.08949128955585843,0.3199236130770902
D,2024-11,5,0.3087923547202155,0.039056400457868706,0.126481112180566
D,2024-12,5,0.1418327204965287,0.007142238741354669,0.050356777451289685
D,2025-01,5,0.11406258067309998,0.014640948005310173,0.12835890542640538
D,2025-02,5,0.34160699176112785,0.15884779649443226,0.4650015963534733
D,2025-03,5,0.31293818436477844,0.06764672313423353,0.21616640766145906
D,2025-04,5,0.27864315195702194,0.049047977985200525,0.17602434382728238
D,2025-05,5,0.16297411496963385,0.09242906438179152,0.5671395386869464
D,2025-06,5,0.1630138283295092,0.046805049935889874,0.28712318712790513
D,2025-07,5,0.2495654916730179,0.12545386724949822,0.5026891595007398
D,2025-08,5,0.07702404490097228,0.01417361041455039,0.18401539977253875
D,2025-09,5,0.13365360064682258,0.028629234762481786,0.21420473989424396
D,2025-10,5,0.21861665701938254,0.032447069760062675,0.14841993378933574
D,2025-11,5,0.2206335726928875,0.0557171944116426,0.2525327117337603
D,2025-12,5,0.079536105879597,0.033715849887277015,0.42390621862122085
D,2026-01,5,0.0836145418134644,0.0110726005591593,0.132424340539486
D,2026-02,5,0.15330087584384883,0.017022553723135925,0.11104015961705904
D,2026-03,5,0.01710217854287085,0.0179238510774385,1.0480449044844156
D,2026-04,5,-0.01463405243324804,0.012239646008605574,0.8363811776974053
D,2026-05,5,0.05876853417924438,0.01340739687666699,0.22813903841423624
E,2022-08,5,-0.00040388934737975863,0.008200257866677505,20.30322889146957
E,2022-09,5,-0.002579109647100748,0.004121011876064701,1.5978428372354194
E,2022-10,5,0.09526288978880881,0.008451271829473417,0.08871525783239725
E,2022-11,5,0.1432375577970668,0.0339655931160002,0.23712770336479266
E,2022-12,5,0.0057742361404822615,0.01483577515716141,2.56930523730232
E,2023-01,5,0.09897003252291003,0.08296047941600339,0.8382383768217851
E,2023-02,5,0.18886867922686126,0.026324938882722904,0.13938223632676794
E,2023-03,5,0.18355721385497226,0.048188915752800016,0.2625280409348219
E,2023-04,5,0.06734532306628568,0.03776796821642908,0.5608105581326764
E,2023-05,5,0.0761959746785158,0.07008192504338821,0.9197588893517822
E,2023-06,5,0.1693809962524811,0.042415113393661566,0.2504124685300419
E,2023-07,5,0.13583175821888416,0.009786977143431354,0.07205220098572433
E,2023-08,5,0.07966254612267205,0.0,0.0
E,2023-09,5,0.10655682560958198,0.0,0.0
E,2023-10,5,0.15505671836606877,0.0511340067475404,0.32977614440942604
E,2023-11,5,0.1356639722977733,0.028155591199705787,0.20753919204065585
E,2023-12,5,-0.028041428023274344,0.004151185188412123,0.14803758157275887
E,2024-01,5,0.050231389133135296,0.026516706613411583,0.5278911666792777
E,2024-02,5,0.1260146826159271,0.05657210908210169,0.44893267917457336
E,2024-03,5,0.0957373304975769,0.029295751228408894,0.3060013379958444
E,2024-04,5,0.0014477167211250966,0.03220620997621345,22.2462098463464
E,2024-05,5,0.11137565466493574,0.035726201350159276,0.32077208845719957
E,2024-06,5,0.1793080913359745,0.013985876324104089,0.07799913668088947
E,2024-07,5,0.14922846055128208,0.028885346919287673,0.1935645976148181
E,2024-08,5,0.038320520857032,0.0076599541549026515,0.19989170250270785
E,2024-09,5,0.03789255441202617,0.008345804618584866,0.22024919533891626
E,2024-10,5,0.10312209458218788,0.014125859946720812,0.13698189514044987
E,2024-11,5,0.14192664003737857,0.0488709170815603,0.3443392802696477
E,2024-12,5,0.06048120878916918,0.011221018244547668,0.1855290009771944
E,2025-01,5,0.040980195960789556,0.011222040235074594,0.2738405703528603
E,2025-02,5,0.08433341199771358,0.03357894001752325,0.39816887781599103
E,2025-03,5,0.16103005400472398,0.07908927012004452,0.49114601997043583
E,2025-04,5,0.12937549481601934,0.029678837600460868,0.22940076590753272
E,2025-05,5,0.08354550091359794,0.02075801167378549,0.24846354916530156
E,2025-06,5,0.13246843128622965,0.048272798607689994,0.36440983062134324
E,2025-07,5,0.12875165171411346,0.041892353700257685,0.3253733303031913
E,2025-08,5,0.06277242995610731,0.018958960122141478,0.3020268633124168
E,2025-09,5,0.21127302024851016,0.11624720990837319,0.5502226918119373
E,2025-10,5,0.2760838652792261,0.11600554690747349,0.42018227609986414
E,2025-11,5,0.12462476859353214,0.05431619368462972,0.43583786993245144
E,2025-12,5,0.13016037987406281,0.0614441527471139,0.4720649463881746
E,2026-01,5,0.14869185899329013,0.03501129724437034,0.2354620991452549
E,2026-02,5,0.21865537612106042,0.1139032668415649,0.5209259834457552
E,2026-03,5,0.15809701786402536,0.06418173039309485,0.4059642064108742
E,2026-04,5,0.2136709078152005,0.033022615890877564,0.15454895675099642
E,2026-05,5,0.34366393557107144,0.056216339364584214,0.16357939703847216
