h1_n_trades,h2_n_trades,overlap_worst3,overlap_worst5,h1_worst3,h2_worst3,stability_assessment
311,310,1,3,"{('BTCUSDT', 'short'), ('LTCUSDT', 'short'), ('BTCUSDT', 'long')}","{('ETHUSDT', 'short'), ('BTCUSDT', 'short'), ('ETHUSDT', 'long')}",MODERATE
