feature_name,mean_gain,importance_rank
vol_atr_14,8223.1784,1
trend_aroon_osc_50,7204.056,2
btc_funding_spread_30_90,6590.7165,3
mom_macd_line_12_26_9,5768.6873,4
stat_autocorr_lag5,5710.585,5
interact_natr_x_adx,5482.2255,6
oi_delta_30_z90,5132.624,7
trend_adx_14,4973.9758,8
stat_kurtosis_20,4586.8569,9
vol_natr_14,4242.2256,10
stat_skew_20,3899.1528,11
vol_cmf_14,3493.9374,12
funding_rate_zscore_90,3328.7406,13
mr_pct_from_low_20,2946.4135,14
vol_bb_bandwidth_20,2809.3205,15
vol_mfi_14,2494.3085,16
long_short_zscore_30,2376.9409,17
excess_ret_5d_vs_majors_z90,2196.815,18
trend_minus_di_14,2090.0358,19
trend_plus_di_14,1902.9196,20
funding_rate_zscore_30,1865.1934,21
mom_macd_hist_12_26_9,1862.9777,22
mr_pct_from_high_20,1387.3335,23
trend_supertrend_14_3,1150.1183,24
trend_aroon_osc_14,1081.8689,25
interact_rsi_x_adx,994.0003,26
interact_rsi_x_natr,794.67,27
regime_momentum_signed_5d,760.5734,28
mom_willr_14,708.132,29
interact_stoch_x_adx,702.4052,30
mom_stoch_d_14,596.5441,31
trend_ema_cross_5_12,587.9688,32
mom_rsi_14,584.7247,33
stat_return_5,546.587,34
mom_stoch_k_14,482.4997,35
cal_dow_norm,446.8355,36
mom_roc_10,419.4342,37
vol_range_spike_72,289.0229,38
interact_ret1_x_ret3,283.5117,39
vol_taker_buy_ratio,235.5026,40
vol_volume_pctchg_5,231.5792,41
vol_volume_rel_20,214.5861,42
vol_range_spike_24,204.4617,43
interact_ret1_x_natr,195.6583,44
stat_log_return_1,152.7387,45
mr_rsi_extreme_14,8.282,46
cal_hour_norm,5.8872,47
dot_vs_btc_ret_ratio_30,0.0,48
eth_vs_btc_ret_ratio_30,0.0,49
