timestamp,symbol,event_type,phase,quantity,price,notional,funding_rate,cashflow,fee,slippage,reason,policy_id
2020-04-26T00:00:00Z,ADAUSDT,trade,rebalance,78551.934607547999,0.042290000000000001,3321.9613145532048,0,0,1.6609806572766026,0.8304903286383013,,
2020-04-26T00:00:00Z,BATUSDT,trade,rebalance,-14698.859110375355,0.18279999999999999,-2686.9514453766146,0,0,1.3434757226883074,0.6717378613441537,,
2020-04-26T00:00:00Z,BNBUSDT,trade,rebalance,-165.37738251474269,16.234999999999999,-2684.9018051268476,0,0,1.3424509025634237,0.67122545128171185,,
2020-04-26T00:00:00Z,BTCUSDT,trade,rebalance,0.43983643336597661,7534.0100000000002,3313.7320873436015,0,0,1.6568660436718008,0.8284330218359004,,
2020-04-26T00:00:00Z,DASHUSDT,trade,rebalance,-31.293725187474884,85.849999999999994,-2686.5663073447186,0,0,1.3432831536723593,0.67164157683617964,,
2020-04-26T00:00:00Z,ETCUSDT,trade,rebalance,-467.25674521546023,5.75,-2686.7262849888962,0,0,1.3433631424944481,0.67168157124722405,,
2020-04-26T00:00:00Z,ETHUSDT,trade,rebalance,-13.816080709120609,194.22,-2683.3591953254045,0,0,1.3416795976627021,0.67083979883135103,,
2020-04-26T00:00:00Z,IOSTUSDT,trade,rebalance,784117.40634814603,0.0035330000000000001,2770.286796628,0,0,1.385143398314,0.69257169915700001,,
2020-04-26T00:00:00Z,LINKUSDT,trade,rebalance,876.04476515750844,3.79,3320.2096599469569,0,0,1.6601048299734786,0.83005241498673932,,
2020-04-26T00:00:00Z,NEOUSDT,trade,rebalance,-318.5632186893651,8.4380000000000006,-2688.0364393008631,0,0,1.3440182196504316,0.67200910982521578,,
2020-04-26T00:00:00Z,QTUMUSDT,trade,rebalance,-1810.3804102497354,1.484,-2686.6045288106075,0,0,1.3433022644053036,0.67165113220265182,,
2020-04-26T00:00:00Z,TRXUSDT,trade,rebalance,237717.57237067528,0.01397,3320.9144860183337,0,0,1.6604572430091671,0.83022862150458354,,
2020-04-26T00:00:00Z,XLMUSDT,trade,rebalance,53727.349979364553,0.061749999999999999,3317.6638612257611,0,0,1.6588319306128805,0.82941596530644024,,
2020-04-26T00:00:00Z,XMRUSDT,trade,rebalance,54.778322274390085,60.600000000000001,3319.5663298280392,0,0,1.6597831649140196,0.82989158245700978,,
2020-04-26T00:00:00Z,XRPUSDT,trade,rebalance,-13817.929720041959,0.19420000000000001,-2683.4419516321486,0,0,1.3417209758160744,0.67086048790803721,,
2020-04-26T00:00:00Z,ZECUSDT,trade,rebalance,74.193566753363214,44.780000000000001,3322.3879192156046,0,0,1.6611939596078025,0.83059697980390124,,
2020-04-28T00:00:00Z,ADAUSDT,trade,rebalance,465.65500932083523,0.046489999999999997,21.648301383325627,0,0,0.010824150691662813,0.0054120753458314066,,
2020-04-28T00:00:00Z,ATOMUSDT,trade,rebalance,1329.7382709071067,2.7690000000000001,3682.0452721417787,0,0,1.8410226360708895,0.92051131803544473,,
2020-04-28T00:00:00Z,BATUSDT,trade,rebalance,10038.374451351352,0.18129999999999999,1819.95728803,0,0,0.90997864401499995,0.45498932200749997,,
2020-04-28T00:00:00Z,BNBUSDT,trade,rebalance,21.525035719187173,16.402000000000001,353.05363586610804,0,0,0.176526817933054,0.088263408966526999,,
2020-04-28T00:00:00Z,BTCUSDT,trade,rebalance,-0.74368832480344149,7774,-5781.4330370219541,0,0,2.8907165185109771,1.4453582592554886,,
2020-04-28T00:00:00Z,DASHUSDT,trade,rebalance,31.293725187474884,82.799999999999997,2591.1204455229204,0,0,1.2955602227614602,0.64778011138073011,,
2020-04-28T00:00:00Z,EOSUSDT,trade,rebalance,-861.18051686601825,2.7450000000000001,-2363.9405187972202,0,0,1.1819702593986101,0.59098512969930506,,
2020-04-28T00:00:00Z,ETCUSDT,trade,rebalance,1069.4233595975654,6.1020000000000003,6525.6213402643443,0,0,3.262810670132172,1.631405335066086,,
2020-04-28T00:00:00Z,ETHUSDT,trade,rebalance,13.816080709120609,196.38999999999999,2713.3400904641962,0,0,1.3566700452320981,0.67833502261604905,,
2020-04-28T00:00:00Z,IOSTUSDT,trade,rebalance,-592017.941716342,0.0035430000000000001,-2097.519567501,0,0,1.0487597837505001,0.52437989187525003,,
2020-04-28T00:00:00Z,LINKUSDT,trade,rebalance,-876.04476515750844,3.637,-3186.1748108778584,0,0,1.5930874054389292,0.79654370271946462,,
2020-04-28T00:00:00Z,LTCUSDT,trade,rebalance,-53.115700066693982,44.5,-2363.6486529678823,0,0,1.1818243264839412,0.5909121632419706,,
2020-04-28T00:00:00Z,NEOUSDT,trade,rebalance,445.00210033107868,8.4269999999999996,3750.0326994899997,0,0,1.8750163497449996,0.93750817487249982,,
2020-04-28T00:00:00Z,ONTUSDT,trade,rebalance,7769.4842215557474,0.47310000000000002,3675.7429852180244,0,0,1.8378714926090121,0.91893574630450603,,
2020-04-28T00:00:00Z,QTUMUSDT,trade,rebalance,1086.7898045152722,1.506,1636.7054456000001,0,0,0.81835272280000004,0.40917636140000002,,
2020-04-28T00:00:00Z,TRXUSDT,trade,rebalance,-237717.57237067528,0.01452,-3451.659150822205,0,0,1.7258295754111026,0.8629147877055513,,
2020-04-28T00:00:00Z,VETUSDT,trade,rebalance,842927.08219288103,0.0043530000000000001,3669.2615887856114,0,0,1.8346307943928055,0.91731539719640276,,
2020-04-28T00:00:00Z,XLMUSDT,trade,rebalance,-53727.349979364553,0.067119999999999999,-3606.1797306149488,0,0,1.8030898653074743,0.90154493265373714,,
2020-04-28T00:00:00Z,XMRUSDT,trade,rebalance,-72.273744454297628,62.359999999999999,-4506.9907041699998,0,0,2.2534953520849998,1.1267476760424999,,
2020-04-28T00:00:00Z,XRPUSDT,trade,rebalance,1850.502743996889,0.1973,365.10419139058621,0,0,0.1825520956952931,0.091276047847646549,,
2020-04-28T00:00:00Z,XTZUSDT,trade,rebalance,1339.5205792974266,2.7330000000000001,3660.9097432198669,0,0,1.8304548716099336,0.91522743580496679,,
2020-04-28T00:00:00Z,ZECUSDT,trade,rebalance,-127.34121158350409,44.509999999999998,-5667.9573275817665,0,0,2.8339786637908833,1.4169893318954416,,
2020-04-30T00:00:00Z,ADAUSDT,trade,rebalance,-6363.1987542096322,0.051520000000000003,-327.83199981688028,0,0,0.16391599990844016,0.081957999954220082,,
2020-04-30T00:00:00Z,ATOMUSDT,trade,rebalance,-54.673483968551636,2.9359999999999999,-160.5213489316676,0,0,0.080260674465833806,0.040130337232916903,,
2020-04-30T00:00:00Z,BATUSDT,trade,rebalance,4660.4846590240031,0.19389999999999999,903.66797538475419,0,0,0.45183398769237709,0.22591699384618855,,
2020-04-30T00:00:00Z,BCHUSDT,trade,rebalance,-9.0261959352997856,258.06,-2329.3001230634627,0,0,1.1646500615317312,0.58232503076586561,,
2020-04-30T00:00:00Z,BNBUSDT,trade,rebalance,359.02524537884835,17.327000000000002,6220.8304266793057,0,0,3.1104152133396528,1.5552076066698264,,
2020-04-30T00:00:00Z,BTCUSDT,trade,rebalance,0.30385189143746488,8784.0499999999993,2669.0502069812633,0,0,1.3345251034906316,0.66726255174531579,,
2020-04-30T00:00:00Z,EOSUSDT,trade,rebalance,87.151835067084676,3.0110000000000001,262.41417538699199,0,0,0.13120708769349598,0.065603543846747991,,
2020-04-30T00:00:00Z,ETCUSDT,trade,rebalance,-602.16661438210519,6.75,-4064.6246470792103,0,0,2.032312323539605,1.0161561617698025,,
2020-04-30T00:00:00Z,IOSTUSDT,trade,rebalance,-785874.98738377041,0.0039329999999999999,-3090.8463253803689,0,0,1.5454231626901844,0.77271158134509221,,
2020-04-30T00:00:00Z,IOTAUSDT,trade,rebalance,-12520.825733103984,0.186,-2328.8735863573411,0,0,1.1644367931786705,0.58221839658933527,,
2020-04-30T00:00:00Z,LINKUSDT,trade,rebalance,-598.52830808110605,3.8959999999999999,-2331.866288283989,0,0,1.1659331441419944,0.58296657207099722,,
2020-04-30T00:00:00Z,LTCUSDT,trade,rebalance,5.4222003265504384,48.840000000000003,264.82026394872344,0,0,0.13241013197436172,0.066205065987180858,,
2020-04-30T00:00:00Z,NEOUSDT,trade,rebalance,-126.43888164171356,9.2270000000000003,-1166.6515609080911,0,0,0.58332578045404548,0.29166289022702274,,
2020-04-30T00:00:00Z,ONTUSDT,trade,rebalance,-531.02117084675592,0.51819999999999999,-275.1751707327889,0,0,0.13758758536639445,0.068793792683197227,,
2020-04-30T00:00:00Z,QTUMUSDT,trade,rebalance,723.59060573446311,1.633,1181.6234591643783,0,0,0.59081172958218919,0.2954058647910946,,
2020-04-30T00:00:00Z,TRXUSDT,trade,rebalance,230247.30495739958,0.01626,3743.8211786073171,0,0,1.8719105893036583,0.93595529465182914,,
2020-04-30T00:00:00Z,VETUSDT,trade,rebalance,-1331130.1095656476,0.0047660000000000003,-6344.1661021898763,0,0,3.1720830510949383,1.5860415255474691,,
2020-04-30T00:00:00Z,XLMUSDT,trade,rebalance,51778.032769515819,0.072169999999999998,3736.8206249759564,0,0,1.8684103124879781,0.93420515624398903,,
2020-04-30T00:00:00Z,XMRUSDT,trade,rebalance,17.495422179907543,66.370000000000005,1161.1711700804638,0,0,0.58058558504023183,0.29029279252011592,,
