symbol,trades,wins,win_rate,net_pnl_pct,avg_pnl_pct,pct_of_total_pnl
LDOUSDT,23,9,39.1,31.6531,1.3762,-226.21
BCHUSDT,90,39,43.3,6.1350,0.0682,-43.84
TRXUSDT,87,34,39.1,-8.9103,-0.1024,63.68
MKRUSDT,74,25,33.8,-42.8707,-0.5793,306.37
