symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time
TRXUSDT,1,0.102080,0.099577,0.6200,1702799999999,1702915199999,stop_loss,-2.4524,0.1000,-2.5524,-1.5825,0.099577,0.107087,1703404799999
TRXUSDT,1,0.101990,0.106886,0.5400,1703059199999,1703375999999,take_profit,4.8003,0.1000,4.7003,2.5382,0.099542,0.106886,1703663999999
MKRUSDT,-1,1531.800000,1590.544136,0.6400,1703721599999,1703750399999,stop_loss,-3.8350,0.1000,-3.9350,-2.5184,1590.544136,1414.311727,1704326399999
BCHUSDT,-1,271.320000,283.805730,0.9500,1703779199999,1703923199999,stop_loss,-4.6018,0.1000,-4.7018,-4.4668,283.805730,246.348540,1704383999999
MKRUSDT,-1,1539.100000,1608.979191,0.8500,1703894399999,1703951999999,stop_loss,-4.5403,0.1000,-4.6403,-3.9442,1608.979191,1399.341618,1704499199999
TRXUSDT,1,0.104800,0.109746,0.6100,1703692799999,1704211199999,take_profit,4.7199,0.1000,4.6199,2.8181,0.102327,0.109746,1704297599999
MKRUSDT,1,1643.800000,1805.960194,0.9800,1704182399999,1704239999999,take_profit,9.8650,0.1000,9.7650,9.5697,1562.719903,1805.960194,1704787199999
BCHUSDT,-1,259.790000,227.103016,0.9800,1704067199999,1704297599999,take_profit,12.5821,0.1000,12.4821,12.2324,276.133492,227.103016,1704671999999
TRXUSDT,1,0.104100,0.101301,0.8000,1704556799999,1704700799999,stop_loss,-2.6885,0.1000,-2.7885,-2.2308,0.101301,0.109697,1705161599999
BCHUSDT,1,233.800000,267.599908,0.9400,1704441599999,1704988799999,take_profit,14.4568,0.1000,14.3568,13.4954,216.900046,267.599908,1705046399999
TRXUSDT,1,0.102730,0.107893,0.5500,1704844799999,1705075199999,take_profit,5.0259,0.1000,4.9259,2.7093,0.100148,0.107893,1705449599999
TRXUSDT,-1,0.115530,0.109122,0.9900,1705219199999,1705363199999,take_profit,5.5468,0.1000,5.4468,5.3924,0.118734,0.109122,1705823999999
BCHUSDT,1,259.840000,239.382802,0.9900,1705132799999,1705593599999,stop_loss,-7.8730,0.1000,-7.9730,-7.8933,239.382802,300.754396,1705737599999
MKRUSDT,1,2070.200000,1924.374868,0.8800,1705190399999,1705708799999,stop_loss,-7.0440,0.1000,-7.1440,-6.2867,1924.374868,2361.850264,1705795199999
TRXUSDT,-1,0.115040,0.117632,0.4200,1706342399999,1706860799999,stop_loss,-2.2529,0.1000,-2.3529,-0.9882,0.117632,0.109857,1706947199999
TRXUSDT,-1,0.121160,0.123916,0.8300,1707235199999,1707292799999,stop_loss,-2.2748,0.1000,-2.3748,-1.9711,0.123916,0.115648,1707839999999
BCHUSDT,-1,275.560000,286.542897,0.6000,1707811199999,1707839999999,stop_loss,-3.9857,0.1000,-4.0857,-2.4514,286.542897,253.594207,1708415999999
TRXUSDT,1,0.121830,0.128214,0.9300,1707436799999,1707897599999,take_profit,5.2398,0.1000,5.1398,4.7800,0.118638,0.128214,1708041599999
TRXUSDT,-1,0.131120,0.133615,0.0000,1708041599999,1708156799999,stop_loss,-1.9030,0.1000,-2.0030,0.0000,0.133615,0.126130,1708646399999
BCHUSDT,-1,275.820000,250.681763,0.0000,1707983999999,1708444799999,take_profit,9.1140,0.1000,9.0140,0.0000,288.389118,250.681763,1708588799999
BCHUSDT,-1,264.270000,275.908646,0.5300,1708588799999,1708991999999,stop_loss,-4.4041,0.1000,-4.5041,-2.3872,275.908646,240.992708,1709193599999
BCHUSDT,-1,303.240000,316.939204,0.7100,1709135999999,1709193599999,stop_loss,-4.5176,0.1000,-4.6176,-3.2785,316.939204,275.841591,1709740799999
MKRUSDT,-1,2177.400000,2270.295736,0.0000,1709164799999,1709222399999,stop_loss,-4.2664,0.1000,-4.3664,0.0000,2270.295736,1991.608529,1709769599999
TRXUSDT,1,0.142260,0.139659,0.7300,1709164799999,1709452799999,stop_loss,-1.8284,0.1000,-1.9284,-1.4077,0.139659,0.147462,1709769599999
MKRUSDT,1,2084.400000,2335.073644,0.8200,1709769599999,1709971199999,take_profit,12.0262,0.1000,11.9262,9.7795,1959.063178,2335.073644,1710374399999
TRXUSDT,1,0.135900,0.133193,0.7700,1709683199999,1710143999999,stop_loss,-1.9918,0.1000,-2.0918,-1.6107,0.133193,0.141314,1710287999999
BCHUSDT,1,414.730000,445.280000,0.9900,1709711999999,1710316800000,timeout,7.3662,0.1000,7.2662,7.1936,369.772975,504.644050,1710316799999
TRXUSDT,1,0.128830,0.126424,0.3900,1710431999999,1710489599999,stop_loss,-1.8676,0.1000,-1.9676,-0.7673,0.126424,0.133642,1711036799999
TRXUSDT,1,0.125300,0.122809,0.5400,1710633599999,1710835199999,stop_loss,-1.9878,0.1000,-2.0878,-1.1274,0.122809,0.130281,1711238399999
MKRUSDT,1,2779.200000,3313.532818,1.0000,1710892799999,1711065599999,take_profit,19.2261,0.1000,19.1261,19.1261,2512.033591,3313.532818,1711497599999
