metric,n_windows,min,p10,p25,median,mean,p75,p90,max,frac_lt_0.45_mean_revert,frac_gt_0.55_trending
hurst_100_bar_IS_distribution,5515,-0.0797,-0.038,-0.0209,0.001,0.0007,0.022,0.0375,0.1089,1.0,0.0
