year,rows,ret_std,ret_skew,ret_kurt,natr_30_median,natr_30_p90,ann_realized_vol_pct
2020,986,0.03371417616747048,-0.48235812986747856,5.295171027100431,0.04856247206620163,0.07684060406200795,111.56
2021,1095,0.048591681733588715,0.18732639696962702,3.073000472504003,0.06691273116307506,0.10781075488472015,160.79
2022,1095,0.033570869049652195,0.10177474403280494,2.4378749471925443,0.05096051632498102,0.0804293546410053,111.09
2023,1095,0.019936459762327437,-0.018510722610165408,4.764359255428364,0.029024064171123007,0.04364707155220718,65.97
2024,1098,0.024775519087459185,0.3482296978148923,5.490436101231569,0.03361024436274275,0.05802097117505685,81.98
2025,246,0.029750752438683383,-0.5763311750651374,2.3077265670639004,0.044498138213333,0.06482001023621717,98.45
