iteration,observed_monthly_sharpe,observed_annualized_sharpe,n_trials,n_eff,E_max_SR_v1,DSR_v1_current,DSR_v2_relative,DSR_v3_capped_neff5,PSR_only_v4,DSR_v1_clears_0.95,DSR_v2_clears_0.95,DSR_v3_clears_0.95,PSR_v4_clears_0.95
iter-v3/028 (multi-seed CONFIRMATION),0.5101,1.7670382338817685,1050,19,3.991923217848476,0.013044480159424483,1.0,0.11814846889808883,1.0,False,True,False,True
iter-v3/018 (BOOTSTRAP),0.3788,1.3122016918141814,1500,21,4.059200371881271,0.003007168826618257,1.0,0.05059309948163184,1.0,False,True,False,True
iter-v3/051 (EXPLORATION),0.4506,1.5609241877810722,525,19,3.991923217848476,0.00752862743417617,1.0,0.08220259227664067,1.0,False,True,False,True
iter-v3/052 (EXPLORATION),0.5161,1.7878228435725951,525,19,3.991923217848476,0.013758642922506732,1.0,0.12231156547422328,1.0,False,True,False,True
iter-v3/053 (EXPLORATION),0.4726,1.6371344233141027,525,19,3.991923217848476,0.009266618100793343,1.0,0.09438992232311433,1.0,False,True,False,True
