symbol,close_time,weighted_pnl,cum_wpnl,peak_30d,dd_30d,period,brake_state,action
TRXUSDT,1757721599999,-0.8789,-7.763899999999984,-6.884999999999984,0.8788999999999998,OOS,off,taken
TRXUSDT,1760428799999,-1.6947,-9.458599999999983,-9.458599999999983,0.0,OOS,off,taken
TRXUSDT,1760659199999,-1.7854,-11.243999999999982,-9.458599999999983,1.7853999999999992,OOS,off,taken
TRXUSDT,1761091199999,2.6629,-8.581099999999982,-8.581099999999982,0.0,OOS,off,taken
TRXUSDT,1761321599999,-0.9196,-9.50069999999998,-8.581099999999982,0.9195999999999991,OOS,off,taken
TRXUSDT,1761695999999,-1.0742,-10.57489999999998,-8.581099999999982,1.9937999999999985,OOS,off,taken
TRXUSDT,1762185599999,1.1393,-9.43559999999998,-8.581099999999982,0.854499999999998,OOS,off,taken
TRXUSDT,1762559999999,-1.6916,-11.127199999999979,-8.581099999999982,2.5460999999999974,OOS,off,taken
TRXUSDT,1762819199999,-0.7782,-11.905399999999979,-8.581099999999982,3.3242999999999974,OOS,off,taken
TRXUSDT,1763164799999,-0.7915,-12.696899999999978,-8.581099999999982,4.115799999999997,OOS,off,taken
TRXUSDT,1764316799999,-1.5354,-14.232299999999977,-9.43559999999998,4.796699999999998,OOS,off,taken
TRXUSDT,1768319999999,0.6604,-13.571899999999978,-13.571899999999978,0.0,OOS,off,taken
TRXUSDT,1768521599999,-0.8179,-14.389799999999978,-13.571899999999978,0.8178999999999998,OOS,off,taken
TRXUSDT,1768924799999,2.2549,-12.134899999999977,-12.134899999999977,0.0,OOS,off,taken
TRXUSDT,1769126399999,-1.3461,-13.480999999999977,-12.134899999999977,1.3460999999999999,OOS,off,taken
TRXUSDT,1769903999999,2.0238,-11.457199999999977,-11.457199999999977,0.0,OOS,off,taken
TRXUSDT,1770307199999,2.1195,-9.337699999999977,-9.337699999999977,0.0,OOS,off,taken
TRXUSDT,1771027199999,-0.7143,-10.051999999999977,-9.337699999999977,0.7142999999999997,OOS,off,taken
TRXUSDT,1771804799999,-0.4327,-10.484699999999977,-9.337699999999977,1.1470000000000002,OOS,off,taken
TRXUSDT,1772092799999,0.9038,-9.580899999999977,-9.337699999999977,0.24319999999999986,OOS,off,taken
TRXUSDT,1773763199999,0.6006,-8.980299999999977,-8.980299999999977,0.0,OOS,off,taken
TRXUSDT,1774022399999,1.399,-7.581299999999977,-7.581299999999977,0.0,OOS,off,taken
TRXUSDT,1774223999999,-1.1023,-8.683599999999977,-7.581299999999977,1.1023000000000005,OOS,off,taken
TRXUSDT,1774396799999,-1.3354,-10.018999999999977,-7.581299999999977,2.4377000000000004,OOS,off,taken
