feature_name,mean_gain,importance_rank
trend_aroon_osc_50,18964.8601,1
vol_atr_14,18420.8599,2
trend_adx_14,11464.5609,3
interact_natr_x_adx,11284.2412,4
vol_bb_bandwidth_20,11256.0099,5
stat_skew_20,10784.5023,6
stat_autocorr_lag5,10237.701,7
btc_funding_spread_30_90,9652.2296,8
oi_delta_30_z90,9221.3079,9
long_short_zscore_30,8136.2179,10
stat_kurtosis_20,7691.0877,11
mom_macd_line_12_26_9,7574.2884,12
vol_natr_14,6097.6131,13
mr_pct_from_low_20,5092.2853,14
vol_cmf_14,4322.779,15
trend_minus_di_14,4124.3062,16
mom_macd_hist_12_26_9,4066.7801,17
interact_rsi_x_adx,3726.9082,18
trend_plus_di_14,3580.6231,19
mr_pct_from_high_20,3143.3357,20
funding_rate_zscore_30,3113.341,21
funding_rate_zscore_90,2869.0279,22
vol_mfi_14,2260.9096,23
trend_aroon_osc_14,2030.1242,24
trend_ema_cross_5_12,1904.8908,25
interact_stoch_x_adx,1740.9502,26
trend_supertrend_14_3,1704.2195,27
mom_rsi_14,1680.8124,28
mom_stoch_d_14,1673.0274,29
regime_momentum_signed_5d,1664.3985,30
interact_rsi_x_natr,1391.4442,31
cal_dow_norm,988.8912,32
mom_willr_14,769.563,33
mom_stoch_k_14,721.7808,34
stat_return_5,718.9519,35
mom_roc_10,629.0676,36
vol_volume_rel_20,281.0223,37
interact_ret1_x_ret3,280.1337,38
vol_range_spike_24,274.9254,39
vol_range_spike_72,258.8981,40
vol_volume_pctchg_5,202.771,41
vol_taker_buy_ratio,200.9661,42
interact_ret1_x_natr,164.8066,43
stat_log_return_1,132.1024,44
mr_rsi_extreme_14,13.302,45
cal_hour_norm,3.1444,46
dot_vs_btc_ret_ratio_30,0.0,47
eth_vs_btc_ret_ratio_30,0.0,48
