symbol,baseline_n_trades,baseline_trades_per_month,baseline_pct_take_profit,baseline_pct_stop_loss,baseline_pct_timeout,p_per_feature_kill_at_2_5,p_per_feature_kill_at_2_0,prior_A_iid_kill_rate_2_5,prior_A_iid_kill_rate_2_0,prior_A_iid_survivor_ratio,prior_B_neff8_kill_rate_2_5,prior_B_neff8_kill_rate_2_0,prior_B_neff8_survivor_ratio,expected_n_trades_prior_A_iid,expected_n_trades_prior_B_neff8,heavy_tail_proxy_sl_pct
BCHUSDT,124,4.1429747530186605,0.33064516129032256,0.5967741935483871,0.07258064516129033,0.012419330651552318,0.04550026389635842,0.346165640260071,0.7947053506608912,0.3139857156188111,0.09514155376069255,0.3110201807698204,0.7614227640728298,39,94,0.5967741935483871
LDOUSDT,25,0.8352771679473107,0.4,0.52,0.08,0.012419330651552318,0.04550026389635842,0.346165640260071,0.7947053506608912,0.3139857156188111,0.09514155376069255,0.3110201807698204,0.7614227640728298,8,19,0.52
MKRUSDT,101,3.374519758507135,0.297029702970297,0.6633663366336634,0.039603960396039604,0.012419330651552318,0.04550026389635842,0.346165640260071,0.7947053506608912,0.3139857156188111,0.09514155376069255,0.3110201807698204,0.7614227640728298,32,77,0.6633663366336634
TRXUSDT,107,3.5749862788144897,0.3364485981308411,0.6074766355140186,0.056074766355140186,0.012419330651552318,0.04550026389635842,0.346165640260071,0.7947053506608912,0.3139857156188111,0.09514155376069255,0.3110201807698204,0.7614227640728298,34,81,0.6074766355140186
