symbol,open_time,close_time,net_weighted,net_raw,weight,month,regime
BTCUSDT,1653811199999,1653955199999,6.818200,6.818200,1.0000,2022-05,BTC_FLAT
BTCUSDT,1654041599999,1654127999999,-3.869300,-3.869300,1.0000,2022-06,BTC_UP
XRPUSDT,1654041599999,1654127999999,-4.916500,-4.916500,1.0000,2022-06,BTC_UP
ETHUSDT,1654070399999,1654588799999,10.436700,10.436700,1.0000,2022-06,BTC_UP
BTCUSDT,1654214399999,1654588799999,-4.168300,-4.168300,1.0000,2022-06,BTC_FLAT
XRPUSDT,1654214399999,1654819200000,1.134600,1.134600,1.0000,2022-06,BTC_FLAT
ETHUSDT,1654675199999,1654963199999,11.011800,11.011800,1.0000,2022-06,BTC_UP
BTCUSDT,1654703999999,1655020799999,9.099300,9.099300,1.0000,2022-06,BTC_UP
XRPUSDT,1654905599999,1655020799999,9.116400,9.116400,1.0000,2022-06,BTC_DOWN
XRPUSDT,1655308799999,1655337599999,-9.123400,-9.123400,1.0000,2022-06,BTC_DOWN
XRPUSDT,1655423999999,1656028800000,-7.354700,-7.354700,1.0000,2022-06,BTC_DOWN
BTCUSDT,1655452799999,1655567999999,-10.111600,-10.111600,1.0000,2022-06,BTC_DOWN
BTCUSDT,1655683199999,1656288000000,2.160700,2.160700,1.0000,2022-06,BTC_DOWN
ETHUSDT,1655711999999,1656316800000,13.617400,13.617400,1.0000,2022-06,BTC_DOWN
XRPUSDT,1656172799999,1656604799999,13.583300,13.583300,1.0000,2022-06,BTC_FLAT
BTCUSDT,1656374399999,1656575999999,-5.351000,-5.351000,1.0000,2022-06,BTC_FLAT
ETHUSDT,1656403199999,1656604799999,14.449000,14.449000,1.0000,2022-06,BTC_FLAT
BTCUSDT,1656662399999,1657267199999,11.999500,11.999500,1.0000,2022-07,BTC_FLAT
ETHUSDT,1656691199999,1656979199999,-8.281800,-8.281800,1.0000,2022-07,BTC_DOWN
XRPUSDT,1656691199999,1657151999999,-7.238100,-7.238100,1.0000,2022-07,BTC_DOWN
ETHUSDT,1657065599999,1657209599999,-7.189000,-7.189000,1.0000,2022-07,BTC_DOWN
XRPUSDT,1657238399999,1657267199999,-4.479300,-4.479300,1.0000,2022-07,BTC_FLAT
ETHUSDT,1657295999999,1657612799999,11.845200,11.845200,1.0000,2022-07,BTC_FLAT
BTCUSDT,1657353599999,1657612799999,8.904300,8.904300,1.0000,2022-07,BTC_UP
XRPUSDT,1657353599999,1657583999999,9.419200,9.419200,1.0000,2022-07,BTC_UP
XRPUSDT,1657670399999,1657843199999,-5.012300,-5.012300,1.0000,2022-07,BTC_FLAT
ETHUSDT,1657699199999,1657814399999,-5.811800,-5.811800,1.0000,2022-07,BTC_FLAT
BTCUSDT,1657699199999,1657843199999,-4.600800,-4.600800,1.0000,2022-07,BTC_FLAT
ETHUSDT,1657900799999,1658015999999,-6.181100,-6.181100,1.0000,2022-07,BTC_FLAT
BTCUSDT,1657929599999,1658159999999,9.198400,9.198400,1.0000,2022-07,BTC_UP
XRPUSDT,1657929599999,1658015999999,-5.479000,-5.479000,1.0000,2022-07,BTC_UP
XRPUSDT,1658102399999,1658131199999,-5.352900,-5.352900,1.0000,2022-07,BTC_FLAT
XRPUSDT,1658217599999,1658275199999,-5.847500,-5.847500,1.0000,2022-07,BTC_FLAT
BTCUSDT,1658275199999,1658851199999,10.950200,10.950200,1.0000,2022-07,BTC_UP
ETHUSDT,1658361599999,1658505599999,-8.260700,-8.260700,1.0000,2022-07,BTC_UP
XRPUSDT,1658361599999,1658966400000,0.974100,0.974100,1.0000,2022-07,BTC_UP
ETHUSDT,1658591999999,1658707199999,-7.831400,-7.831400,1.0000,2022-07,BTC_UP
ETHUSDT,1658793599999,1658966399999,-8.280700,-8.280700,1.0000,2022-07,BTC_UP
BTCUSDT,1658937599999,1658966399999,-4.423100,-4.423100,1.0000,2022-07,BTC_FLAT
XRPUSDT,1659052799999,1659196799999,-5.119900,-5.119900,1.0000,2022-07,BTC_FLAT
ETHUSDT,1659196799999,1659801600000,1.108500,1.108500,1.0000,2022-08,BTC_FLAT
BTCUSDT,1659196799999,1659311999999,-4.493400,-4.493400,1.0000,2022-07,BTC_FLAT
XRPUSDT,1659283199999,1659888000000,4.386000,4.386000,1.0000,2022-08,BTC_FLAT
DOTUSDT,1659369599999,1659974399999,-9.294100,-9.294100,1.0000,2022-08,BTC_FLAT
BTCUSDT,1659398399999,1660003200000,2.250600,2.250600,1.0000,2022-08,BTC_FLAT
ETHUSDT,1659887999999,1660175999999,9.255100,9.255100,1.0000,2022-08,BTC_FLAT
XRPUSDT,1660003199999,1660492799999,-3.385400,-3.385400,1.0000,2022-08,BTC_FLAT
DOTUSDT,1660060799999,1660665600000,1.050700,1.050700,1.0000,2022-08,BTC_FLAT
BTCUSDT,1660089599999,1660204799999,6.188600,6.188600,1.0000,2022-08,BTC_DOWN
ETHUSDT,1660262399999,1660377599999,-5.212500,-5.212500,1.0000,2022-08,BTC_FLAT
BTCUSDT,1660291199999,1660895999999,-3.686000,-3.686000,1.0000,2022-08,BTC_FLAT
ETHUSDT,1660492799999,1660895999999,8.725500,8.725500,1.0000,2022-08,BTC_UP
XRPUSDT,1660579199999,1660895999999,-3.815500,-3.815500,1.0000,2022-08,BTC_FLAT
DOTUSDT,1660751999999,1661039999999,15.118300,15.118300,1.0000,2022-08,BTC_FLAT
ETHUSDT,1660982399999,1661587200000,8.375300,8.375300,1.0000,2022-08,BTC_DOWN
XRPUSDT,1660982399999,1661587200000,-1.681700,-1.681700,1.0000,2022-08,BTC_DOWN
DOTUSDT,1661126399999,1661731200000,7.615100,7.615100,1.0000,2022-08,BTC_DOWN
BTCUSDT,1661183999999,1661529599999,-3.832000,-3.832000,1.0000,2022-08,BTC_DOWN
XRPUSDT,1661673599999,1661759999999,-4.396100,-4.396100,1.0000,2022-08,BTC_DOWN
ETHUSDT,1661759999999,1662134399999,11.934200,11.934200,1.0000,2022-09,BTC_DOWN
BTCUSDT,1661759999999,1662364800000,-0.831200,-0.831200,1.0000,2022-09,BTC_DOWN
DOTUSDT,1661846399999,1662451200000,-3.865600,-3.865600,1.0000,2022-09,BTC_FLAT
XRPUSDT,1661846399999,1662451200000,-0.551800,-0.551800,1.0000,2022-09,BTC_FLAT
ETHUSDT,1662220799999,1662739199999,11.965400,11.965400,1.0000,2022-09,BTC_DOWN
BTCUSDT,1662451199999,1662508799999,-2.997200,-2.997200,1.0000,2022-09,BTC_FLAT
XRPUSDT,1662537599999,1662595199999,-3.966200,-3.966200,1.0000,2022-09,BTC_DOWN
DOTUSDT,1662566399999,1662710399999,-6.924600,-6.924600,1.0000,2022-09,BTC_DOWN
BTCUSDT,1662595199999,1662710399999,6.852300,6.852300,1.0000,2022-09,BTC_DOWN
XRPUSDT,1662681599999,1662739199999,-4.061100,-4.061100,1.0000,2022-09,BTC_FLAT
DOTUSDT,1662796799999,1663113599999,-6.380100,-6.380100,1.0000,2022-09,BTC_UP
ETHUSDT,1662825599999,1663257599999,9.692600,9.692600,1.0000,2022-09,BTC_UP
XRPUSDT,1662825599999,1663257599999,7.857400,7.857400,1.0000,2022-09,BTC_UP
BTCUSDT,1662998399999,1663084799999,-3.547000,-3.547000,1.0000,2022-09,BTC_UP
DOTUSDT,1663199999999,1663372799999,-7.003500,-7.003500,1.0000,2022-09,BTC_FLAT
ETHUSDT,1663343999999,1663804799999,14.674700,14.674700,1.0000,2022-09,BTC_FLAT
BTCUSDT,1663343999999,1663948800000,4.728200,4.728200,1.0000,2022-09,BTC_FLAT
XRPUSDT,1663343999999,1663430399999,8.515800,8.515800,1.0000,2022-09,BTC_FLAT
XRPUSDT,1663603199999,1663631999999,-7.472100,-7.472100,1.0000,2022-09,BTC_DOWN
XRPUSDT,1663747199999,1663862399999,-8.362600,-8.362600,1.0000,2022-09,BTC_DOWN
ETHUSDT,1663891199999,1664496000000,-0.784200,-0.784200,1.0000,2022-09,BTC_DOWN
BTCUSDT,1664035199999,1664640000000,0.986600,0.986600,1.0000,2022-10,BTC_DOWN
XRPUSDT,1664092799999,1664697600000,3.037100,3.037100,1.0000,2022-10,BTC_DOWN
DOTUSDT,1664179199999,1664265599999,-6.379300,-6.379300,1.0000,2022-09,BTC_FLAT
DOTUSDT,1664351999999,1664956800000,1.740700,1.740700,1.0000,2022-10,BTC_DOWN
ETHUSDT,1664611199999,1665216000000,0.025700,0.025700,1.0000,2022-10,BTC_FLAT
AAVEUSDT,1664611199999,1665216000000,0.270800,0.270800,1.0000,2022-10,BTC_FLAT
BTCUSDT,1664726399999,1664870399999,-3.747000,-3.747000,1.0000,2022-10,BTC_FLAT
XRPUSDT,1664783999999,1665187199999,16.092900,16.092900,1.0000,2022-10,BTC_FLAT
BTCUSDT,1664956799999,1665158399999,-3.395500,-3.395500,1.0000,2022-10,BTC_UP
DOTUSDT,1665043199999,1665475199999,-4.054300,-4.054300,1.0000,2022-10,BTC_UP
BTCUSDT,1665244799999,1665503999999,-2.978600,-2.978600,1.0000,2022-10,BTC_FLAT
XRPUSDT,1665273599999,1665359999999,-5.527700,-5.527700,1.0000,2022-10,BTC_FLAT
AAVEUSDT,1665302399999,1665475199999,-3.425500,-3.425500,1.0000,2022-10,BTC_FLAT
ETHUSDT,1665359999999,1665446399999,-2.847000,-2.847000,1.0000,2022-10,BTC_FLAT
XRPUSDT,1665475199999,1665647999999,-6.014300,-6.014300,1.0000,2022-10,BTC_FLAT
ETHUSDT,1665532799999,1665676799999,-3.027500,-3.027500,1.0000,2022-10,BTC_FLAT
DOTUSDT,1665561599999,1665647999999,-3.294600,-3.294600,1.0000,2022-10,BTC_FLAT
AAVEUSDT,1665561599999,1665647999999,-3.620200,-3.620200,1.0000,2022-10,BTC_FLAT
BTCUSDT,1665590399999,1665676799999,-2.342900,-2.342900,1.0000,2022-10,BTC_FLAT
DOTUSDT,1665734399999,1666310399999,-4.797700,-4.797700,1.0000,2022-10,BTC_FLAT
AAVEUSDT,1665734399999,1665993599999,-4.970900,-4.970900,1.0000,2022-10,BTC_FLAT
XRPUSDT,1665734399999,1665993599999,-6.512300,-6.512300,1.0000,2022-10,BTC_FLAT
ETHUSDT,1665791999999,1666396800000,-0.388000,-0.388000,1.0000,2022-10,BTC_FLAT
BTCUSDT,1665791999999,1666396800000,-0.171000,-0.171000,1.0000,2022-10,BTC_FLAT
XRPUSDT,1666079999999,1666166399999,-4.837000,-4.837000,1.0000,2022-10,BTC_FLAT
XRPUSDT,1666252799999,1666310399999,-4.717000,-4.717000,1.0000,2022-10,BTC_FLAT
AAVEUSDT,1666281599999,1666569599999,-4.429900,-4.429900,1.0000,2022-10,BTC_FLAT
XRPUSDT,1666396799999,1667001600000,2.697700,2.697700,1.0000,2022-10,BTC_FLAT
ETHUSDT,1666483199999,1666569599999,-2.705200,-2.705200,1.0000,2022-10,BTC_FLAT
BTCUSDT,1666540799999,1666742399999,3.241300,3.241300,1.0000,2022-10,BTC_FLAT
AAVEUSDT,1666655999999,1666915199999,-5.481800,-5.481800,1.0000,2022-10,BTC_FLAT
ETHUSDT,1666684799999,1666713599999,-2.937100,-2.937100,1.0000,2022-10,BTC_FLAT
BTCUSDT,1666886399999,1666972799999,-2.572400,-2.572400,1.0000,2022-10,BTC_UP
AAVEUSDT,1667001599999,1667548799999,-5.416800,-5.416800,1.0000,2022-11,BTC_UP
BTCUSDT,1667059199999,1667231999999,-2.685300,-2.685300,1.0000,2022-10,BTC_UP
XRPUSDT,1667087999999,1667577599999,-3.999200,-3.999200,1.0000,2022-11,BTC_UP
DOTUSDT,1667145599999,1667577599999,-4.883900,-4.883900,1.0000,2022-11,BTC_UP
ETHUSDT,1667145599999,1667577599999,-4.852200,-4.852200,1.0000,2022-11,BTC_UP
BTCUSDT,1667318399999,1667577599999,-2.456200,-2.456200,1.0000,2022-11,BTC_UP
AAVEUSDT,1667635199999,1667836799999,12.353900,12.353900,1.0000,2022-11,BTC_UP
BTCUSDT,1667663999999,1667894399999,5.148600,5.148600,1.0000,2022-11,BTC_UP
DOTUSDT,1667692799999,1667951999999,11.718100,11.718100,1.0000,2022-11,BTC_FLAT
XRPUSDT,1667692799999,1667894399999,9.073900,9.073900,1.0000,2022-11,BTC_FLAT
ETHUSDT,1667779199999,1667894399999,8.557200,8.557200,1.0000,2022-11,BTC_FLAT
DOTUSDT,1668211199999,1668816000000,-1.997000,-1.997000,1.0000,2022-11,BTC_DOWN
BTCUSDT,1668211199999,1668816000000,-2.260800,-2.260800,1.0000,2022-11,BTC_DOWN
XRPUSDT,1668211199999,1668383999999,-11.776700,-11.776700,1.0000,2022-11,BTC_DOWN
AAVEUSDT,1668268799999,1668873600000,2.188000,2.188000,1.0000,2022-11,BTC_DOWN
ETHUSDT,1668499199999,1669104000000,13.540400,13.540400,1.0000,2022-11,BTC_DOWN
XRPUSDT,1668499199999,1669104000000,-6.183800,-6.183800,1.0000,2022-11,BTC_DOWN
DOTUSDT,1668902399999,1669103999999,10.228500,10.228500,1.0000,2022-11,BTC_FLAT
BTCUSDT,1668902399999,1669017599999,-3.345400,-3.345400,1.0000,2022-11,BTC_FLAT
AAVEUSDT,1668959999999,1669075199999,-6.821700,-6.821700,1.0000,2022-11,BTC_FLAT
XRPUSDT,1669190399999,1669795200000,5.944700,5.944700,1.0000,2022-11,BTC_FLAT
AAVEUSDT,1669219199999,1669824000000,12.574300,12.574300,1.0000,2022-11,BTC_FLAT
DOTUSDT,1669247999999,1669852800000,-0.689300,-0.689300,1.0000,2022-12,BTC_FLAT
ETHUSDT,1669247999999,1669795199999,-5.207700,-5.207700,1.0000,2022-11,BTC_FLAT
BTCUSDT,1669247999999,1669852799999,-3.556900,-3.556900,1.0000,2022-11,BTC_FLAT
ETHUSDT,1669881599999,1670399999999,-4.117500,-4.117500,1.0000,2022-12,BTC_UP
XRPUSDT,1669881599999,1670486400000,2.833100,2.833100,1.0000,2022-12,BTC_UP
AAVEUSDT,1669910399999,1670457599999,-5.539900,-5.539900,1.0000,2022-12,BTC_UP
DOTUSDT,1669939199999,1669996799999,-4.574300,-4.574300,1.0000,2022-12,BTC_UP
BTCUSDT,1669939199999,1670227199999,-2.699500,-2.699500,1.0000,2022-12,BTC_UP
DOTUSDT,1670083199999,1670688000000,4.135000,4.135000,1.0000,2022-12,BTC_FLAT
BTCUSDT,1670313599999,1670918400000,0.861000,0.861000,1.0000,2022-12,BTC_FLAT
ETHUSDT,1670486399999,1670543999999,-3.501400,-3.501400,1.0000,2022-12,BTC_FLAT
AAVEUSDT,1670543999999,1671148800000,2.844900,2.844900,1.0000,2022-12,BTC_FLAT
XRPUSDT,1670572799999,1671177600000,3.015400,3.015400,1.0000,2022-12,BTC_UP
ETHUSDT,1670630399999,1670947199999,-3.478300,-3.478300,1.0000,2022-12,BTC_FLAT
DOTUSDT,1670774399999,1670918399999,5.665600,5.665600,1.0000,2022-12,BTC_FLAT
DOTUSDT,1671004799999,1671235199999,7.418400,7.418400,1.0000,2022-12,BTC_UP
ETHUSDT,1671033599999,1671148799999,5.855600,5.855600,1.0000,2022-12,BTC_FLAT
BTCUSDT,1671091199999,1671235199999,4.661600,4.661600,1.0000,2022-12,BTC_FLAT
ETHUSDT,1671263999999,1671753599999,-4.342800,-4.342800,1.0000,2022-12,BTC_FLAT
AAVEUSDT,1671263999999,1671868800000,-1.386500,-1.386500,1.0000,2022-12,BTC_FLAT
XRPUSDT,1671263999999,1671436799999,-4.494400,-4.494400,1.0000,2022-12,BTC_FLAT
BTCUSDT,1671321599999,1671926400000,-0.463800,-0.463800,1.0000,2022-12,BTC_FLAT
DOTUSDT,1671523199999,1672128000000,1.638400,1.638400,1.0000,2022-12,BTC_FLAT
XRPUSDT,1671551999999,1672156800000,6.393500,6.393500,1.0000,2022-12,BTC_FLAT
ETHUSDT,1671839999999,1672444800000,1.526100,1.526100,1.0000,2022-12,BTC_DOWN
AAVEUSDT,1671983999999,1672156799999,6.373600,6.373600,1.0000,2022-12,BTC_FLAT
BTCUSDT,1672012799999,1672415999999,2.694000,2.694000,1.0000,2022-12,BTC_FLAT
AAVEUSDT,1672243199999,1672415999999,-3.940500,-3.940500,1.0000,2022-12,BTC_FLAT
XRPUSDT,1672243199999,1672387199999,6.183800,6.183800,1.0000,2022-12,BTC_FLAT
DOTUSDT,1672300799999,1672646399999,-3.917900,-3.917900,1.0000,2023-01,BTC_FLAT
XRPUSDT,1672473599999,1672646399999,-3.405900,-3.405900,1.0000,2023-01,BTC_FLAT
BTCUSDT,1672502399999,1672819199999,-1.458500,-1.458500,1.0000,2023-01,BTC_FLAT
AAVEUSDT,1672502399999,1672847999999,7.690900,7.690900,1.0000,2023-01,BTC_FLAT
ETHUSDT,1672531199999,1672646399999,-2.192100,-2.192100,1.0000,2023-01,BTC_FLAT
DOTUSDT,1672732799999,1672819199999,-3.168400,-3.168400,1.0000,2023-01,BTC_FLAT
XRPUSDT,1672732799999,1673337600000,0.358700,0.358700,1.0000,2023-01,BTC_FLAT
ETHUSDT,1672790399999,1672819199999,-1.884000,-1.884000,1.0000,2023-01,BTC_FLAT
DOTUSDT,1672905599999,1673193599999,-3.231900,-3.231900,1.0000,2023-01,BTC_FLAT
ETHUSDT,1672905599999,1673222399999,-2.287100,-2.287100,1.0000,2023-01,BTC_FLAT
BTCUSDT,1672905599999,1673222399999,-1.372000,-1.372000,1.0000,2023-01,BTC_FLAT
AAVEUSDT,1672934399999,1673193599999,-4.029600,-4.029600,1.0000,2023-01,BTC_FLAT
AAVEUSDT,1673308799999,1673481599999,-4.242000,-4.242000,1.0000,2023-01,BTC_FLAT
BTCUSDT,1673337599999,1673481599999,2.242400,2.242400,1.0000,2023-01,BTC_FLAT
XRPUSDT,1673539199999,1673654399999,-4.440900,-4.440900,1.0000,2023-01,BTC_UP
XRPUSDT,1673740799999,1674316799999,-5.185200,-5.185200,1.0000,2023-01,BTC_UP
AAVEUSDT,1673884799999,1673971199999,-8.319400,-8.319400,1.0000,2023-01,BTC_UP
DOTUSDT,1673999999999,1674345599999,-7.995200,-7.995200,1.0000,2023-01,BTC_UP
ETHUSDT,1674057599999,1674259199999,-4.605900,-4.605900,1.0000,2023-01,BTC_UP
AAVEUSDT,1674057599999,1674316799999,-9.322100,-9.322100,1.0000,2023-01,BTC_UP
BTCUSDT,1674201599999,1674259199999,6.503800,6.503800,1.0000,2023-01,BTC_UP
ETHUSDT,1674345599999,1674950400000,3.347300,3.347300,1.0000,2023-01,BTC_UP
AAVEUSDT,1674403199999,1675008000000,0.149800,0.149800,1.0000,2023-01,BTC_UP
XRPUSDT,1674403199999,1674489599999,-4.850300,-4.850300,1.0000,2023-01,BTC_UP
DOTUSDT,1674431999999,1674518399999,-7.451500,-7.451500,1.0000,2023-01,BTC_UP
XRPUSDT,1674575999999,1675180800000,4.365600,4.365600,1.0000,2023-01,BTC_UP
DOTUSDT,1674604799999,1675036799999,-8.019200,-8.019200,1.0000,2023-01,BTC_UP
BTCUSDT,1674604799999,1675209600000,2.074800,2.074800,1.0000,2023-02,BTC_UP
ETHUSDT,1675065599999,1675324799999,-3.951200,-3.951200,1.0000,2023-02,BTC_UP
AAVEUSDT,1675094399999,1675382399999,12.545900,12.545900,1.0000,2023-02,BTC_UP
XRPUSDT,1675267199999,1675872000000,-0.150300,-0.150300,1.0000,2023-02,BTC_FLAT
BTCUSDT,1675324799999,1675929600000,4.600900,4.600900,1.0000,2023-02,BTC_FLAT
