candidate,n_rows,n_folds,observed_auc,null_q50,null_q95,p_value,clears_q95,per_fold
C1_vwap_signed_hurst,13405,5,0.49604349580556073,0.4989205600989909,0.5102835014220882,0.72,False,+0.487;+0.514;+0.492;+0.486;+0.502
C2_ema_signed_hurst,13405,5,0.5079986283622355,0.5015089290588092,0.5115697831785889,0.1,False,+0.487;+0.531;+0.450;+0.566;+0.507
C3_ema_signed_volregime,13405,5,0.4977369449764734,0.4997850627508533,0.5105692219621739,0.61,False,+0.490;+0.557;+0.485;+0.521;+0.436
C4_autocorr_signed_hurst,13405,5,0.5381299930943958,0.5005219165599095,0.5099011321184758,0.0,True,+0.513;+0.569;+0.529;+0.531;+0.549
C5_symvsbtc_signed_btctrend,13405,5,0.49308565562549517,0.4989315571438218,0.5115248773137052,0.82,False,+0.511;+0.505;+0.506;+0.457;+0.486
C6_vwap_signed_kurt,13405,5,0.494219905578097,0.5018229337986447,0.5113372706258336,0.86,False,+0.480;+0.506;+0.502;+0.482;+0.502
