symbol,n_bars_is,n_valid_rms5d,mean,std,min,max,pct_trending,pct_meanrev,autocorr_lag1,adf_pvalue,hurst_mean,hurst_std
BTCUSDT,5727,5628,0.005859574483928569,0.07483802709330939,-0.6245102904443129,0.2860040957826371,1.0,0.0,0.9374531343468606,2.0252931866427512e-15,1.004364481444009,0.04917937753973653
ETHUSDT,5727,5628,0.006378652542783435,0.09737545151445894,-0.7993788376085194,0.5078256640589389,1.0,0.0,0.9384524765925463,6.078631869525376e-17,1.0122752394066037,0.04940413328940365
LINKUSDT,5678,5579,0.003162228249949766,0.12399649369140393,-0.8678459517692776,0.5387536002135431,1.0,0.0,0.9307846617253723,5.237361855568774e-18,1.0064225840549228,0.050771144713430305
LTCUSDT,5687,5588,0.0005473384260448782,0.10442515033703353,-0.7903245745755791,0.39521785690414557,1.0,0.0,0.9306967022867707,8.59204025189021e-19,1.009775118011869,0.04435577785199778
DOTUSDT,5025,4926,4.116047408007353e-05,0.11726446685330796,-0.8361021390120031,0.817636920267518,1.0,0.0,0.9316869949134574,1.5247821078322907e-13,1.0037788236822343,0.05342533614497622
