symbol,trades,wins,win_rate,net_pnl_pct,avg_pnl_pct,pct_of_total_pnl
DOTUSDT,128,60,46.9,96.0687,0.7505,75.10
LTCUSDT,117,55,47.0,67.5331,0.5772,52.79
LINKUSDT,154,64,41.6,52.5750,0.3414,41.10
SOLUSDT,155,62,40.0,19.0397,0.1228,14.88
ETHUSDT,159,60,37.7,-13.4871,-0.0848,-10.54
BTCUSDT,129,40,31.0,-93.8107,-0.7272,-73.34
