date,pnl_pct,trade_count
2025-03-28,-2.5468,1
2025-04-02,5.0706,1
2025-04-06,-1.2312,1
2025-04-11,3.1572,1
2025-04-21,1.5018,1
2025-04-25,-0.9896,1
2025-05-01,-0.8565,1
2025-05-08,-0.7770,1
2025-05-12,-0.8381,1
2025-05-18,-0.8674,1
2025-05-21,-0.9189,1
2025-05-30,1.7462,1
2025-06-03,-0.8665,1
2025-06-05,-0.7385,1
2025-06-09,1.6023,1
2025-06-12,-0.7471,1
2025-06-20,0.2472,1
2025-06-21,-0.7576,1
2025-06-25,1.7261,1
2025-07-03,0.5168,1
2025-07-09,-0.5905,1
2025-07-13,-0.7326,1
2025-07-22,0.6386,1
2025-07-30,0.5304,1
2025-08-01,1.1481,1
2025-08-07,1.3398,1
2025-08-11,1.1354,1
2025-08-13,-0.7230,1
2025-08-21,1.6773,1
2025-08-24,1.4437,1
2025-08-30,-0.9160,1
2025-09-07,0.5776,1
2025-09-12,1.0827,1
2025-09-20,0.0092,1
2025-09-22,-0.4802,1
2025-09-24,-0.5770,1
2025-09-25,-0.6335,1
2025-09-29,1.2075,1
2025-10-01,1.0057,1
2025-10-03,-0.6347,1
2025-10-05,-0.6601,1
2025-10-06,-0.7026,1
2025-10-08,-0.7962,1
2025-10-10,1.5234,1
2025-10-21,1.0311,1
2025-10-27,2.3051,1
2025-10-30,1.4746,1
2025-11-04,1.9850,1
2025-11-06,-1.1392,1
2025-11-11,-1.1533,1
2025-11-13,-0.9544,1
2025-11-17,-1.3222,1
2025-11-19,-1.2587,1
2025-12-01,-0.2424,1
2025-12-02,-1.1299,1
2025-12-11,0.4483,1
2025-12-15,2.1503,1
2025-12-22,-1.0111,1
2025-12-29,-0.9630,1
2025-12-30,-0.7549,1
2026-01-02,-0.7329,1
2026-01-04,-0.6690,1
2026-01-08,1.2067,1
2026-01-13,-0.7770,1
2026-01-20,1.5648,1
2026-01-25,-0.8613,1
2026-01-29,-0.8012,1
2026-01-31,-1.1562,1
2026-02-03,-1.5563,1
2026-02-12,-1.8063,1
2026-02-21,0.3576,1
2026-02-23,-1.0122,1
2026-02-25,2.2325,1
2026-02-27,-1.2401,1
2026-03-04,2.7276,1
2026-03-12,0.5662,1
2026-03-16,-1.1816,1
2026-03-19,2.0011,1
2026-03-27,1.0304,1
2026-04-04,0.1386,1
2026-04-06,1.4526,1
2026-04-11,-1.0757,1
2026-04-13,1.6591,1
2026-04-17,-1.0031,1
2026-04-22,-0.9340,1
2026-04-30,0.7488,1
2026-05-04,1.3841,1
2026-05-06,-0.7681,1
2026-05-10,-0.8097,1
2026-05-12,-0.6791,1
2026-05-17,-0.7506,1
2026-05-23,-0.7665,1
2026-05-28,1.3941,1
2026-06-01,-0.7916,1
2026-06-15,1.2069,1
