symbol,direction,entry_price,exit_price,weight_factor,open_time,close_time,exit_reason,pnl_pct,fee_pct,slippage_pct,net_pnl_pct,weighted_pnl,stop_loss_price,take_profit_price,timeout_time,confidence
BTCUSDT,1,86404.400000,84324.784710,1.0000,1742889599999,1743177599999,stop_loss,-2.4068,0.1000,0.0400,-2.5468,-2.5468,84324.784710,90563.630580,1743494399999,0.050000
BTCUSDT,1,82377.300000,86669.634633,1.0000,1743263999999,1743609599999,take_profit,5.2106,0.1000,0.0400,5.0706,5.0706,80231.132683,86669.634633,1743868799999,0.500000
BTCUSDT,1,83181.500000,80194.464677,0.3300,1743724799999,1743983999999,stop_loss,-3.5910,0.1000,0.0400,-3.7310,-1.2312,80194.464677,89155.570645,1744329599999,0.300000
BTCUSDT,1,76297.900000,83704.388659,0.3300,1744156799999,1744415999999,take_profit,9.7073,0.1000,0.0400,9.5673,3.1572,72594.655671,83704.388659,1744761599999,0.550000
BTCUSDT,1,84054.400000,87997.300000,0.3300,1744646399999,1745251200000,timeout,4.6909,0.1000,0.0400,4.5509,1.5018,80838.628333,90485.943333,1745251199999,0.400000
BTCUSDT,-1,92166.000000,94800.784081,0.3300,1745481599999,1745596799999,stop_loss,-2.8587,0.1000,0.0400,-2.9987,-0.9896,94800.784081,86896.431837,1746086399999,0.350000
BTCUSDT,-1,94325.000000,96641.036020,0.3300,1745683199999,1746115199999,stop_loss,-2.4554,0.1000,0.0400,-2.5954,-0.8565,96641.036020,89692.927960,1746287999999,0.550000
BTCUSDT,-1,97270.100000,99424.081555,0.3300,1746201599999,1746719999999,stop_loss,-2.2144,0.1000,0.0400,-2.3544,-0.7770,99424.081555,92962.136889,1746806399999,0.750000
BTCUSDT,-1,102941.900000,105412.286460,0.3300,1746835199999,1747036799999,stop_loss,-2.3998,0.1000,0.0400,-2.5398,-0.8381,105412.286460,98001.127079,1747439999999,0.650000
BTCUSDT,-1,102624.000000,105177.826117,0.3300,1747123199999,1747583999999,stop_loss,-2.4885,0.1000,0.0400,-2.6285,-0.8674,105177.826117,97516.347766,1747727999999,0.850000
BTCUSDT,-1,105531.600000,108322.299833,0.3300,1747699199999,1747843199999,stop_loss,-2.6444,0.1000,0.0400,-2.7844,-0.9189,108322.299833,99950.200334,1748303999999,0.900000
BTCUSDT,-1,110685.200000,104673.399798,0.3300,1747987199999,1748591999999,take_profit,5.4314,0.1000,0.0400,5.2914,1.7462,113691.100101,104673.399798,1748591999999,0.900000
BTCUSDT,-1,103700.600000,106278.251760,0.3300,1748678399999,1748937599999,stop_loss,-2.4857,0.1000,0.0400,-2.6257,-0.8665,106278.251760,98545.296479,1749283199999,0.750000
